"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Client1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n --output dstat_client1_ratio_1:9_vc_2_worker_64_rep_1_sharded_false.csv -T 1 60",,,,"Date:","22 Nov 2018 18:02:09 UTC"

"total cpu usage",,,,,,"net/total",,"epoch"
"usr","sys","idl","wai","hiq","siq","recv","send","epoch"
1.202,1.617,95.803,0.507,0.0,0.871,0.0,0.0,1542909729.243
0.510,1.020,96.429,0.0,0.0,2.041,13679431.0,1571193.0,1542909730.244
1.010,1.515,95.455,0.0,0.0,2.020,14409878.0,1641733.0,1542909731.244
1.005,1.005,95.980,0.0,0.0,2.010,13433474.0,1530271.0,1542909732.244
1.970,1.478,94.089,0.0,0.0,2.463,12814613.0,1464110.0,1542909733.244
1.015,0.508,97.462,0.0,0.0,1.015,12535425.0,1429093.0,1542909734.244
1.970,2.956,94.089,0.0,0.0,0.985,13198977.0,1503767.0,1542909735.244
1.531,1.020,95.918,0.0,0.0,1.531,13283237.0,1517639.0,1542909736.244
1.990,1.990,95.522,0.0,0.0,0.498,12730628.0,1450467.0,1542909737.244
1.005,1.005,96.482,0.0,0.0,1.508,12652579.0,1441671.0,1542909738.244
0.513,1.538,97.436,0.0,0.0,0.513,13126958.0,1499398.0,1542909739.244
1.0,2.0,95.500,0.0,0.0,1.500,12730724.0,1450674.0,1542909740.244
0.0,2.041,96.939,0.0,0.0,1.020,13082037.0,1490477.0,1542909741.244
1.0,2.0,95.0,0.0,0.0,2.0,12814654.0,1464306.0,1542909742.244
1.005,1.005,96.985,0.0,0.0,1.005,12144782.0,1383674.0,1542909743.244
2.010,2.010,95.980,0.0,0.0,0.0,13550702.0,1544262.0,1542909744.244
1.531,0.510,97.449,0.0,0.0,0.510,12228884.0,1397338.0,1542909745.244
1.020,1.531,96.429,0.0,0.0,1.020,13472608.0,1535430.0,1542909746.244
0.505,1.515,96.465,0.0,0.0,1.515,12613462.0,1437358.0,1542909747.244
1.005,1.508,95.980,0.0,0.0,1.508,12502193.0,1428342.0,1542909748.244
1.010,1.010,96.970,0.0,0.0,1.010,12379008.0,1410943.0,1542909749.244
1.531,0.510,95.918,1.531,0.0,0.510,12691762.0,1446547.0,1542909750.244
1.596,2.660,94.149,0.0,0.0,1.596,12350025.0,1413241.0,1542909751.244
1.010,1.010,96.465,0.0,0.0,1.515,12574264.0,1433339.0,1542909752.244
0.508,1.015,96.954,0.0,0.0,1.523,12965130.0,1478007.0,1542909753.244
1.508,0.503,95.980,0.0,0.0,2.010,12346067.0,1410978.0,1542909754.244
1.010,1.515,96.970,0.0,0.0,0.505,12730552.0,1450355.0,1542909755.244
1.020,1.531,96.429,0.0,0.0,1.020,12574388.0,1432558.0,1542909756.244
1.531,0.510,97.449,0.0,0.0,0.510,12580115.0,1437272.0,1542909757.244
1.0,2.0,96.0,0.0,0.0,1.0,12574648.0,1433647.0,1542909758.244
1.493,1.990,95.025,0.0,0.0,1.493,13316160.0,1516971.0,1542909759.244
1.020,0.510,97.449,0.0,0.0,1.020,12541212.0,1433010.0,1542909760.244
0.0,1.031,97.938,0.0,0.0,1.031,12418371.0,1416016.0,1542909761.244
1.010,1.515,96.465,0.0,0.0,1.010,13238219.0,1508327.0,1542909762.244
1.026,1.026,97.436,0.0,0.0,0.513,12776470.0,1461684.0,1542909763.244
1.026,0.513,97.949,0.0,0.0,0.513,13394370.0,1525721.0,1542909764.244
1.980,0.990,95.050,0.0,0.0,1.980,12965023.0,1477584.0,1542909765.244
1.538,1.538,96.410,0.0,0.0,0.513,13322081.0,1521329.0,1542909766.244
1.005,1.005,95.980,0.0,0.0,2.010,12457417.0,1420041.0,1542909767.244
0.505,1.010,96.970,0.0,0.0,1.515,13043027.0,1486289.0,1542909768.244
1.005,2.513,95.477,0.0,0.0,1.005,13283588.0,1517966.0,1542909769.244
0.513,1.026,97.949,0.0,0.0,0.513,12730637.0,1450673.0,1542909770.244
2.010,1.005,95.477,0.0,0.0,1.508,12613568.0,1437601.0,1542909771.244
2.525,1.010,95.960,0.0,0.0,0.505,12267590.0,1400878.0,1542909772.244
1.0,2.0,95.500,0.0,0.0,1.500,13316492.0,1517454.0,1542909773.244
1.0,2.500,95.500,0.0,0.0,1.0,13043167.0,1486362.0,1542909774.244
1.515,1.515,95.960,0.0,0.0,1.010,12423922.0,1419432.0,1542909775.244
1.961,2.941,93.627,0.0,0.0,1.471,12964635.0,1476538.0,1542909776.244
1.523,1.015,96.954,0.0,0.0,0.508,13160389.0,1499527.0,1542909777.244
1.015,1.015,96.447,0.0,0.0,1.523,12463192.0,1423975.0,1542909778.244
1.0,2.0,96.0,0.0,0.0,1.0,13277111.0,1512458.0,1542909779.244
0.508,1.523,96.954,0.0,0.0,1.015,12574505.0,1432968.0,1542909780.244
1.508,1.508,93.970,1.508,0.0,1.508,13556411.0,1547922.0,1542909781.244
