"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Middleware1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n -d -g -y --output dstat_mw1_ratio_1:6_vc_2_worker_64_rep_1_sharded_true.csv -T 1 30",,,,"Date:","17 Nov 2018 16:19:28 UTC"

"total cpu usage",,,,,,"net/total",,"dsk/total",,"paging",,"system",,"epoch"
"usr","sys","idl","wai","hiq","siq","recv","send","read","writ","in","out","int","csw","epoch"
0.953,0.521,97.125,1.149,0.0,0.252,0.0,0.0,130226.345,2156753.172,0.0,0.0,811.336,2180.659,1542471568.950
32.187,3.301,62.724,0.0,0.0,1.788,6496522.0,8084894.0,0.0,0.0,0.0,0.0,3222.0,8996.0,1542471569.951
28.944,1.920,67.353,0.0,0.0,1.783,6304539.0,7844965.0,0.0,0.0,0.0,0.0,3146.0,8069.0,1542471570.951
12.696,2.880,83.115,0.0,0.0,1.309,10167671.0,12579924.0,0.0,0.0,0.0,0.0,4413.0,12861.0,1542471571.951
11.211,3.608,83.119,0.0,0.0,2.062,12415266.0,15285034.0,0.0,0.0,0.0,0.0,5768.0,15869.0,1542471572.951
3.185,2.675,92.102,0.0,0.0,2.038,14461919.0,17792553.0,0.0,8192.0,0.0,0.0,6618.0,18087.0,1542471573.951
3.802,3.042,91.635,0.0,0.0,1.521,14376158.0,17669833.0,0.0,0.0,0.0,0.0,6756.0,18170.0,1542471574.953
4.841,2.803,90.446,0.0,0.0,1.911,14438978.0,17762430.0,0.0,0.0,0.0,0.0,6716.0,18129.0,1542471575.951
3.304,2.795,91.995,0.0,0.0,1.906,14430214.0,17774049.0,0.0,0.0,0.0,0.0,6643.0,17993.0,1542471576.951
3.929,3.422,90.875,0.0,0.0,1.774,13771551.0,16943458.0,0.0,0.0,0.0,0.0,6389.0,17255.0,1542471577.951
2.645,4.030,91.688,0.0,0.0,1.637,13810681.0,16991314.0,0.0,4096.0,0.0,0.0,6333.0,17242.0,1542471578.951
3.304,3.304,91.741,0.0,0.0,1.652,14555254.0,17890992.0,0.0,0.0,0.0,0.0,6640.0,18102.0,1542471579.951
2.430,2.685,93.095,0.0,0.0,1.790,13496983.0,16625132.0,0.0,0.0,0.0,0.0,6235.0,16878.0,1542471580.951
3.613,2.452,92.645,0.0,0.0,1.290,14416145.0,17730629.0,0.0,0.0,0.0,0.0,6665.0,18084.0,1542471581.951
3.177,3.177,92.249,0.0,0.0,1.398,14732451.0,18131651.0,0.0,0.0,0.0,0.0,6877.0,18403.0,1542471582.951
3.544,3.038,91.772,0.0,0.0,1.646,14029854.0,17270621.0,0.0,0.0,0.0,0.0,6592.0,17638.0,1542471583.951
2.427,3.193,92.337,0.0,0.0,2.043,14257889.0,17532600.0,0.0,0.0,0.0,0.0,6642.0,17854.0,1542471584.952
1.911,3.057,92.739,0.0,0.0,2.293,14021922.0,17220764.0,0.0,0.0,0.0,0.0,6434.0,17554.0,1542471585.951
2.803,3.185,92.484,0.0,0.0,1.529,13167106.0,16226211.0,0.0,0.0,0.0,0.0,6092.0,16441.0,1542471586.952
4.193,2.668,91.614,0.0,0.0,1.525,13395998.0,16503504.0,0.0,0.0,0.0,0.0,6192.0,16802.0,1542471587.951
3.321,3.321,91.571,0.0,0.0,1.788,14930299.0,18368220.0,0.0,0.0,0.0,0.0,6837.0,18734.0,1542471588.951
3.177,3.177,92.249,0.0,0.0,1.398,14088157.0,17344423.0,0.0,0.0,0.0,0.0,6487.0,17615.0,1542471589.951
3.193,2.682,92.465,0.0,0.0,1.660,14262438.0,17538924.0,0.0,0.0,0.0,0.0,6558.0,17918.0,1542471590.951
3.308,3.181,91.603,0.0,0.0,1.908,14538335.0,17899576.0,0.0,0.0,0.0,0.0,6624.0,18218.0,1542471591.951
3.270,3.648,91.195,0.0,0.0,1.887,14354194.0,17639641.0,0.0,0.0,0.0,0.0,6731.0,18174.0,1542471592.952
2.803,3.439,92.357,0.0,0.0,1.401,14587267.0,17959196.0,0.0,0.0,0.0,0.0,6690.0,18167.0,1542471593.952
2.290,3.181,92.239,0.0,0.0,2.290,14547478.0,17895576.0,0.0,0.0,0.0,0.0,6730.0,18090.0,1542471594.951
3.418,2.532,92.025,0.0,0.0,2.025,13197474.0,16216197.0,0.0,0.0,0.0,0.0,6072.0,16655.0,1542471595.951
2.672,3.053,92.748,0.0,0.0,1.527,13999961.0,17228786.0,0.0,0.0,0.0,0.0,6428.0,17469.0,1542471596.951
2.930,2.548,92.357,0.382,0.0,1.783,13829981.0,17039362.0,0.0,40960.0,0.0,0.0,6392.0,17274.0,1542471597.951
2.522,3.279,92.308,0.0,0.0,1.892,11723002.0,14436482.0,0.0,8007680.0,0.0,0.0,5471.0,14817.0,1542471598.952
