"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Client1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n --output dstat_client1_ratio_1:1_vc_2_worker_64_rep_1_sharded_false.csv -T 1 30",,,,"Date:","17 Nov 2018 16:25:03 UTC"

"total cpu usage",,,,,,"net/total",,"epoch"
"usr","sys","idl","wai","hiq","siq","recv","send","epoch"
2.576,2.825,91.474,1.923,0.0,1.203,0.0,0.0,1542471903.659
0.513,1.538,96.923,0.0,0.0,1.026,2341094.0,2276791.0,1542471904.660
3.518,2.010,91.457,0.0,0.0,3.015,3178004.0,3089443.0,1542471905.660
2.041,4.592,92.857,0.0,0.0,0.510,3922869.0,3815226.0,1542471906.660
4.061,4.061,85.279,5.584,0.0,1.015,3896022.0,3786186.0,1542471907.660
1.562,3.646,92.708,0.0,0.0,2.083,3867623.0,3780901.0,1542471908.660
2.020,5.051,90.909,0.0,0.0,2.020,4204274.0,4088768.0,1542471909.660
2.513,3.015,90.452,0.0,0.0,4.020,4088043.0,3975922.0,1542471910.660
3.109,2.073,91.710,0.0,0.0,3.109,4312723.0,4184557.0,1542471911.660
1.036,4.145,92.746,0.0,0.0,2.073,4279952.0,4171166.0,1542471912.660
3.571,5.102,89.796,0.0,0.0,1.531,4740659.0,4606107.0,1542471913.660
3.030,4.040,89.899,0.0,0.0,3.030,4424447.0,4306133.0,1542471914.660
2.488,3.980,89.552,0.0,0.0,3.980,4057128.0,3945514.0,1542471915.660
1.015,3.553,90.863,0.0,0.0,4.569,4159606.0,4045563.0,1542471916.660
2.564,3.590,91.282,0.0,0.0,2.564,4143079.0,4028252.0,1542471917.660
2.551,3.571,89.796,0.0,0.0,4.082,4646344.0,4514635.0,1542471918.660
2.564,3.077,92.308,0.0,0.0,2.051,4369755.0,4254073.0,1542471919.660
3.061,3.571,90.306,0.0,0.0,3.061,4460306.0,4332294.0,1542471920.660
2.451,5.882,87.255,0.0,0.0,4.412,4539179.0,4414732.0,1542471921.660
2.577,2.062,92.268,0.0,0.0,3.093,4088403.0,3980101.0,1542471922.660
3.535,4.040,88.889,0.0,0.0,3.535,4330812.0,4210841.0,1542471923.660
3.980,4.478,88.060,0.0,0.0,3.483,4490023.0,4358439.0,1542471924.660
1.546,3.093,92.784,0.0,0.0,2.577,4204657.0,4097698.0,1542471925.660
2.463,3.941,87.685,0.0,0.0,5.911,4236901.0,4119045.0,1542471926.660
3.061,3.571,90.816,0.0,0.0,2.551,4284632.0,4167057.0,1542471927.660
2.020,5.051,88.889,0.0,0.0,4.040,4324841.0,4206310.0,1542471928.660
2.577,4.124,91.753,0.0,0.0,1.546,4339798.0,4219490.0,1542471929.660
2.500,4.0,90.500,0.0,0.0,3.0,4070153.0,3958496.0,1542471930.660
4.020,3.518,88.945,0.0,0.0,3.518,4275495.0,4149717.0,1542471931.660
2.030,3.553,90.355,0.0,0.0,4.061,4473188.0,4356225.0,1542471932.660
3.125,1.562,92.188,0.0,0.0,3.125,4187037.0,4061077.0,1542471933.660
