"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Server1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n --output dstat_server1_ratio_1:9_vc_2_worker_64_rep_3_sharded_true.csv -T 1 30",,,,"Date:","17 Nov 2018 16:24:06 UTC"

"total cpu usage",,,,,,"net/total",,"epoch"
"usr","sys","idl","wai","hiq","siq","recv","send","epoch"
2.699,3.710,89.150,3.053,0.0,1.388,0.0,0.0,1542471846.753
2.041,4.082,90.816,0.0,0.0,3.061,1635693.0,4206206.0,1542471847.754
0.0,2.083,92.708,0.0,0.0,5.208,1919918.0,4993670.0,1542471848.756
2.020,6.061,87.879,0.0,0.0,4.040,2650667.0,7123370.0,1542471849.754
4.124,3.093,87.629,0.0,0.0,5.155,2580390.0,6860188.0,1542471850.758
4.040,11.111,79.798,0.0,0.0,5.051,2938957.0,7954914.0,1542471851.754
2.020,7.071,85.859,0.0,0.0,5.051,3064750.0,8161635.0,1542471852.754
1.031,7.216,87.629,0.0,0.0,4.124,2963649.0,7996248.0,1542471853.754
4.167,6.250,85.417,0.0,0.0,4.167,2945465.0,7906494.0,1542471854.754
1.020,8.163,86.735,0.0,0.0,4.082,2883168.0,7746810.0,1542471855.754
2.062,7.216,84.536,0.0,0.0,6.186,3001894.0,8061321.0,1542471856.754
3.030,7.071,84.848,0.0,0.0,5.051,3019738.0,8100418.0,1542471857.754
3.093,4.124,88.660,0.0,0.0,4.124,3006560.0,8091316.0,1542471858.754
1.020,7.143,86.735,0.0,0.0,5.102,2985072.0,8031076.0,1542471859.754
4.124,7.216,82.474,0.0,0.0,6.186,2841768.0,7598774.0,1542471860.754
4.082,8.163,84.694,0.0,0.0,3.061,3057642.0,8212655.0,1542471861.754
3.0,8.0,85.0,0.0,0.0,4.0,2943408.0,7902054.0,1542471862.754
3.922,6.863,82.353,0.0,0.0,6.863,3073681.0,8242138.0,1542471863.754
3.030,9.091,84.848,0.0,0.0,3.030,2977868.0,8022597.0,1542471864.754
0.0,6.383,90.426,0.0,0.0,3.191,2854477.0,7660684.0,1542471865.754
4.124,7.216,84.536,0.0,0.0,4.124,2997010.0,8035798.0,1542471866.754
2.041,6.122,87.755,0.0,0.0,4.082,3037581.0,8130558.0,1542471867.754
2.062,7.216,87.629,0.0,0.0,3.093,2938094.0,7931675.0,1542471868.754
2.062,8.247,83.505,3.093,0.0,3.093,3081915.0,8276781.0,1542471869.754
4.082,8.163,83.673,0.0,0.0,4.082,2895825.0,7808027.0,1542471870.754
4.854,7.767,79.612,0.0,0.0,7.767,3019787.0,8078953.0,1542471871.754
5.319,3.191,87.234,0.0,0.0,4.255,2923299.0,7867325.0,1542471872.754
1.042,6.250,87.500,0.0,0.0,5.208,3095228.0,8252645.0,1542471873.755
3.0,8.0,85.0,0.0,0.0,4.0,3008017.0,8152336.0,1542471874.754
4.167,5.208,87.500,0.0,0.0,3.125,3026732.0,8117658.0,1542471875.754
1.075,4.301,90.323,0.0,0.0,4.301,2400834.0,6428751.0,1542471876.754
