"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Middleware1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n -d --output dstat_mw1_ratio_0:1_vc_4_worker_16_rep_1.csv -T 1 60",,,,"Date:","03 Nov 2018 10:46:09 UTC"

"total cpu usage",,,,,,"net/total",,"dsk/total",,"epoch"
"usr","sys","idl","wai","hiq","siq","recv","send","read","writ","epoch"
2.549,1.512,95.116,0.543,0.0,0.281,0.0,0.0,60003.017,998161.770,1541241969.558
32.838,3.649,62.162,0.0,0.0,1.351,6558836.0,6368486.0,0.0,0.0,1541241970.559
18.400,1.067,80.0,0.0,0.0,0.533,6522753.0,6331895.0,0.0,0.0,1541241971.559
5.838,1.523,92.386,0.0,0.0,0.254,6567286.0,6371019.0,0.0,0.0,1541241972.559
3.812,1.398,94.409,0.0,0.0,0.381,6636072.0,6440448.0,0.0,12288.0,1541241973.559
5.405,1.416,92.793,0.0,0.0,0.386,6786932.0,6588286.0,0.0,0.0,1541241974.559
1.014,1.014,97.465,0.0,0.0,0.507,6704606.0,6505635.0,0.0,0.0,1541241975.559
3.177,1.525,95.172,0.0,0.0,0.127,6704642.0,6505792.0,0.0,0.0,1541241976.559
1.763,1.511,96.474,0.0,0.0,0.252,6516497.0,6322971.0,0.0,0.0,1541241977.559
1.264,1.011,97.472,0.0,0.0,0.253,6555368.0,6362219.0,0.0,0.0,1541241978.559
1.511,1.385,96.725,0.0,0.0,0.378,6627130.0,6431770.0,0.0,0.0,1541241979.559
1.135,1.387,97.100,0.0,0.0,0.378,6650954.0,6453468.0,0.0,0.0,1541241980.559
1.252,1.877,96.496,0.0,0.0,0.375,6507577.0,6314414.0,0.0,0.0,1541241981.559
1.011,1.391,97.345,0.0,0.0,0.253,6653969.0,6457895.0,0.0,0.0,1541241982.559
0.759,1.519,97.595,0.0,0.0,0.127,6536128.0,6344952.0,0.0,0.0,1541241983.559
1.136,1.263,97.222,0.0,0.0,0.379,6642098.0,6444975.0,0.0,0.0,1541241984.559
1.276,0.893,97.577,0.0,0.0,0.255,6709156.0,6511498.0,0.0,0.0,1541241985.559
2.554,1.022,96.296,0.0,0.0,0.128,6512048.0,6312436.0,0.0,0.0,1541241986.559
1.389,1.136,97.222,0.0,0.0,0.253,6885488.0,6680069.0,0.0,0.0,1541241987.559
1.385,1.008,97.229,0.0,0.0,0.378,6468948.0,6279752.0,0.0,0.0,1541241988.559
1.263,1.263,95.581,1.894,0.0,0.0,6463184.0,6272826.0,0.0,73728.0,1541241989.559
1.382,1.508,96.734,0.0,0.0,0.377,6797949.0,6597672.0,0.0,0.0,1541241990.559
1.261,1.261,97.226,0.0,0.0,0.252,6614400.0,6419436.0,0.0,0.0,1541241991.559
1.009,1.513,97.352,0.0,0.0,0.126,6619922.0,6423514.0,0.0,0.0,1541241992.559
0.886,1.266,97.595,0.0,0.0,0.253,6696471.0,6497764.0,0.0,0.0,1541241993.559
1.132,1.887,96.855,0.0,0.0,0.126,6591097.0,6389120.0,0.0,0.0,1541241994.559
1.013,1.139,97.595,0.0,0.0,0.253,6624087.0,6427393.0,0.0,0.0,1541241995.559
1.017,0.635,98.094,0.0,0.0,0.254,6573290.0,6379613.0,0.0,0.0,1541241996.559
1.506,1.380,96.863,0.0,0.0,0.251,6535297.0,6332324.0,0.0,0.0,1541241997.559
0.633,1.392,97.595,0.0,0.0,0.380,6591271.0,6396967.0,0.0,0.0,1541241998.559
1.258,1.384,96.981,0.0,0.0,0.377,6713249.0,6510364.0,0.0,3944448.0,1541241999.559
1.139,1.139,97.595,0.0,0.0,0.127,6613727.0,6418763.0,0.0,0.0,1541242000.559
1.135,1.261,97.352,0.0,0.0,0.252,6713873.0,6514539.0,0.0,0.0,1541242001.559
1.398,0.889,97.332,0.0,0.0,0.381,6754714.0,6554291.0,0.0,0.0,1541242002.559
0.882,1.511,97.229,0.0,0.0,0.378,6744663.0,6546027.0,0.0,0.0,1541242003.559
0.635,1.523,97.716,0.0,0.0,0.127,6606728.0,6412028.0,0.0,8192.0,1541242004.559
1.138,1.391,97.092,0.0,0.0,0.379,6632964.0,6438019.0,0.0,0.0,1541242005.559
1.256,1.508,96.859,0.0,0.0,0.377,6609651.0,6397634.0,0.0,0.0,1541242006.559
0.758,1.389,97.475,0.0,0.0,0.379,6552809.0,6376878.0,0.0,0.0,1541242007.559
0.635,1.398,97.967,0.0,0.0,0.0,6567345.0,6372466.0,0.0,0.0,1541242008.559
1.139,1.392,97.342,0.0,0.0,0.127,6502955.0,6311291.0,0.0,0.0,1541242009.559
1.014,1.014,97.719,0.0,0.0,0.253,6533783.0,6341195.0,0.0,0.0,1541242010.559
1.018,1.018,97.837,0.0,0.0,0.127,6865961.0,6662238.0,0.0,0.0,1541242011.559
1.382,1.759,96.734,0.0,0.0,0.126,6644967.0,6449079.0,0.0,0.0,1541242012.559
1.777,1.142,96.827,0.0,0.0,0.254,6573360.0,6379584.0,0.0,0.0,1541242013.559
0.891,0.891,97.837,0.0,0.0,0.382,6472898.0,6281215.0,0.0,0.0,1541242014.559
1.135,1.513,97.100,0.0,0.0,0.252,6545078.0,6353560.0,0.0,0.0,1541242015.559
1.394,1.521,96.705,0.0,0.0,0.380,6497587.0,6306055.0,0.0,0.0,1541242016.559
1.267,1.648,96.958,0.0,0.0,0.127,6637448.0,6440457.0,0.0,0.0,1541242017.559
1.255,1.631,96.738,0.0,0.0,0.376,6859088.0,6654218.0,0.0,0.0,1541242018.559
1.135,1.387,96.847,0.252,0.0,0.378,6617280.0,6423650.0,0.0,110592.0,1541242019.559
0.888,1.269,97.589,0.0,0.0,0.254,6796342.0,6593343.0,0.0,0.0,1541242020.559
1.009,1.387,97.352,0.0,0.0,0.252,6626390.0,6432652.0,0.0,0.0,1541242021.559
1.011,1.264,97.472,0.0,0.0,0.253,6723234.0,6523870.0,0.0,0.0,1541242022.559
0.886,1.266,97.595,0.0,0.0,0.253,6690704.0,6493673.0,0.0,0.0,1541242023.559
0.888,1.015,97.843,0.0,0.0,0.254,6811496.0,6610724.0,0.0,0.0,1541242024.559
1.144,0.635,97.967,0.0,0.0,0.254,6613904.0,6418940.0,0.0,0.0,1541242025.559
1.009,1.261,97.352,0.0,0.0,0.378,6620235.0,6423850.0,0.0,0.0,1541242026.559
0.881,1.635,97.107,0.0,0.0,0.377,6584346.0,6388840.0,0.0,0.0,1541242027.559
1.011,0.885,97.598,0.0,0.0,0.506,6661794.0,6466844.0,0.0,0.0,1541242028.559
0.886,1.392,97.722,0.0,0.0,0.0,6727189.0,6527558.0,0.0,0.0,1541242029.559
