"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Middleware1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n -d --output dstat_mw1_ratio_0:1_vc_32_worker_32_rep_2.csv -T 1 60",,,,"Date:","03 Nov 2018 13:22:27 UTC"

"total cpu usage",,,,,,"net/total",,"dsk/total",,"epoch"
"usr","sys","idl","wai","hiq","siq","recv","send","read","writ","epoch"
2.919,1.862,94.626,0.204,0.0,0.389,0.0,0.0,21056.599,490900.676,1541251347.413
33.563,2.613,62.036,0.0,0.0,1.788,6629988.0,6518045.0,0.0,0.0,1541251348.414
18.774,1.565,78.618,0.0,0.0,1.043,6592709.0,6534749.0,0.0,12288.0,1541251349.414
2.036,0.763,96.692,0.0,0.0,0.509,6429702.0,6329517.0,0.0,0.0,1541251350.414
1.896,1.138,96.081,0.0,0.0,0.885,6617442.0,6527370.0,0.0,0.0,1541251351.414
4.040,0.884,94.192,0.0,0.0,0.884,6266300.0,6176892.0,0.0,0.0,1541251352.414
1.750,1.500,95.875,0.0,0.0,0.875,6645759.0,6558042.0,0.0,0.0,1541251353.414
0.755,1.258,97.358,0.0,0.0,0.629,6447965.0,6346515.0,0.0,12288.0,1541251354.414
1.641,1.010,96.970,0.0,0.0,0.379,6475792.0,6385857.0,0.0,0.0,1541251355.414
0.756,1.385,97.355,0.0,0.0,0.504,6534962.0,6443510.0,0.0,0.0,1541251356.414
2.281,1.014,96.071,0.0,0.0,0.634,6664840.0,6564309.0,0.0,0.0,1541251357.414
0.757,0.883,97.604,0.0,0.0,0.757,6630640.0,6530621.0,0.0,0.0,1541251358.414
1.008,1.008,97.607,0.0,0.0,0.378,6429034.0,6332258.0,0.0,0.0,1541251359.414
1.382,1.005,97.111,0.0,0.0,0.503,6481570.0,6386997.0,0.0,0.0,1541251360.414
1.382,1.005,96.859,0.0,0.0,0.754,6405992.0,6312746.0,0.0,0.0,1541251361.414
0.878,1.129,97.114,0.0,0.0,0.878,6577582.0,6480633.0,0.0,0.0,1541251362.414
0.632,0.885,97.724,0.0,0.0,0.759,6583199.0,6487356.0,0.0,0.0,1541251363.414
0.507,0.887,98.226,0.0,0.0,0.380,6285706.0,6192748.0,0.0,0.0,1541251364.414
1.131,1.256,97.236,0.0,0.0,0.377,6715689.0,6614667.0,0.0,0.0,1541251365.414
0.885,1.264,97.598,0.0,0.0,0.253,6754813.0,6656838.0,0.0,0.0,1541251366.414
1.384,0.881,96.478,0.252,0.0,1.006,6521352.0,6430194.0,0.0,77824.0,1541251367.414
1.004,1.255,97.114,0.0,0.0,0.627,6804879.0,6705949.0,0.0,0.0,1541251368.414
1.139,0.506,97.975,0.0,0.0,0.380,6545369.0,6452815.0,0.0,0.0,1541251369.414
0.891,0.636,97.710,0.0,0.0,0.763,6429580.0,6316243.0,0.0,81920.0,1541251370.414
1.508,0.879,96.985,0.0,0.0,0.628,7017839.0,6915517.0,0.0,0.0,1541251371.414
1.135,0.757,97.478,0.0,0.0,0.631,6563335.0,6468391.0,0.0,0.0,1541251372.414
0.759,1.138,97.472,0.0,0.0,0.632,6605960.0,6513049.0,0.0,0.0,1541251373.414
0.882,1.134,97.103,0.0,0.0,0.882,6560640.0,6470654.0,0.0,0.0,1541251374.414
1.131,1.382,97.362,0.0,0.0,0.126,6551064.0,6458598.0,0.0,0.0,1541251375.414
0.882,1.134,97.229,0.0,0.0,0.756,6679090.0,6585791.0,0.0,0.0,1541251376.414
1.259,1.008,96.977,0.0,0.0,0.756,6441995.0,6354497.0,0.0,0.0,1541251377.413
0.754,1.005,97.236,0.0,0.0,1.005,6547235.0,6457025.0,0.0,0.0,1541251378.414
1.493,1.741,96.269,0.0,0.0,0.498,6672397.0,6574134.0,0.0,0.0,1541251379.414
0.881,1.258,97.358,0.0,0.0,0.503,6702278.0,6594271.0,0.0,4841472.0,1541251380.414
0.380,1.267,97.972,0.0,0.0,0.380,6212102.0,6121384.0,0.0,0.0,1541251381.414
1.129,1.255,97.114,0.0,0.0,0.502,6287279.0,6186405.0,0.0,0.0,1541251382.414
1.010,1.010,97.727,0.0,0.0,0.253,6610056.0,6513573.0,0.0,0.0,1541251383.414
1.502,1.126,96.746,0.0,0.0,0.626,6340401.0,6244826.0,0.0,0.0,1541251384.414
1.009,0.883,97.478,0.0,0.0,0.631,6743605.0,6644438.0,0.0,0.0,1541251385.414
1.006,1.132,97.358,0.0,0.0,0.503,6635809.0,6540582.0,0.0,0.0,1541251386.414
1.013,0.886,97.722,0.0,0.0,0.380,6790025.0,6689436.0,0.0,0.0,1541251387.414
0.760,0.634,97.972,0.0,0.0,0.634,6567214.0,6471953.0,0.0,0.0,1541251388.414
1.880,1.378,96.241,0.0,0.0,0.501,6476504.0,6380297.0,0.0,0.0,1541251389.414
1.008,0.882,97.607,0.0,0.0,0.504,6577299.0,6478296.0,0.0,0.0,1541251390.414
1.619,1.121,96.264,0.0,0.0,0.996,6626634.0,6529149.0,0.0,0.0,1541251391.414
1.008,0.882,97.481,0.0,0.0,0.630,6711636.0,6614477.0,0.0,0.0,1541251392.414
0.885,0.759,97.851,0.0,0.0,0.506,6589265.0,6493678.0,0.0,0.0,1541251393.414
0.631,1.010,97.727,0.0,0.0,0.631,6360656.0,6264099.0,0.0,0.0,1541251394.414
1.125,1.625,96.750,0.0,0.0,0.500,6565184.0,6469035.0,0.0,0.0,1541251395.414
1.126,1.252,96.621,0.0,0.0,1.001,6552100.0,6451066.0,0.0,0.0,1541251396.414
1.511,1.511,96.096,0.126,0.0,0.756,6719830.0,6622620.0,0.0,77824.0,1541251397.414
1.504,1.253,96.867,0.0,0.0,0.376,6740478.0,6640760.0,0.0,0.0,1541251398.414
1.134,1.008,97.355,0.0,0.0,0.504,6444329.0,6354216.0,0.0,0.0,1541251399.414
1.264,1.011,97.345,0.0,0.0,0.379,6332521.0,6243784.0,0.0,4096.0,1541251400.414
1.006,1.006,97.358,0.0,0.0,0.629,6566735.0,6469552.0,0.0,0.0,1541251401.414
0.879,1.256,97.111,0.0,0.0,0.754,6428390.0,6329396.0,0.0,0.0,1541251402.414
0.756,1.259,97.355,0.0,0.0,0.630,6394479.0,6302506.0,0.0,0.0,1541251403.414
0.759,0.759,97.975,0.0,0.0,0.506,6475458.0,6382773.0,0.0,0.0,1541251404.414
0.639,0.511,98.467,0.0,0.0,0.383,6660798.0,6571941.0,0.0,0.0,1541251405.414
0.879,1.131,97.111,0.0,0.0,0.879,6772122.0,6673354.0,0.0,0.0,1541251406.414
0.882,0.882,97.481,0.0,0.0,0.756,6415438.0,6318710.0,0.0,0.0,1541251407.414
