"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Client1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n --output dstat_client1_ratio_1:0_vc_24_worker_16_rep_2.csv -T 1 60",,,,"Date:","03 Nov 2018 12:20:59 UTC"

"total cpu usage",,,,,,"net/total",,"epoch"
"usr","sys","idl","wai","hiq","siq","recv","send","epoch"
1.929,2.330,93.928,0.482,0.0,1.331,0.0,0.0,1541247659.902
2.041,4.082,89.796,0.0,0.0,4.082,394456.0,11667654.0,1541247660.903
3.518,7.035,86.432,0.0,0.0,3.015,512532.0,15356413.0,1541247661.903
2.488,5.473,86.070,0.0,0.0,5.970,514160.0,15414413.0,1541247662.903
4.663,4.663,86.528,0.0,0.0,4.145,539208.0,15980931.0,1541247663.903
3.590,4.615,88.205,0.0,0.0,3.590,519540.0,15565681.0,1541247664.903
2.020,5.556,87.879,0.0,0.0,4.545,509740.0,15271939.0,1541247665.903
4.545,5.051,85.859,0.0,0.0,4.545,524516.0,15544440.0,1541247666.903
2.030,4.569,87.310,0.0,0.0,6.091,530880.0,15905015.0,1541247667.903
5.025,4.523,87.437,0.0,0.0,3.015,480760.0,14403472.0,1541247668.903
3.553,4.569,86.802,0.0,0.0,5.076,526616.0,15607601.0,1541247669.903
3.553,5.076,87.817,0.0,0.0,3.553,533260.0,15976505.0,1541247670.903
3.608,4.639,88.660,0.0,0.0,3.093,512614.0,15359778.0,1541247671.903
3.030,5.051,86.364,0.0,0.0,5.556,528590.0,15668776.0,1541247672.903
3.061,4.592,87.755,0.0,0.0,4.592,542080.0,16240392.0,1541247673.903
3.960,7.426,83.663,1.485,0.0,3.465,524250.0,15712118.0,1541247674.903
2.094,4.188,90.052,0.0,0.0,3.665,544686.0,16152654.0,1541247675.903
3.030,7.071,85.859,0.0,0.0,4.040,535070.0,16018787.0,1541247676.903
2.041,4.592,88.265,0.0,0.0,5.102,519450.0,15565377.0,1541247677.903
2.030,6.091,86.802,0.0,0.0,5.076,533168.0,15963601.0,1541247678.903
3.093,4.124,88.144,0.0,0.0,4.639,527918.0,15653486.0,1541247679.903
3.015,4.020,87.437,0.0,0.0,5.528,504938.0,15125003.0,1541247680.903
3.046,5.076,87.817,0.0,0.0,4.061,516494.0,15414048.0,1541247681.905
5.025,5.025,85.930,0.0,0.0,4.020,521020.0,15515112.0,1541247682.903
4.103,4.615,87.692,0.0,0.0,3.590,510440.0,15292560.0,1541247683.903
2.577,5.670,88.144,0.0,0.0,3.608,524020.0,15699351.0,1541247684.903
3.030,5.556,86.364,0.0,0.0,5.051,538936.0,15976628.0,1541247685.903
1.538,4.615,89.744,0.0,0.0,4.103,515768.0,15456442.0,1541247686.903
2.128,4.255,91.489,0.0,0.0,2.128,540392.0,16186262.0,1541247687.903
2.128,3.191,90.957,0.0,0.0,3.723,525858.0,15586521.0,1541247688.903
3.109,4.145,89.119,0.0,0.0,3.627,524432.0,15712281.0,1541247689.903
4.061,5.076,87.817,0.0,0.0,3.046,532222.0,15947050.0,1541247690.903
4.167,3.125,88.542,0.0,0.0,4.167,531100.0,15749632.0,1541247691.903
2.513,7.035,86.935,0.0,0.0,3.518,524160.0,15703840.0,1541247692.903
4.500,4.0,86.500,0.0,0.0,5.0,528396.0,15834061.0,1541247693.903
2.551,5.102,87.245,0.0,0.0,5.102,518532.0,15357075.0,1541247694.903
2.618,3.141,91.099,0.0,0.0,3.141,525182.0,15741272.0,1541247695.903
3.158,4.737,88.421,0.0,0.0,3.684,524883.0,15650524.0,1541247696.903
5.0,5.0,85.500,0.0,0.0,4.500,539776.0,16001926.0,1541247697.903
2.083,2.604,89.062,0.0,0.0,6.250,507220.0,15196079.0,1541247698.903
3.109,3.627,89.119,0.0,0.0,4.145,521780.0,15632495.0,1541247699.903
3.590,5.641,87.692,0.0,0.0,3.077,525916.0,15586439.0,1541247700.903
2.551,5.612,88.776,0.0,0.0,3.061,513742.0,15397715.0,1541247701.903
2.116,3.704,91.534,0.0,0.0,2.646,521698.0,15624284.0,1541247702.903
4.082,4.592,87.755,0.0,0.0,3.571,529836.0,15704144.0,1541247703.903
3.627,5.699,88.601,0.0,0.0,2.073,547614.0,16404458.0,1541247704.903
3.590,4.615,87.179,1.026,0.0,3.590,528022.0,15821468.0,1541247705.903
3.571,6.633,86.735,0.0,0.0,3.061,536194.0,15897563.0,1541247706.903
3.535,5.556,87.374,0.0,0.0,3.535,517102.0,15498231.0,1541247707.903
2.083,4.688,90.104,0.0,0.0,3.125,520644.0,15590465.0,1541247708.903
4.523,6.533,85.930,0.0,0.0,3.015,526294.0,15590743.0,1541247709.903
3.030,3.535,87.879,0.0,0.0,5.556,524354.0,15717949.0,1541247710.903
3.518,5.528,86.432,0.0,0.0,4.523,511840.0,15334634.0,1541247711.903
4.615,5.641,86.667,0.0,0.0,3.077,540672.0,16043437.0,1541247712.903
3.590,6.154,88.718,0.0,0.0,1.538,524358.0,15674541.0,1541247713.903
2.030,6.091,87.310,0.0,0.0,4.569,507320.0,15221638.0,1541247714.903
4.103,4.615,88.205,0.0,0.0,3.077,524442.0,15540286.0,1541247715.903
2.564,6.154,88.718,0.0,0.0,2.564,534388.0,16005694.0,1541247716.903
3.109,3.627,89.637,0.0,0.0,3.627,519614.0,15565162.0,1541247717.903
3.141,4.188,89.529,0.0,0.0,3.141,543130.0,16098756.0,1541247718.903
4.082,6.122,87.245,0.0,0.0,2.551,527218.0,15690107.0,1541247719.903
