"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Middleware1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n -d --output dstat_mw1_ratio_1:0_vc_40_worker_16_rep_1.csv -T 1 60",,,,"Date:","03 Nov 2018 13:34:56 UTC"

"total cpu usage",,,,,,"net/total",,"dsk/total",,"epoch"
"usr","sys","idl","wai","hiq","siq","recv","send","read","writ","epoch"
2.904,1.844,94.669,0.195,0.0,0.388,0.0,0.0,20018.261,476122.031,1541252096.420
43.205,5.866,48.641,0.0,0.0,2.289,17216942.0,16091446.0,0.0,12288.0,1541252097.421
39.672,4.514,54.172,0.0,0.0,1.642,25698005.0,24933910.0,0.0,0.0,1541252098.421
5.433,3.881,90.168,0.0,0.0,0.517,23996015.0,23252484.0,0.0,0.0,1541252099.421
4.569,3.916,90.601,0.0,0.0,0.914,26885906.0,26101496.0,0.0,0.0,1541252100.421
8.047,3.826,87.203,0.0,0.0,0.923,24768687.0,24043600.0,0.0,0.0,1541252101.421
5.405,3.218,90.862,0.0,0.0,0.515,24862966.0,24122372.0,0.0,0.0,1541252102.421
4.047,3.655,91.906,0.0,0.0,0.392,24348183.0,23634293.0,0.0,0.0,1541252103.421
4.627,4.370,90.360,0.0,0.0,0.643,25701510.0,24987258.0,0.0,0.0,1541252104.421
4.545,4.416,90.519,0.0,0.0,0.519,25443319.0,24659588.0,0.0,0.0,1541252105.421
4.493,4.236,90.629,0.0,0.0,0.642,25111686.0,24369535.0,0.0,0.0,1541252106.421
4.522,4.264,90.568,0.0,0.0,0.646,25690222.0,24940619.0,0.0,0.0,1541252107.421
4.172,3.520,91.917,0.0,0.0,0.391,25041928.0,24277380.0,0.0,0.0,1541252108.421
4.642,3.581,91.379,0.0,0.0,0.398,25321892.0,24566159.0,0.0,0.0,1541252109.421
4.342,3.421,91.711,0.0,0.0,0.526,25497245.0,24755489.0,0.0,0.0,1541252110.421
3.641,3.901,92.068,0.0,0.0,0.390,25329444.0,24593230.0,0.0,0.0,1541252111.421
4.134,3.747,91.731,0.0,0.0,0.388,24102778.0,23403407.0,0.0,8192.0,1541252112.421
