"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Middleware1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n -d --output dstat_mw1_ratio_0:1_vc_24_worker_16_rep_2.csv -T 1 60",,,,"Date:","03 Nov 2018 12:40:04 UTC"

"total cpu usage",,,,,,"net/total",,"dsk/total",,"epoch"
"usr","sys","idl","wai","hiq","siq","recv","send","read","writ","epoch"
2.886,1.846,94.654,0.244,0.0,0.370,0.0,0.0,25556.536,547725.350,1541248804.802
32.970,2.452,62.807,0.0,0.0,1.771,6426502.0,6297848.0,0.0,0.0,1541248805.803
18.074,1.319,79.420,0.0,0.0,1.187,6646624.0,6546719.0,0.0,0.0,1541248806.803
2.799,0.891,95.547,0.0,0.0,0.763,6452714.0,6357895.0,0.0,0.0,1541248807.803
3.038,0.886,95.570,0.0,0.0,0.506,6611852.0,6515379.0,0.0,0.0,1541248808.803
3.439,1.019,95.032,0.0,0.0,0.510,7180381.0,7068502.0,0.0,12288.0,1541248809.803
2.930,0.764,95.669,0.0,0.0,0.637,6623990.0,6524833.0,0.0,0.0,1541248810.803
1.001,0.876,96.996,0.0,0.0,1.126,6755690.0,6657640.0,0.0,0.0,1541248811.803
3.435,0.763,95.038,0.0,0.0,0.763,6888442.0,6783389.0,0.0,0.0,1541248812.803
1.244,1.866,96.144,0.0,0.0,0.746,6893286.0,6789799.0,0.0,0.0,1541248813.802
2.513,0.879,96.106,0.0,0.0,0.503,6500113.0,6406685.0,0.0,0.0,1541248814.803
0.759,0.759,97.598,0.0,0.0,0.885,6983903.0,6877910.0,0.0,0.0,1541248815.803
0.883,0.631,97.604,0.0,0.0,0.883,6466302.0,6373259.0,0.0,0.0,1541248816.803
1.241,1.489,96.030,0.0,0.0,1.241,6807595.0,6704963.0,0.0,0.0,1541248817.803
1.502,1.001,96.746,0.0,0.0,0.751,6998744.0,6894460.0,0.0,0.0,1541248818.803
1.134,1.008,97.229,0.0,0.0,0.630,6612592.0,6512715.0,0.0,0.0,1541248819.803
0.758,0.884,97.601,0.0,0.0,0.758,6847006.0,6749169.0,0.0,0.0,1541248820.803
2.133,1.004,96.236,0.0,0.0,0.627,6578989.0,6484563.0,0.0,0.0,1541248821.803
0.761,0.761,97.716,0.0,0.0,0.761,6753989.0,6652375.0,0.0,0.0,1541248822.803
1.138,0.632,96.587,1.264,0.0,0.379,6800099.0,6701375.0,0.0,77824.0,1541248823.803
1.011,0.632,97.724,0.0,0.0,0.632,6721199.0,6622722.0,0.0,73728.0,1541248824.803
0.382,0.255,98.599,0.0,0.0,0.764,6700219.0,6598337.0,0.0,0.0,1541248825.803
1.134,0.756,97.355,0.0,0.0,0.756,6961725.0,6854124.0,0.0,0.0,1541248826.803
0.875,1.125,96.625,0.0,0.0,1.375,6590250.0,6494149.0,0.0,0.0,1541248827.803
1.132,1.006,97.233,0.0,0.0,0.629,6574679.0,6477793.0,0.0,0.0,1541248828.803
1.882,1.004,96.487,0.0,0.0,0.627,6543886.0,6450257.0,0.0,0.0,1541248829.803
0.755,1.258,97.358,0.0,0.0,0.629,6400658.0,6309063.0,0.0,0.0,1541248830.803
1.266,0.759,97.722,0.0,0.0,0.253,7006340.0,6894357.0,0.0,0.0,1541248831.803
0.881,1.006,97.358,0.0,0.0,0.755,6516681.0,6419345.0,0.0,0.0,1541248832.803
0.378,1.135,97.730,0.0,0.0,0.757,6375152.0,6282502.0,0.0,0.0,1541248833.803
0.879,1.131,97.111,0.0,0.0,0.879,6550990.0,6453858.0,0.0,0.0,1541248834.803
1.004,0.878,97.240,0.0,0.0,0.878,6346279.0,6255404.0,0.0,4431872.0,1541248835.803
1.247,1.247,96.758,0.0,0.0,0.748,6406339.0,6311158.0,0.0,0.0,1541248836.803
1.255,1.255,96.863,0.0,0.0,0.627,6483748.0,6388209.0,0.0,0.0,1541248837.803
0.763,0.382,98.473,0.0,0.0,0.382,6448144.0,6353179.0,0.0,0.0,1541248838.803
0.882,1.134,97.481,0.0,0.0,0.504,6525629.0,6427608.0,0.0,0.0,1541248839.803
1.253,1.003,96.992,0.0,0.0,0.752,6336606.0,6243596.0,0.0,0.0,1541248840.803
0.634,0.760,98.099,0.0,0.0,0.507,6495724.0,6400809.0,0.0,0.0,1541248841.803
0.881,1.006,97.233,0.0,0.0,0.881,6574351.0,6476812.0,0.0,0.0,1541248842.803
0.758,1.010,97.601,0.0,0.0,0.631,6502559.0,6410905.0,0.0,0.0,1541248843.803
1.136,1.010,97.348,0.0,0.0,0.505,6704963.0,6602515.0,0.0,0.0,1541248844.803
0.630,1.134,97.103,0.0,0.0,1.134,7033452.0,6932748.0,0.0,0.0,1541248845.803
