"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Client1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n --output dstat_client1_ratio_0:1_vc_56_worker_32_rep_1.csv -T 1 60",,,,"Date:","03 Nov 2018 15:13:33 UTC"

"total cpu usage",,,,,,"net/total",,"epoch"
"usr","sys","idl","wai","hiq","siq","recv","send","epoch"
2.082,2.626,93.456,0.269,0.0,1.568,0.0,0.0,1541258013.958
0.513,1.026,97.436,0.0,0.0,1.026,4225845.0,152338.0,1541258014.959
1.515,1.010,95.960,0.0,0.0,1.515,4524397.0,157839.0,1541258015.959
1.515,1.515,95.960,0.0,0.0,1.010,4299913.0,160518.0,1541258016.959
2.010,1.508,95.477,0.0,0.0,1.005,4364381.0,162016.0,1541258017.959
1.010,2.020,95.960,0.0,0.0,1.010,4462111.0,165079.0,1541258018.959
1.010,2.525,95.455,0.0,0.0,1.010,4307943.0,161352.0,1541258019.959
0.498,2.985,94.527,0.0,0.0,1.990,4300372.0,168406.0,1541258020.959
1.515,1.010,95.960,0.0,0.0,1.515,4473469.0,167574.0,1541258021.959
1.020,1.020,96.939,0.0,0.0,1.020,4134319.0,163373.0,1541258022.959
0.503,1.005,95.980,0.0,0.0,2.513,4510477.0,158257.0,1541258023.959
1.515,2.020,94.949,0.0,0.0,1.515,4334590.0,157013.0,1541258024.959
0.503,2.513,95.980,0.0,0.0,1.005,4397025.0,159264.0,1541258025.959
0.0,1.538,97.436,0.0,0.0,1.026,4383045.0,165813.0,1541258026.959
0.505,3.030,95.455,0.0,0.0,1.010,4207738.0,166246.0,1541258027.959
0.995,1.990,95.025,0.0,0.0,1.990,4461530.0,159491.0,1541258028.959
1.515,1.515,96.465,0.0,0.0,0.505,4345584.0,152211.0,1541258029.959
2.010,2.010,94.975,0.0,0.0,1.005,4541891.0,162872.0,1541258030.959
0.508,2.030,96.447,0.0,0.0,1.015,4290478.0,163808.0,1541258031.959
0.508,2.538,95.939,0.0,0.0,1.015,4225540.0,174286.0,1541258032.959
1.010,1.515,95.960,0.0,0.0,1.515,4509796.0,160416.0,1541258033.959
1.005,2.010,95.477,0.0,0.0,1.508,4396629.0,158761.0,1541258034.959
1.010,3.030,94.444,0.0,0.0,1.515,4269239.0,168974.0,1541258035.959
1.500,2.0,95.0,0.0,0.0,1.500,4435458.0,174482.0,1541258036.959
1.523,1.523,96.447,0.0,0.0,0.508,4217553.0,163175.0,1541258037.959
1.005,2.513,95.477,0.0,0.0,1.005,4643865.0,166875.0,1541258038.959
2.010,1.508,94.975,0.0,0.0,1.508,4275627.0,173622.0,1541258039.959
1.523,2.030,95.939,0.0,0.0,0.508,4338076.0,185835.0,1541258040.959
1.493,2.985,94.030,0.0,0.0,1.493,4270290.0,169430.0,1541258041.959
1.500,1.500,95.0,0.0,0.0,2.0,4458452.0,173931.0,1541258042.959
1.515,1.515,95.960,0.0,0.0,1.010,4430304.0,162365.0,1541258043.959
1.0,3.500,87.500,6.500,0.0,1.500,4285179.0,168180.0,1541258044.959
1.015,2.030,96.447,0.0,0.0,0.508,4436541.0,177468.0,1541258045.959
1.005,2.010,94.975,0.0,0.0,2.010,4321412.0,174307.0,1541258046.959
1.026,1.538,97.436,0.0,0.0,0.0,4403658.0,170964.0,1541258047.959
1.015,2.030,95.431,0.0,0.0,1.523,4377998.0,176606.0,1541258048.959
1.005,2.513,94.975,0.0,0.0,1.508,4411208.0,168157.0,1541258049.959
1.015,1.523,96.447,0.0,0.0,1.015,4306682.0,172341.0,1541258050.959
1.523,1.523,95.431,0.0,0.0,1.523,4463571.0,184661.0,1541258051.959
1.010,2.020,95.960,0.0,0.0,1.010,4331929.0,175128.0,1541258052.959
1.500,2.500,94.500,0.0,0.0,1.500,4446691.0,180927.0,1541258053.959
1.515,3.030,94.949,0.0,0.0,0.505,4450200.0,179717.0,1541258054.959
1.980,1.980,94.554,0.0,0.0,1.485,4461670.0,165335.0,1541258055.959
1.005,2.513,95.477,0.0,0.0,1.005,4315269.0,167400.0,1541258056.959
1.010,2.020,95.455,0.0,0.0,1.515,4261721.0,172842.0,1541258057.959
1.515,2.020,95.960,0.0,0.0,0.505,4435435.0,163176.0,1541258058.959
1.015,1.523,96.447,0.0,0.0,1.015,4475407.0,156469.0,1541258059.959
1.020,2.041,96.429,0.0,0.0,0.510,4230299.0,161541.0,1541258060.959
0.510,1.020,96.939,0.0,0.0,1.531,4343586.0,160997.0,1541258061.959
1.005,2.010,95.980,0.0,0.0,1.005,4410306.0,159035.0,1541258062.959
1.508,2.010,94.975,0.0,0.0,1.508,4326388.0,162554.0,1541258063.959
1.015,1.015,96.447,0.0,0.0,1.523,4321700.0,160792.0,1541258064.959
1.500,2.0,95.500,0.0,0.0,1.0,4366637.0,159972.0,1541258065.959
1.005,2.010,95.477,0.0,0.0,1.508,4421306.0,163156.0,1541258066.959
0.503,1.005,95.477,0.0,0.0,3.015,4473295.0,163367.0,1541258067.959
1.010,1.515,96.465,0.0,0.0,1.010,4289854.0,158562.0,1541258068.959
1.0,2.0,95.0,0.0,0.0,2.0,4266378.0,161779.0,1541258069.959
1.523,1.523,95.431,0.0,0.0,1.523,4340107.0,170174.0,1541258070.959
0.0,2.538,96.447,0.0,0.0,1.015,4338747.0,165200.0,1541258071.959
0.0,2.030,96.447,0.0,0.0,1.523,4503157.0,165121.0,1541258072.959
1.010,1.515,95.960,0.0,0.0,1.515,4629704.0,171689.0,1541258073.959
