"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Middleware1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n -d --output dstat_mw1_ratio_1:0_vc_56_worker_16_rep_2.csv -T 1 60",,,,"Date:","03 Nov 2018 14:51:37 UTC"

"total cpu usage",,,,,,"net/total",,"dsk/total",,"epoch"
"usr","sys","idl","wai","hiq","siq","recv","send","read","writ","epoch"
2.988,1.905,94.535,0.155,0.0,0.418,0.0,0.0,15364.150,424421.038,1541256697.568
43.528,6.259,48.364,0.0,0.0,1.849,18174118.0,17015958.0,0.0,0.0,1541256698.570
40.225,6.048,51.899,0.0,0.0,1.828,25650723.0,24628073.0,0.0,0.0,1541256699.569
15.476,4.630,78.836,0.0,0.0,1.058,24947130.0,24260955.0,0.0,12288.0,1541256700.569
5.072,3.381,90.897,0.0,0.0,0.650,26051781.0,25250834.0,0.0,0.0,1541256701.569
6.780,4.694,87.744,0.0,0.0,0.782,25330622.0,24612165.0,0.0,0.0,1541256702.569
5.122,4.225,90.397,0.0,0.0,0.256,24838154.0,24104812.0,0.0,0.0,1541256703.569
4.935,3.636,90.779,0.0,0.0,0.649,25046921.0,24285867.0,0.0,0.0,1541256704.569
5.115,4.731,89.642,0.0,0.0,0.512,26041069.0,25321072.0,0.0,0.0,1541256705.569
5.148,4.118,90.090,0.0,0.0,0.644,24149868.0,23387044.0,0.0,0.0,1541256706.569
5.141,4.370,89.846,0.0,0.0,0.643,25661295.0,24901396.0,0.0,0.0,1541256707.569
4.140,4.787,90.815,0.0,0.0,0.259,25673753.0,24914721.0,0.0,0.0,1541256708.569
3.399,3.529,92.549,0.0,0.0,0.523,24864491.0,24141442.0,0.0,0.0,1541256709.569
5.905,5.392,87.933,0.0,0.0,0.770,25385984.0,24622244.0,0.0,0.0,1541256710.569
3.342,4.627,91.131,0.0,0.0,0.900,24502559.0,23783027.0,0.0,0.0,1541256711.569
3.417,3.417,92.773,0.0,0.0,0.394,24531391.0,23873122.0,0.0,0.0,1541256712.569
3.896,3.636,91.948,0.0,0.0,0.519,24418156.0,23664707.0,0.0,0.0,1541256713.569
4.398,3.493,91.462,0.0,0.0,0.647,25297487.0,24550402.0,0.0,0.0,1541256714.569
4.370,4.499,90.874,0.0,0.0,0.257,25024980.0,24286898.0,0.0,0.0,1541256715.569
4.183,3.268,91.895,0.0,0.0,0.654,25881066.0,25168520.0,0.0,0.0,1541256716.569
3.995,3.479,89.820,2.062,0.0,0.644,22969421.0,22259828.0,0.0,81920.0,1541256717.569
3.742,4.387,91.097,0.0,0.0,0.774,25297782.0,24551927.0,0.0,0.0,1541256718.569
3.651,3.781,92.047,0.0,0.0,0.522,24978633.0,24238268.0,0.0,0.0,1541256719.569
4.381,4.381,90.722,0.0,0.0,0.515,26029077.0,25260759.0,0.0,0.0,1541256720.569
3.520,3.520,92.438,0.0,0.0,0.522,23780307.0,23112270.0,0.0,0.0,1541256721.569
3.170,3.170,92.999,0.0,0.0,0.661,25324597.0,24550766.0,0.0,0.0,1541256722.569
4.487,4.615,90.513,0.0,0.0,0.385,25343458.0,24614050.0,0.0,0.0,1541256723.569
