"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Middleware1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n -d --output dstat_mw1_ratio_1:0_vc_48_worker_8_rep_1.csv -T 1 60",,,,"Date:","03 Nov 2018 14:07:46 UTC"

"total cpu usage",,,,,,"net/total",,"dsk/total",,"epoch"
"usr","sys","idl","wai","hiq","siq","recv","send","read","writ","epoch"
2.938,1.868,94.612,0.176,0.0,0.407,0.0,0.0,17720.021,448974.548,1541254066.432
43.436,5.168,49.162,0.0,0.0,2.235,17324888.0,16255204.0,0.0,0.0,1541254067.443
25.276,4.144,69.061,0.0,0.0,1.519,23234213.0,22468353.0,0.0,12288.0,1541254068.433
5.085,3.129,91.265,0.0,0.0,0.522,22586651.0,21928801.0,0.0,0.0,1541254069.433
4.016,4.145,91.580,0.0,0.0,0.259,22869409.0,22226561.0,0.0,0.0,1541254070.433
3.502,3.632,92.477,0.0,0.0,0.389,23381833.0,22652301.0,0.0,0.0,1541254071.433
3.881,3.234,92.497,0.0,0.0,0.388,21998189.0,21355813.0,0.0,0.0,1541254072.433
4.353,4.225,91.165,0.0,0.0,0.256,22845367.0,22191297.0,0.0,12288.0,1541254073.433
4.172,2.999,92.308,0.0,0.0,0.522,23588803.0,22856853.0,0.0,0.0,1541254074.433
3.613,3.097,92.774,0.0,0.0,0.516,21962726.0,21308099.0,0.0,0.0,1541254075.433
4.663,2.979,92.228,0.0,0.0,0.130,22775387.0,22114229.0,0.0,0.0,1541254076.433
3.756,3.627,92.228,0.0,0.0,0.389,23587372.0,22894737.0,0.0,0.0,1541254077.434
3.534,2.618,93.586,0.0,0.0,0.262,22061450.0,21407490.0,0.0,0.0,1541254078.433
4.205,3.022,92.378,0.0,0.0,0.394,22447967.0,21776350.0,0.0,0.0,1541254079.433
3.125,3.255,93.490,0.0,0.0,0.130,22729315.0,22070402.0,0.0,0.0,1541254080.433
3.689,2.767,93.149,0.0,0.0,0.395,22253014.0,21602410.0,0.0,0.0,1541254081.433
3.368,3.368,92.746,0.0,0.0,0.518,23054625.0,22348459.0,0.0,0.0,1541254082.433
3.355,3.742,92.645,0.0,0.0,0.258,22452692.0,21814085.0,0.0,0.0,1541254083.433
3.272,2.880,93.586,0.0,0.0,0.262,22538399.0,21872129.0,0.0,0.0,1541254084.433
3.277,2.621,93.709,0.0,0.0,0.393,23177224.0,22504574.0,0.0,0.0,1541254085.433
3.385,3.516,92.448,0.391,0.0,0.260,23983094.0,23241528.0,0.0,77824.0,1541254086.433
4.522,3.488,91.731,0.0,0.0,0.258,22632518.0,21962315.0,0.0,0.0,1541254087.433
3.636,2.597,93.506,0.0,0.0,0.260,21684228.0,21081774.0,0.0,0.0,1541254088.433
3.543,2.625,93.701,0.0,0.0,0.131,23784490.0,23067812.0,0.0,65536.0,1541254089.433
3.502,3.113,92.996,0.0,0.0,0.389,22695534.0,22027603.0,0.0,0.0,1541254090.433
3.259,2.868,93.742,0.0,0.0,0.130,22121776.0,21442345.0,0.0,0.0,1541254091.433
3.125,3.516,92.969,0.0,0.0,0.391,23256261.0,22594571.0,0.0,0.0,1541254092.433
3.255,3.255,93.229,0.0,0.0,0.260,22359443.0,21680775.0,0.0,0.0,1541254093.433
3.105,3.622,92.885,0.0,0.0,0.388,22305600.0,21671233.0,0.0,0.0,1541254094.433
2.745,3.137,93.725,0.0,0.0,0.392,22764762.0,22079310.0,0.0,0.0,1541254095.433
3.891,3.372,92.477,0.0,0.0,0.259,23274334.0,22560634.0,0.0,0.0,1541254096.433
3.003,3.394,93.603,0.0,0.0,0.0,22533872.0,21892622.0,0.0,0.0,1541254097.433
2.745,3.399,93.595,0.0,0.0,0.261,22993035.0,22296180.0,0.0,0.0,1541254098.433
2.865,3.906,92.969,0.0,0.0,0.260,22850610.0,22170589.0,0.0,16084992.0,1541254099.433
3.836,3.964,91.944,0.0,0.0,0.256,22350527.0,21684752.0,0.0,0.0,1541254100.433
3.520,2.738,93.481,0.0,0.0,0.261,23516026.0,22847060.0,0.0,0.0,1541254101.433
3.368,3.886,92.487,0.0,0.0,0.259,22391976.0,21732884.0,0.0,0.0,1541254102.433
2.601,3.381,93.758,0.0,0.0,0.260,21429577.0,20788052.0,0.0,0.0,1541254103.433
3.141,2.880,93.717,0.0,0.0,0.262,22514416.0,21836895.0,0.0,0.0,1541254104.433
3.251,3.381,92.978,0.0,0.0,0.390,23217700.0,22522357.0,0.0,0.0,1541254105.433
4.353,3.201,92.318,0.0,0.0,0.128,21697281.0,21056097.0,0.0,0.0,1541254106.433
3.117,2.987,93.506,0.0,0.0,0.390,21582226.0,20973299.0,0.0,0.0,1541254107.433
3.381,3.641,92.848,0.0,0.0,0.130,22900597.0,22222395.0,0.0,0.0,1541254108.433
3.372,2.853,92.996,0.0,0.0,0.778,21181094.0,20532066.0,0.0,0.0,1541254109.433
2.872,2.872,93.995,0.0,0.0,0.261,22650014.0,21992170.0,0.0,0.0,1541254110.433
2.868,3.651,93.220,0.0,0.0,0.261,22694050.0,22014577.0,0.0,0.0,1541254111.433
2.857,3.636,93.506,0.0,0.0,0.0,21670921.0,21026343.0,0.0,0.0,1541254112.433
3.399,2.745,93.725,0.0,0.0,0.131,23163878.0,22491141.0,0.0,0.0,1541254113.433
3.385,3.125,93.229,0.0,0.0,0.260,22421618.0,21749908.0,0.0,0.0,1541254114.433
3.251,3.511,93.108,0.0,0.0,0.130,22957086.0,22282342.0,0.0,0.0,1541254115.433
3.690,4.962,89.949,1.399,0.0,0.0,22729603.0,22053502.0,0.0,53248.0,1541254116.433
2.914,2.119,94.702,0.0,0.0,0.265,22229738.0,21567504.0,0.0,0.0,1541254117.433
4.005,3.101,92.765,0.0,0.0,0.129,22501716.0,21836417.0,0.0,0.0,1541254118.433
3.493,3.493,92.626,0.0,0.0,0.388,22515968.0,21853560.0,0.0,0.0,1541254119.433
2.891,2.628,93.955,0.0,0.0,0.526,23551042.0,22859424.0,0.0,0.0,1541254120.433
2.365,2.628,94.744,0.0,0.0,0.263,21417551.0,20805331.0,0.0,0.0,1541254121.433
3.368,3.627,92.617,0.0,0.0,0.389,22907029.0,22201162.0,0.0,0.0,1541254122.433
2.895,3.026,93.947,0.0,0.0,0.132,23168818.0,22482767.0,0.0,0.0,1541254123.433
2.618,2.749,94.241,0.0,0.0,0.393,21613240.0,20986743.0,0.0,0.0,1541254124.433
3.636,3.117,93.117,0.0,0.0,0.130,22564220.0,21893160.0,0.0,0.0,1541254125.433
3.255,3.646,92.708,0.0,0.0,0.391,23653391.0,23015344.0,0.0,0.0,1541254126.433
