"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Middleware1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n -d --output dstat_mw1_ratio_0:1_vc_16_worker_8_rep_3.csv -T 1 60",,,,"Date:","03 Nov 2018 11:59:12 UTC"

"total cpu usage",,,,,,"net/total",,"dsk/total",,"epoch"
"usr","sys","idl","wai","hiq","siq","recv","send","read","writ","epoch"
2.826,1.791,94.739,0.301,0.0,0.342,0.0,0.0,32192.123,632136.558,1541246352.406
34.262,2.925,60.446,0.0,0.0,2.368,7132744.0,6892041.0,0.0,0.0,1541246353.407
19.016,0.798,78.856,0.0,0.0,1.330,6641990.0,6471226.0,0.0,0.0,1541246354.407
1.765,1.261,96.343,0.0,0.0,0.631,6607643.0,6442424.0,0.0,0.0,1541246355.407
3.023,1.008,94.962,0.0,0.0,1.008,6592598.0,6410341.0,0.0,12288.0,1541246356.407
5.563,1.391,92.035,0.0,0.0,1.011,6663583.0,6474076.0,0.0,0.0,1541246357.407
1.627,1.001,96.370,0.0,0.0,1.001,6555365.0,6362165.0,0.0,0.0,1541246358.407
3.050,0.889,95.426,0.0,0.0,0.635,6639050.0,6470215.0,0.0,0.0,1541246359.407
1.509,0.755,96.855,0.0,0.0,0.881,6548654.0,6357375.0,0.0,0.0,1541246360.407
0.882,1.134,97.481,0.0,0.0,0.504,6619015.0,6453750.0,0.0,0.0,1541246361.407
1.014,0.380,97.972,0.0,0.0,0.634,6650623.0,6442365.0,0.0,0.0,1541246362.407
0.884,0.505,97.727,0.0,0.0,0.884,6678139.0,6503804.0,0.0,0.0,1541246363.407
1.763,1.134,96.348,0.0,0.0,0.756,8008850.0,7790031.0,0.0,0.0,1541246364.407
1.008,0.504,97.481,0.0,0.0,1.008,6690647.0,6504891.0,0.0,0.0,1541246365.407
0.873,1.372,96.633,0.0,0.0,1.122,6554021.0,6374950.0,0.0,0.0,1541246366.407
1.0,1.125,96.625,0.0,0.0,1.250,6562798.0,6388239.0,0.0,0.0,1541246367.407
1.005,0.879,97.236,0.0,0.0,0.879,6506796.0,6311647.0,0.0,0.0,1541246368.407
0.380,0.886,98.101,0.0,0.0,0.633,6585580.0,6422906.0,0.0,0.0,1541246369.407
0.882,0.882,95.214,2.519,0.0,0.504,6184109.0,6025821.0,0.0,73728.0,1541246370.407
0.504,1.261,97.478,0.0,0.0,0.757,6556622.0,6375640.0,0.0,0.0,1541246371.407
1.126,0.751,96.621,0.0,0.0,1.502,6703471.0,6497695.0,0.0,57344.0,1541246372.407
0.751,0.876,96.996,0.0,0.0,1.377,6613839.0,6452137.0,0.0,0.0,1541246373.407
1.261,0.631,97.478,0.0,0.0,0.631,6596876.0,6415971.0,0.0,0.0,1541246374.407
0.627,1.255,97.240,0.0,0.0,0.878,6699488.0,6515002.0,0.0,0.0,1541246375.407
1.131,0.754,97.362,0.0,0.0,0.754,6631319.0,6437961.0,0.0,0.0,1541246376.407
0.507,0.760,98.099,0.0,0.0,0.634,6640212.0,6466259.0,0.0,0.0,1541246377.407
0.887,0.634,97.972,0.0,0.0,0.507,6816698.0,6601360.0,0.0,0.0,1541246378.407
1.010,0.884,97.727,0.0,0.0,0.379,6698906.0,6536809.0,0.0,0.0,1541246379.407
0.507,0.507,98.226,0.0,0.0,0.760,6569668.0,6382778.0,0.0,0.0,1541246380.407
1.128,1.128,96.992,0.0,0.0,0.752,6654370.0,6465412.0,0.0,0.0,1541246381.407
0.761,0.635,98.223,0.0,0.0,0.381,6684927.0,6491985.0,0.0,4001792.0,1541246382.407
0.503,1.132,97.484,0.0,0.0,0.881,6694387.0,6492384.0,0.0,0.0,1541246383.407
0.505,0.631,97.727,0.0,0.0,1.136,6696246.0,6538584.0,0.0,0.0,1541246384.407
0.759,0.633,97.975,0.0,0.0,0.633,6685119.0,6484523.0,0.0,0.0,1541246385.407
1.247,1.122,96.509,0.0,0.0,1.122,6711495.0,6531481.0,0.0,0.0,1541246386.407
0.761,0.635,97.970,0.0,0.0,0.635,6674002.0,6474642.0,0.0,8192.0,1541246387.407
0.761,0.508,98.223,0.0,0.0,0.508,6698765.0,6523270.0,0.0,0.0,1541246388.407
0.631,0.884,97.727,0.0,0.0,0.758,6698923.0,6509566.0,0.0,0.0,1541246389.407
0.629,0.755,97.358,0.0,0.0,1.258,6642952.0,6456029.0,0.0,0.0,1541246390.407
0.755,0.629,97.358,0.0,0.0,1.258,6559049.0,6384055.0,0.0,0.0,1541246391.407
1.252,1.377,96.871,0.0,0.0,0.501,6550607.0,6372560.0,0.0,0.0,1541246392.407
1.129,1.004,96.863,0.0,0.0,1.004,6731016.0,6542328.0,0.0,0.0,1541246393.407
0.633,0.506,98.101,0.0,0.0,0.759,6680810.0,6492893.0,0.0,0.0,1541246394.407
