"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Middleware1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n -d --output dstat_mw1_ratio_1:0_vc_56_worker_8_rep_3.csv -T 1 60",,,,"Date:","03 Nov 2018 14:48:29 UTC"

"total cpu usage",,,,,,"net/total",,"dsk/total",,"epoch"
"usr","sys","idl","wai","hiq","siq","recv","send","read","writ","epoch"
2.980,1.899,94.546,0.156,0.0,0.419,0.0,0.0,15511.328,425223.718,1541256509.780
40.170,4.243,54.031,0.0,0.0,1.556,15658954.0,14333817.0,0.0,12288.0,1541256510.781
31.198,4.178,63.231,0.0,0.0,1.393,20620180.0,19891646.0,0.0,0.0,1541256511.781
8.486,3.655,87.337,0.0,0.0,0.522,22442038.0,21790747.0,0.0,0.0,1541256512.781
3.974,3.590,91.923,0.0,0.0,0.513,21055860.0,20407693.0,0.0,0.0,1541256513.782
3.272,2.880,93.717,0.0,0.0,0.131,22590462.0,21919099.0,0.0,0.0,1541256514.781
4.063,2.883,92.661,0.0,0.0,0.393,22399360.0,21752486.0,0.0,0.0,1541256515.781
2.872,3.394,93.603,0.0,0.0,0.131,22051337.0,21428460.0,0.0,0.0,1541256516.781
3.891,3.761,91.958,0.0,0.0,0.389,23572497.0,22838374.0,0.0,0.0,1541256517.781
4.387,3.484,91.742,0.0,0.0,0.387,22151163.0,21486346.0,0.0,0.0,1541256518.781
2.995,3.255,93.490,0.0,0.0,0.260,22375701.0,21729180.0,0.0,0.0,1541256519.781
4.079,3.289,92.368,0.0,0.0,0.263,25460192.0,24718993.0,0.0,0.0,1541256520.781
4.258,3.613,91.613,0.0,0.0,0.516,23699441.0,22964522.0,0.0,0.0,1541256521.781
4.134,3.359,91.990,0.0,0.0,0.517,21559119.0,20922111.0,0.0,0.0,1541256522.783
4.410,3.891,91.440,0.0,0.0,0.259,22720337.0,22052829.0,0.0,0.0,1541256523.781
4.657,3.493,91.462,0.0,0.0,0.388,22351101.0,21684987.0,0.0,0.0,1541256524.781
2.731,3.381,93.368,0.0,0.0,0.520,22033287.0,21403015.0,0.0,0.0,1541256525.781
4.016,2.979,92.746,0.0,0.0,0.259,22644558.0,21971049.0,0.0,0.0,1541256526.781
3.846,3.974,91.795,0.0,0.0,0.385,22705629.0,22014170.0,0.0,0.0,1541256527.781
3.995,3.479,91.753,0.258,0.0,0.515,23295904.0,22608659.0,0.0,81920.0,1541256528.781
3.113,3.113,93.645,0.0,0.0,0.130,21821874.0,21198903.0,0.0,0.0,1541256529.781
4.516,3.355,91.871,0.0,0.0,0.258,22670334.0,21975751.0,0.0,0.0,1541256530.781
4.042,2.086,93.481,0.0,0.0,0.391,22222689.0,21584983.0,0.0,0.0,1541256531.781
3.243,3.372,93.126,0.0,0.0,0.259,22171066.0,21498749.0,0.0,0.0,1541256532.781
2.608,3.390,93.742,0.0,0.0,0.261,21384155.0,20748911.0,0.0,0.0,1541256533.781
3.364,4.010,92.238,0.0,0.0,0.388,22874242.0,22201339.0,0.0,0.0,1541256534.781
3.622,3.234,92.755,0.0,0.0,0.388,21631343.0,21008379.0,0.0,0.0,1541256535.781
3.218,3.990,92.664,0.0,0.0,0.129,21613080.0,20961239.0,0.0,8192.0,1541256536.781
3.891,2.983,92.866,0.0,0.0,0.259,22203588.0,21554525.0,0.0,0.0,1541256537.781
3.238,3.497,93.135,0.0,0.0,0.130,21880679.0,21242474.0,0.0,0.0,1541256538.781
4.198,4.198,91.094,0.0,0.0,0.509,22505162.0,21832042.0,0.0,0.0,1541256539.781
4.031,2.991,92.718,0.0,0.0,0.260,21440211.0,20809276.0,0.0,0.0,1541256540.781
3.255,3.125,93.359,0.0,0.0,0.260,20687786.0,20068394.0,0.0,15159296.0,1541256541.782
3.394,2.872,93.603,0.0,0.0,0.131,22349187.0,21676335.0,0.0,0.0,1541256542.781
2.880,3.534,93.325,0.0,0.0,0.262,23330393.0,22638627.0,0.0,0.0,1541256543.781
2.872,3.003,93.995,0.0,0.0,0.131,21934982.0,21320172.0,0.0,0.0,1541256544.781
4.387,2.710,92.516,0.0,0.0,0.387,22412041.0,21741882.0,0.0,0.0,1541256545.781
3.247,3.636,92.857,0.0,0.0,0.260,22650034.0,21954470.0,0.0,0.0,1541256546.781
3.251,3.121,93.498,0.0,0.0,0.130,21533653.0,20926247.0,0.0,0.0,1541256547.781
2.891,2.365,94.481,0.0,0.0,0.263,22147838.0,21464357.0,0.0,0.0,1541256548.781
2.767,2.108,94.598,0.0,0.0,0.527,22553083.0,21918264.0,0.0,0.0,1541256549.781
2.987,2.727,93.766,0.0,0.0,0.519,21223647.0,20588225.0,0.0,0.0,1541256550.781
4.092,3.836,91.688,0.0,0.0,0.384,23139675.0,22448687.0,0.0,0.0,1541256551.781
2.902,2.639,94.195,0.0,0.0,0.264,22909841.0,22227011.0,0.0,0.0,1541256552.781
3.364,3.493,93.014,0.0,0.0,0.129,22192986.0,21528427.0,0.0,0.0,1541256553.781
4.236,3.979,91.784,0.0,0.0,0.0,23304803.0,22612774.0,0.0,0.0,1541256554.781
3.916,2.480,93.081,0.0,0.0,0.522,23200874.0,22525602.0,0.0,0.0,1541256555.781
3.121,3.381,93.238,0.0,0.0,0.260,21718994.0,21065248.0,0.0,0.0,1541256556.781
3.259,2.608,94.133,0.0,0.0,0.0,21823504.0,21182119.0,0.0,0.0,1541256557.781
3.866,2.706,92.784,0.258,0.0,0.387,21145575.0,20536102.0,0.0,40960.0,1541256558.781
2.614,2.876,94.118,0.0,0.0,0.392,22009217.0,21338453.0,0.0,0.0,1541256559.781
3.403,3.403,93.194,0.0,0.0,0.0,23904604.0,23222841.0,0.0,0.0,1541256560.781
3.259,2.738,93.351,0.0,0.0,0.652,22543375.0,21884179.0,0.0,65536.0,1541256561.781
3.627,3.109,93.005,0.0,0.0,0.259,21728339.0,21073717.0,0.0,0.0,1541256562.781
2.995,3.646,92.969,0.0,0.0,0.391,23045985.0,22343741.0,0.0,0.0,1541256563.781
2.731,3.641,93.368,0.0,0.0,0.260,22695341.0,22056788.0,0.0,0.0,1541256564.781
3.995,3.351,92.526,0.0,0.0,0.129,22175627.0,21515975.0,0.0,0.0,1541256565.781
3.381,2.861,93.238,0.0,0.0,0.520,22962240.0,22270481.0,0.0,0.0,1541256566.781
3.390,3.129,93.220,0.0,0.0,0.261,21984360.0,21325450.0,0.0,0.0,1541256567.781
2.983,3.243,93.645,0.0,0.0,0.130,21229448.0,20627179.0,0.0,0.0,1541256568.781
3.129,2.738,93.872,0.0,0.0,0.261,21969839.0,21308058.0,0.0,0.0,1541256569.781
