"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Middleware1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n -d --output dstat_mw1_ratio_1:0_vc_2_worker_16_rep_2.csv -T 1 60",,,,"Date:","03 Nov 2018 09:51:54 UTC"

"total cpu usage",,,,,,"net/total",,"dsk/total",,"epoch"
"usr","sys","idl","wai","hiq","siq","recv","send","read","writ","epoch"
1.980,0.845,95.651,1.459,0.0,0.066,0.0,0.0,168057.230,2489843.510,1541238714.570
33.838,3.576,61.623,0.0,0.0,0.963,8299280.0,8046032.0,0.0,0.0,1541238715.574
26.939,3.265,69.116,0.0,0.0,0.680,11114702.0,10788150.0,0.0,0.0,1541238716.571
12.435,2.880,84.424,0.0,0.0,0.262,13690706.0,13280631.0,0.0,12288.0,1541238717.571
3.627,2.850,93.394,0.0,0.0,0.130,14890872.0,14450719.0,0.0,0.0,1541238718.571
3.618,3.747,92.377,0.0,0.0,0.258,15469876.0,15010082.0,0.0,0.0,1541238719.571
3.338,3.081,93.453,0.0,0.0,0.128,13910119.0,13492958.0,0.0,0.0,1541238720.571
3.109,2.720,94.171,0.0,0.0,0.0,13461966.0,13072433.0,0.0,0.0,1541238721.571
3.699,3.827,92.092,0.0,0.0,0.383,15038547.0,14593889.0,0.0,0.0,1541238722.571
6.178,3.089,90.476,0.0,0.0,0.257,14176874.0,13757379.0,0.0,0.0,1541238723.571
2.574,3.218,93.951,0.0,0.0,0.257,14440401.0,14013381.0,0.0,0.0,1541238724.571
3.218,2.960,93.694,0.0,0.0,0.129,14444404.0,14017442.0,0.0,0.0,1541238725.571
2.960,3.604,93.436,0.0,0.0,0.0,13776201.0,13367132.0,0.0,0.0,1541238726.571
2.835,3.093,93.814,0.0,0.0,0.258,13587072.0,13186376.0,0.0,0.0,1541238727.571
3.359,3.101,93.411,0.0,0.0,0.129,14511084.0,14082348.0,0.0,0.0,1541238728.571
3.359,3.101,93.411,0.0,0.0,0.129,15773425.0,15304626.0,0.0,0.0,1541238729.571
3.590,2.821,93.462,0.0,0.0,0.128,14398122.0,13957106.0,0.0,0.0,1541238730.571
3.881,2.975,93.014,0.0,0.0,0.129,15583388.0,15139686.0,0.0,0.0,1541238731.571
5.032,2.710,92.0,0.0,0.0,0.258,14878924.0,14429485.0,0.0,0.0,1541238732.571
4.275,2.332,93.264,0.0,0.0,0.130,14484654.0,14056354.0,0.0,0.0,1541238733.571
3.911,2.738,93.351,0.0,0.0,0.0,15569957.0,15118351.0,0.0,0.0,1541238734.571
3.205,3.333,93.333,0.0,0.0,0.128,14734952.0,14292637.0,0.0,0.0,1541238735.571
4.124,3.093,92.655,0.0,0.0,0.129,14820015.0,14370742.0,0.0,0.0,1541238736.571
2.089,2.350,95.431,0.0,0.0,0.131,14265607.0,13856780.0,0.0,0.0,1541238737.571
3.934,3.934,92.005,0.0,0.0,0.127,15552092.0,15083948.0,0.0,8192.0,1541238738.571
3.704,3.065,92.720,0.255,0.0,0.255,14941565.0,14506964.0,0.0,69632.0,1541238739.571
2.975,2.458,94.437,0.0,0.0,0.129,14868633.0,14429278.0,0.0,0.0,1541238740.571
3.105,2.587,94.049,0.0,0.0,0.259,15341783.0,14892830.0,0.0,0.0,1541238741.571
3.093,2.964,93.814,0.0,0.0,0.129,14794361.0,14343021.0,0.0,0.0,1541238742.571
2.717,3.234,93.790,0.0,0.0,0.259,15159098.0,14723327.0,0.0,86016.0,1541238743.571
2.458,2.717,94.696,0.0,0.0,0.129,14466427.0,14030315.0,0.0,0.0,1541238744.571
2.964,2.577,94.330,0.0,0.0,0.129,13639140.0,13248993.0,0.0,0.0,1541238745.571
3.065,3.576,93.231,0.0,0.0,0.128,14565091.0,14134573.0,0.0,0.0,1541238746.571
3.346,3.218,93.308,0.0,0.0,0.129,14935108.0,14493964.0,0.0,0.0,1541238747.571
2.934,3.699,92.219,0.765,0.0,0.383,14883943.0,14442134.0,0.0,9773056.0,1541238748.572
2.960,2.574,94.208,0.0,0.0,0.257,11187702.0,10839393.0,0.0,0.0,1541238749.571
2.329,2.846,94.696,0.0,0.0,0.129,14279748.0,13878305.0,0.0,0.0,1541238750.571
2.817,3.585,93.470,0.0,0.0,0.128,14069819.0,13653064.0,0.0,0.0,1541238751.571
2.219,1.958,95.822,0.0,0.0,0.0,12331878.0,11969406.0,0.0,0.0,1541238752.571
2.314,3.985,93.445,0.0,0.0,0.257,15440142.0,14983884.0,0.0,0.0,1541238753.571
2.584,2.842,94.574,0.0,0.0,0.0,13822088.0,13403588.0,0.0,0.0,1541238754.571
3.069,3.581,93.223,0.0,0.0,0.128,14725617.0,14298941.0,0.0,0.0,1541238755.571
3.081,3.209,93.325,0.0,0.0,0.385,13872338.0,13449697.0,0.0,0.0,1541238756.571
2.835,3.351,93.557,0.0,0.0,0.258,13373894.0,12977450.0,0.0,0.0,1541238757.571
2.839,2.968,94.065,0.0,0.0,0.129,14596813.0,14177691.0,0.0,0.0,1541238758.571
2.675,3.312,93.885,0.0,0.0,0.127,13740606.0,13325145.0,0.0,0.0,1541238759.571
2.953,3.594,93.453,0.0,0.0,0.0,14871704.0,14439233.0,0.0,0.0,1541238760.571
2.594,2.335,94.812,0.0,0.0,0.259,14310410.0,13878675.0,0.0,0.0,1541238761.571
2.458,2.975,94.308,0.0,0.0,0.259,14287949.0,13874348.0,0.0,0.0,1541238762.571
3.093,2.964,93.814,0.0,0.0,0.129,15450178.0,14983974.0,0.0,0.0,1541238763.571
3.590,3.205,93.077,0.0,0.0,0.128,15467513.0,15014385.0,0.0,0.0,1541238764.571
2.956,3.470,93.573,0.0,0.0,0.0,15582799.0,15122590.0,0.0,0.0,1541238765.571
3.351,3.093,93.299,0.0,0.0,0.258,15816856.0,15343817.0,0.0,0.0,1541238766.571
2.448,3.608,93.686,0.0,0.0,0.258,15485783.0,15036197.0,0.0,0.0,1541238767.571
3.085,2.699,94.087,0.0,0.0,0.129,14693648.0,14259764.0,0.0,0.0,1541238768.571
2.717,3.752,93.144,0.259,0.0,0.129,15761634.0,15293507.0,0.0,32768.0,1541238769.571
2.182,2.439,95.250,0.0,0.0,0.128,12558322.0,12197344.0,0.0,0.0,1541238770.571
2.427,3.448,93.870,0.0,0.0,0.255,13999130.0,13593962.0,0.0,0.0,1541238771.571
2.059,2.960,94.723,0.0,0.0,0.257,12790099.0,12402297.0,0.0,0.0,1541238772.571
2.806,3.571,93.367,0.0,0.0,0.255,13542209.0,13141777.0,0.0,0.0,1541238773.571
3.081,3.209,93.710,0.0,0.0,0.0,14810972.0,14381658.0,0.0,20480.0,1541238774.571
