"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Middleware1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n -d --output dstat_mw1_ratio_0:1_vc_8_worker_32_rep_2.csv -T 1 60",,,,"Date:","03 Nov 2018 11:29:29 UTC"

"total cpu usage",,,,,,"net/total",,"dsk/total",,"epoch"
"usr","sys","idl","wai","hiq","siq","recv","send","read","writ","epoch"
2.661,1.636,95.022,0.367,0.0,0.315,0.0,0.0,39682.990,721531.705,1541244569.440
32.832,2.736,62.927,0.0,0.0,1.505,6358240.0,6123025.0,0.0,0.0,1541244570.441
20.499,1.577,77.135,0.0,0.0,0.788,6655173.0,6501935.0,0.0,0.0,1541244571.445
3.291,1.139,94.937,0.0,0.0,0.633,6595832.0,6402842.0,0.0,0.0,1541244572.442
4.604,1.151,93.606,0.0,0.0,0.639,6546523.0,6354346.0,0.0,0.0,1541244573.441
1.892,1.387,95.965,0.0,0.0,0.757,6734640.0,6537510.0,0.0,12288.0,1541244574.441
1.399,1.145,96.947,0.0,0.0,0.509,6631609.0,6437803.0,0.0,0.0,1541244575.442
0.889,1.017,97.840,0.0,0.0,0.254,6588144.0,6393793.0,0.0,0.0,1541244576.441
1.255,1.757,96.361,0.0,0.0,0.627,6619647.0,6424537.0,0.0,0.0,1541244577.441
1.391,1.011,97.472,0.0,0.0,0.126,6506406.0,6316788.0,0.0,0.0,1541244578.442
1.128,1.378,96.742,0.0,0.0,0.752,6579292.0,6385679.0,0.0,0.0,1541244579.441
2.174,0.895,96.547,0.0,0.0,0.384,6629970.0,6436340.0,0.0,0.0,1541244580.442
0.999,1.748,96.380,0.0,0.0,0.874,6597299.0,6402585.0,0.0,0.0,1541244581.441
1.515,1.768,96.212,0.0,0.0,0.505,6552515.0,6359364.0,0.0,0.0,1541244582.442
1.128,1.504,96.617,0.0,0.0,0.752,6648033.0,6454139.0,0.0,0.0,1541244583.441
1.256,1.508,96.985,0.0,0.0,0.251,6716380.0,6519370.0,0.0,0.0,1541244584.442
0.382,1.018,98.092,0.0,0.0,0.509,6531432.0,6337595.0,0.0,0.0,1541244585.442
1.389,0.884,97.222,0.0,0.0,0.505,6662709.0,6468405.0,0.0,0.0,1541244586.441
1.261,1.135,97.352,0.0,0.0,0.252,6577979.0,6385193.0,0.0,0.0,1541244587.441
1.135,0.883,97.226,0.0,0.0,0.757,6543418.0,6350519.0,0.0,0.0,1541244588.442
1.523,1.142,96.954,0.254,0.0,0.127,6674996.0,6479920.0,0.0,69632.0,1541244589.441
1.261,1.135,97.226,0.0,0.0,0.378,6559918.0,6368692.0,0.0,0.0,1541244590.441
1.378,1.128,96.617,0.0,0.0,0.877,6614609.0,6410852.0,0.0,0.0,1541244591.441
0.886,1.266,97.342,0.0,0.0,0.506,6533531.0,6350691.0,0.0,0.0,1541244592.442
1.385,1.008,97.229,0.0,0.0,0.378,6626725.0,6419830.0,0.0,0.0,1541244593.441
1.253,1.629,96.617,0.0,0.0,0.501,6549592.0,6369790.0,0.0,0.0,1541244594.442
1.131,1.508,96.859,0.0,0.0,0.503,6628456.0,6432907.0,0.0,0.0,1541244595.441
1.134,1.008,97.229,0.0,0.0,0.630,6439149.0,6252482.0,0.0,0.0,1541244596.442
1.131,1.633,96.482,0.0,0.0,0.754,6633021.0,6437152.0,0.0,0.0,1541244597.442
1.009,1.387,96.974,0.0,0.0,0.631,6628194.0,6434674.0,0.0,0.0,1541244598.442
1.132,1.132,97.233,0.0,0.0,0.503,6567470.0,6377074.0,0.0,0.0,1541244599.442
1.135,1.009,96.974,0.0,0.0,0.883,6595480.0,6402609.0,0.0,4083712.0,1541244600.442
1.261,1.513,96.974,0.0,0.0,0.252,6573269.0,6378973.0,0.0,0.0,1541244601.441
1.387,1.135,96.974,0.0,0.0,0.504,6671068.0,6474940.0,0.0,0.0,1541244602.442
1.517,1.138,96.839,0.0,0.0,0.506,6468466.0,6277932.0,0.0,0.0,1541244603.441
1.136,1.263,97.475,0.0,0.0,0.126,6682316.0,6486427.0,0.0,0.0,1541244604.441
1.006,1.635,96.855,0.0,0.0,0.503,6647881.0,6450139.0,0.0,0.0,1541244605.441
1.129,1.506,96.989,0.0,0.0,0.376,6576479.0,6384907.0,0.0,0.0,1541244606.441
1.259,1.385,96.851,0.0,0.0,0.504,6643477.0,6446484.0,0.0,0.0,1541244607.441
0.886,1.013,97.722,0.0,0.0,0.380,6630031.0,6438051.0,0.0,0.0,1541244608.442
0.637,0.510,98.344,0.0,0.0,0.510,6498647.0,6307167.0,0.0,0.0,1541244609.441
1.884,1.256,96.357,0.0,0.0,0.503,6602304.0,6407029.0,0.0,0.0,1541244610.442
1.247,1.995,96.135,0.0,0.0,0.623,6597966.0,6404388.0,0.0,0.0,1541244611.441
1.266,1.139,97.089,0.0,0.0,0.506,6772174.0,6572557.0,0.0,0.0,1541244612.442
1.011,0.759,97.724,0.0,0.0,0.506,6576508.0,6381012.0,0.0,0.0,1541244613.441
0.508,0.762,97.967,0.0,0.0,0.762,6676331.0,6480719.0,0.0,0.0,1541244614.441
1.256,1.256,97.111,0.0,0.0,0.377,6618024.0,6423786.0,0.0,0.0,1541244615.442
1.256,1.633,96.734,0.0,0.0,0.377,6879024.0,6675427.0,0.0,0.0,1541244616.442
0.885,1.264,97.472,0.0,0.0,0.379,6593111.0,6399025.0,0.0,0.0,1541244617.442
0.635,0.635,98.221,0.0,0.0,0.508,6614005.0,6419539.0,0.0,0.0,1541244618.442
1.006,1.384,96.604,0.252,0.0,0.755,6691209.0,6483858.0,0.0,49152.0,1541244619.442
1.263,1.136,97.348,0.0,0.0,0.253,6685402.0,6498170.0,0.0,57344.0,1541244620.442
1.394,1.141,97.085,0.0,0.0,0.380,6542595.0,6349467.0,0.0,0.0,1541244621.442
1.009,1.639,96.974,0.0,0.0,0.378,6663735.0,6469000.0,0.0,0.0,1541244622.442
