"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Middleware1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n -d --output dstat_mw1_ratio_0:1_vc_48_worker_8_rep_2.csv -T 1 60",,,,"Date:","03 Nov 2018 14:28:22 UTC"

"total cpu usage",,,,,,"net/total",,"dsk/total",,"epoch"
"usr","sys","idl","wai","hiq","siq","recv","send","read","writ","epoch"
3.031,1.945,94.445,0.165,0.0,0.414,0.0,0.0,16529.420,443492.668,1541255302.406
34.958,2.228,61.560,0.0,0.0,1.253,6878359.0,6750503.0,0.0,0.0,1541255303.410
11.811,1.050,85.958,0.0,0.0,1.181,6693951.0,6658509.0,0.0,0.0,1541255304.407
5.605,1.529,92.102,0.0,0.0,0.764,6511336.0,6461228.0,0.0,0.0,1541255305.407
3.708,1.151,93.990,0.0,0.0,1.151,6459553.0,6392033.0,0.0,0.0,1541255306.407
4.125,1.625,92.625,0.0,0.0,1.625,6483651.0,6416341.0,0.0,12288.0,1541255307.407
2.926,1.145,95.038,0.0,0.0,0.891,6424043.0,6348290.0,0.0,0.0,1541255308.407
0.761,0.888,97.716,0.0,0.0,0.635,6544547.0,6443856.0,0.0,0.0,1541255309.407
1.502,1.377,95.995,0.0,0.0,1.126,6508154.0,6462119.0,0.0,0.0,1541255310.407
1.259,0.756,97.103,0.0,0.0,0.882,6459142.0,6370777.0,0.0,0.0,1541255311.407
0.761,0.508,97.970,0.0,0.0,0.761,6526497.0,6441381.0,0.0,0.0,1541255312.407
1.641,1.389,96.086,0.0,0.0,0.884,6700775.0,6622078.0,0.0,0.0,1541255313.407
0.999,1.748,96.255,0.0,0.0,0.999,6490700.0,6410495.0,0.0,0.0,1541255314.407
1.261,0.883,96.974,0.0,0.0,0.883,6817017.0,6722094.0,0.0,0.0,1541255315.407
0.886,0.633,97.722,0.0,0.0,0.759,6690323.0,6608720.0,0.0,0.0,1541255316.407
0.885,1.138,97.219,0.0,0.0,0.759,6617477.0,6531689.0,0.0,0.0,1541255317.407
1.259,1.259,96.474,0.0,0.0,1.008,6587473.0,6511973.0,0.0,0.0,1541255318.407
0.887,1.267,97.338,0.0,0.0,0.507,6561046.0,6488506.0,0.0,0.0,1541255319.407
1.385,1.008,96.977,0.0,0.0,0.630,6764259.0,6663302.0,0.0,0.0,1541255320.407
0.759,0.886,97.468,0.0,0.0,0.886,6657898.0,6577775.0,0.0,0.0,1541255321.407
0.885,1.264,96.713,0.253,0.0,0.885,6378542.0,6316438.0,0.0,81920.0,1541255322.407
1.013,1.139,97.215,0.0,0.0,0.633,6656946.0,6577668.0,0.0,65536.0,1541255323.407
1.005,1.508,96.859,0.0,0.0,0.628,6301710.0,6223377.0,0.0,0.0,1541255324.407
