"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Middleware1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n -d --output dstat_mw1_ratio_1:0_vc_16_worker_32_rep_3.csv -T 1 60",,,,"Date:","03 Nov 2018 11:49:45 UTC"

"total cpu usage",,,,,,"net/total",,"dsk/total",,"epoch"
"usr","sys","idl","wai","hiq","siq","recv","send","read","writ","epoch"
2.749,1.702,94.908,0.319,0.0,0.321,0.0,0.0,34248.654,654850.197,1541245785.244
43.205,8.298,45.351,0.0,0.0,3.147,15640867.0,15091399.0,0.0,0.0,1541245786.249
42.128,8.227,47.660,0.0,0.0,1.986,24453537.0,23679340.0,0.0,0.0,1541245787.245
13.492,6.349,78.307,0.0,0.0,1.852,29375816.0,28521993.0,0.0,8192.0,1541245788.245
6.667,5.067,87.200,0.0,0.0,1.067,30280096.0,29357546.0,0.0,0.0,1541245789.245
5.718,5.718,88.032,0.0,0.0,0.532,29611980.0,28736827.0,0.0,0.0,1541245790.245
9.031,5.710,83.931,0.0,0.0,1.328,28986898.0,28100707.0,0.0,0.0,1541245791.245
7.106,7.364,84.755,0.0,0.0,0.775,30369482.0,29495470.0,0.0,0.0,1541245792.245
5.614,6.919,86.945,0.0,0.0,0.522,29227573.0,28363622.0,0.0,0.0,1541245793.245
6.986,6.856,84.605,0.0,0.0,1.552,30604790.0,29583753.0,0.0,0.0,1541245794.245
4.768,5.563,89.139,0.0,0.0,0.530,28879336.0,28094849.0,0.0,0.0,1541245795.245
6.633,7.526,84.821,0.0,0.0,1.020,28906459.0,28052358.0,0.0,0.0,1541245796.245
6.780,5.997,86.441,0.0,0.0,0.782,29106139.0,28263899.0,0.0,0.0,1541245797.245
4.933,6.0,88.400,0.0,0.0,0.667,28587234.0,27723257.0,0.0,0.0,1541245798.245
5.505,5.505,88.204,0.0,0.0,0.786,28758989.0,27909239.0,0.0,0.0,1541245799.245
5.935,7.226,85.032,0.0,0.0,1.806,30158418.0,29317118.0,0.0,0.0,1541245800.245
5.091,6.266,87.728,0.0,0.0,0.914,27971193.0,27077262.0,0.0,0.0,1541245801.245
5.844,6.104,87.143,0.0,0.0,0.909,28830383.0,27996492.0,0.0,0.0,1541245802.245
4.749,5.145,89.314,0.0,0.0,0.792,28252432.0,27415459.0,0.0,0.0,1541245803.245
4.660,4.927,89.481,0.0,0.0,0.932,29762953.0,28887900.0,0.0,0.0,1541245804.245
5.462,6.502,86.866,0.130,0.0,1.040,29515668.0,28654419.0,0.0,73728.0,1541245805.245
6.701,6.314,85.825,0.0,0.0,1.160,30404233.0,29511991.0,0.0,0.0,1541245806.245
5.789,4.737,88.816,0.0,0.0,0.658,28350369.0,27532507.0,0.0,0.0,1541245807.245
6.218,5.181,88.083,0.0,0.0,0.518,27760858.0,26928870.0,0.0,0.0,1541245808.245
3.974,4.768,90.728,0.0,0.0,0.530,28860946.0,27983687.0,0.0,0.0,1541245809.246
5.614,4.830,88.381,0.0,0.0,1.175,29508673.0,28645843.0,0.0,0.0,1541245810.245
4.929,7.004,87.030,0.0,0.0,1.038,29444595.0,28547224.0,0.0,0.0,1541245811.246
5.656,6.812,86.632,0.0,0.0,0.900,28503028.0,27722460.0,0.0,0.0,1541245812.246
5.714,6.234,87.013,0.0,0.0,1.039,28749160.0,27857865.0,0.0,0.0,1541245813.245
5.729,5.078,88.281,0.0,0.0,0.911,28622979.0,27817928.0,0.0,40960.0,1541245814.245
5.490,5.098,88.497,0.0,0.0,0.915,28747912.0,27857816.0,0.0,0.0,1541245815.245
5.013,5.673,88.259,0.0,0.0,1.055,28619390.0,27791908.0,0.0,0.0,1541245816.245
6.447,4.868,88.026,0.0,0.0,0.658,28557969.0,27704640.0,0.0,0.0,1541245817.245
6.769,6.513,85.951,0.0,0.0,0.766,28766384.0,27926342.0,0.0,0.0,1541245818.245
5.249,6.037,87.664,0.131,0.0,0.919,29109302.0,28264202.0,0.0,19177472.0,1541245819.245
5.332,5.592,88.036,0.0,0.0,1.040,28062485.0,27237059.0,0.0,0.0,1541245820.246
6.120,5.599,87.240,0.0,0.0,1.042,29687438.0,28789586.0,0.0,0.0,1541245821.245
6.477,5.440,87.176,0.0,0.0,0.907,28300545.0,27464137.0,0.0,0.0,1541245822.245
6.547,6.033,86.521,0.0,0.0,0.899,28406344.0,27516488.0,0.0,0.0,1541245823.245
5.462,6.242,87.776,0.0,0.0,0.520,29049519.0,28241853.0,0.0,0.0,1541245824.245
5.242,6.553,87.680,0.0,0.0,0.524,29932979.0,29049400.0,0.0,0.0,1541245825.245
6.692,5.405,86.873,0.0,0.0,1.030,28770973.0,27917885.0,0.0,0.0,1541245826.245
4.891,6.821,87.259,0.0,0.0,1.030,27981662.0,27156032.0,0.0,0.0,1541245827.245
6.581,5.548,86.968,0.0,0.0,0.903,28913722.0,28056696.0,0.0,0.0,1541245828.245
4.974,5.890,88.351,0.0,0.0,0.785,29110795.0,28251643.0,0.0,0.0,1541245829.245
4.811,5.982,88.296,0.0,0.0,0.910,29170302.0,28312594.0,0.0,0.0,1541245830.245
5.166,6.093,88.079,0.0,0.0,0.662,29444215.0,28568868.0,0.0,0.0,1541245831.245
4.818,6.901,87.630,0.0,0.0,0.651,29527534.0,28654820.0,0.0,0.0,1541245832.245
6.410,6.154,86.154,0.0,0.0,1.282,29390392.0,28494666.0,0.0,0.0,1541245833.245
5.519,5.782,88.042,0.0,0.0,0.657,29725998.0,28909655.0,0.0,0.0,1541245834.245
6.226,6.226,85.344,1.427,0.0,0.778,29735496.0,28781381.0,0.0,49152.0,1541245835.245
5.111,5.111,88.860,0.0,0.0,0.917,28588905.0,27783506.0,0.0,0.0,1541245836.245
5.497,5.236,88.220,0.0,0.0,1.047,27702295.0,26915845.0,0.0,0.0,1541245837.246
5.812,4.359,88.904,0.0,0.0,0.925,28761016.0,27895749.0,0.0,0.0,1541245838.245
5.181,5.311,88.860,0.0,0.0,0.648,27227035.0,26440266.0,0.0,61440.0,1541245839.248
4.222,5.409,89.842,0.0,0.0,0.528,27497289.0,26648965.0,0.0,0.0,1541245840.245
3.684,6.316,89.079,0.0,0.0,0.921,27114185.0,26322529.0,0.0,0.0,1541245841.245
5.440,5.181,88.342,0.0,0.0,1.036,27322245.0,26530002.0,0.0,0.0,1541245842.245
5.202,5.592,88.296,0.0,0.0,0.910,27210530.0,26443572.0,0.0,0.0,1541245843.245
6.072,5.297,87.597,0.0,0.0,1.034,28159219.0,27302937.0,0.0,20480.0,1541245844.246
5.658,5.263,88.289,0.0,0.0,0.789,28139005.0,27319453.0,0.0,0.0,1541245845.248
