"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Middleware1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n -d --output dstat_mw1_ratio_0:1_vc_32_worker_16_rep_3.csv -T 1 60",,,,"Date:","03 Nov 2018 13:19:22 UTC"

"total cpu usage",,,,,,"net/total",,"dsk/total",,"epoch"
"usr","sys","idl","wai","hiq","siq","recv","send","read","writ","epoch"
2.933,1.874,94.598,0.207,0.0,0.388,0.0,0.0,21329.341,495921.708,1541251162.768
32.923,2.459,62.705,0.0,0.0,1.913,6599056.0,6480645.0,0.0,0.0,1541251163.774
16.005,1.455,81.217,0.0,0.0,1.323,7028818.0,6938544.0,0.0,0.0,1541251164.769
3.165,1.646,94.557,0.0,0.0,0.633,6819454.0,6730349.0,0.0,12288.0,1541251165.769
3.145,1.258,94.717,0.0,0.0,0.881,6611633.0,6520890.0,0.0,0.0,1541251166.769
4.859,1.023,92.839,0.0,0.0,1.279,6792634.0,6698473.0,0.0,0.0,1541251167.769
1.746,1.122,96.010,0.0,0.0,1.122,7129751.0,7033071.0,0.0,0.0,1541251168.769
2.525,1.515,95.455,0.0,0.0,0.505,6777928.0,6673231.0,0.0,0.0,1541251169.769
1.271,0.635,97.586,0.0,0.0,0.508,6373592.0,6288404.0,0.0,12288.0,1541251170.769
1.131,1.508,96.608,0.0,0.0,0.754,6678884.0,6585504.0,0.0,0.0,1541251171.769
1.128,1.253,96.867,0.0,0.0,0.752,6709701.0,6611735.0,0.0,0.0,1541251172.769
0.879,1.131,97.236,0.0,0.0,0.754,6681076.0,6582607.0,0.0,0.0,1541251173.769
0.884,0.884,97.475,0.0,0.0,0.758,6815206.0,6714672.0,0.0,0.0,1541251174.769
1.373,1.998,95.880,0.0,0.0,0.749,7815659.0,7681180.0,0.0,0.0,1541251175.769
0.887,0.887,97.719,0.0,0.0,0.507,6916837.0,6816262.0,0.0,0.0,1541251176.769
0.758,1.010,97.475,0.0,0.0,0.758,6673200.0,6577370.0,0.0,0.0,1541251177.769
1.011,0.759,97.092,0.0,0.0,1.138,6976841.0,6874077.0,0.0,0.0,1541251178.769
0.630,0.882,97.607,0.0,0.0,0.882,6546186.0,6451707.0,0.0,0.0,1541251179.769
0.635,0.381,98.348,0.0,0.0,0.635,6601774.0,6507127.0,0.0,0.0,1541251180.769
0.760,1.141,97.465,0.0,0.0,0.634,6653059.0,6560485.0,0.0,0.0,1541251181.769
0.759,0.506,95.696,2.278,0.0,0.759,6345007.0,6255509.0,0.0,77824.0,1541251182.769
0.877,1.504,96.742,0.0,0.0,0.877,6810907.0,6711553.0,0.0,0.0,1541251183.769
0.884,1.010,97.475,0.0,0.0,0.631,6619633.0,6529523.0,0.0,0.0,1541251184.769
0.886,0.886,97.722,0.0,0.0,0.506,6723814.0,6626024.0,0.0,65536.0,1541251185.769
1.861,1.241,95.906,0.0,0.0,0.993,6601350.0,6506712.0,0.0,0.0,1541251186.769
0.508,0.888,97.970,0.0,0.0,0.635,6552317.0,6460433.0,0.0,0.0,1541251187.769
0.751,1.752,96.746,0.0,0.0,0.751,6383174.0,6299947.0,0.0,0.0,1541251188.769
0.888,0.761,97.970,0.0,0.0,0.381,6800637.0,6696372.0,0.0,0.0,1541251189.769
1.375,1.375,96.625,0.0,0.0,0.625,6520078.0,6430157.0,0.0,0.0,1541251190.769
0.886,1.139,97.595,0.0,0.0,0.380,6728717.0,6629842.0,0.0,0.0,1541251191.769
1.135,0.883,97.226,0.0,0.0,0.757,6811218.0,6719105.0,0.0,0.0,1541251192.769
1.004,1.255,96.989,0.0,0.0,0.753,6747945.0,6648300.0,0.0,0.0,1541251193.769
0.754,1.256,97.236,0.0,0.0,0.754,6844705.0,6746971.0,0.0,0.0,1541251194.769
0.632,0.885,97.724,0.0,0.0,0.759,6637696.0,6542614.0,0.0,5013504.0,1541251195.769
1.375,1.250,96.500,0.0,0.0,0.875,6937639.0,6835954.0,0.0,0.0,1541251196.769
1.132,1.006,97.107,0.0,0.0,0.755,7071223.0,6970099.0,0.0,0.0,1541251197.769
0.887,0.887,97.972,0.0,0.0,0.253,6687643.0,6590102.0,0.0,0.0,1541251198.769
1.009,1.135,97.226,0.0,0.0,0.631,6693081.0,6593840.0,0.0,0.0,1541251199.769
0.631,0.884,97.727,0.0,0.0,0.758,6437899.0,6348613.0,0.0,0.0,1541251200.769
0.879,1.131,97.236,0.0,0.0,0.754,6430114.0,6339385.0,0.0,0.0,1541251201.769
0.635,0.508,98.096,0.0,0.0,0.761,6393113.0,6302388.0,0.0,0.0,1541251202.769
1.126,1.377,96.746,0.0,0.0,0.751,6714758.0,6618986.0,0.0,0.0,1541251203.769
1.258,0.881,97.233,0.0,0.0,0.629,6674725.0,6575506.0,0.0,0.0,1541251204.769
1.248,1.248,96.504,0.0,0.0,0.999,6766085.0,6666307.0,0.0,4096.0,1541251205.769
1.266,1.266,97.089,0.0,0.0,0.380,6567880.0,6474715.0,0.0,0.0,1541251206.769
2.635,1.004,95.859,0.0,0.0,0.502,6810826.0,6712419.0,0.0,0.0,1541251207.769
0.755,1.384,97.107,0.0,0.0,0.755,6927783.0,6828185.0,0.0,0.0,1541251208.769
1.132,0.629,97.484,0.0,0.0,0.755,6676529.0,6578606.0,0.0,0.0,1541251209.769
0.758,1.010,97.601,0.0,0.0,0.631,6751168.0,6655011.0,0.0,0.0,1541251210.769
2.020,1.010,96.212,0.0,0.0,0.758,6846081.0,6748621.0,0.0,0.0,1541251211.769
