"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Middleware1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n -d --output dstat_mw1_ratio_1:0_vc_48_worker_8_rep_2.csv -T 1 60",,,,"Date:","03 Nov 2018 14:09:21 UTC"

"total cpu usage",,,,,,"net/total",,"dsk/total",,"epoch"
"usr","sys","idl","wai","hiq","siq","recv","send","read","writ","epoch"
2.941,1.870,94.609,0.175,0.0,0.406,0.0,0.0,17622.324,448275.326,1541254161.567
42.538,4.881,50.488,0.0,0.0,2.092,15575546.0,14502285.0,0.0,0.0,1541254162.568
30.601,4.098,64.481,0.0,0.0,0.820,20837130.0,20110914.0,0.0,0.0,1541254163.568
7.314,2.660,89.495,0.0,0.0,0.532,21590260.0,20948279.0,0.0,0.0,1541254164.568
5.563,2.587,91.591,0.0,0.0,0.259,22082588.0,21421479.0,0.0,12288.0,1541254165.568
3.655,2.611,93.342,0.0,0.0,0.392,22284256.0,21654601.0,0.0,0.0,1541254166.568
2.353,2.876,94.379,0.0,0.0,0.392,19886283.0,19284454.0,0.0,0.0,1541254167.568
3.871,3.871,92.129,0.0,0.0,0.129,22645997.0,21975411.0,0.0,0.0,1541254168.568
3.604,3.732,92.021,0.0,0.0,0.644,20954704.0,20338389.0,0.0,0.0,1541254169.568
3.646,2.865,93.099,0.0,0.0,0.391,21681461.0,21077658.0,0.0,0.0,1541254170.568
4.021,3.113,92.348,0.0,0.0,0.519,22368319.0,21688064.0,0.0,0.0,1541254171.568
3.891,3.113,92.607,0.0,0.0,0.389,21510557.0,20855768.0,0.0,0.0,1541254172.568
3.886,3.368,92.487,0.0,0.0,0.259,20984659.0,20388775.0,0.0,0.0,1541254173.568
3.298,2.770,93.404,0.0,0.0,0.528,22925632.0,22222988.0,0.0,0.0,1541254174.568
4.941,2.991,91.547,0.0,0.0,0.520,22990086.0,22317241.0,0.0,0.0,1541254175.568
4.199,2.887,92.651,0.0,0.0,0.262,21558964.0,20908874.0,0.0,0.0,1541254176.569
3.821,2.108,93.939,0.0,0.0,0.132,22299578.0,21646467.0,0.0,0.0,1541254177.568
3.355,3.742,92.774,0.0,0.0,0.129,21292912.0,20666046.0,0.0,0.0,1541254178.568
2.621,2.621,94.233,0.0,0.0,0.524,21375678.0,20744202.0,0.0,0.0,1541254179.568
3.881,3.234,92.755,0.0,0.0,0.129,22930784.0,22239592.0,0.0,0.0,1541254180.568
