"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Middleware1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n -d --output dstat_mw1_ratio_1:0_vc_4_worker_8_rep_3.csv -T 1 60",,,,"Date:","03 Nov 2018 10:25:55 UTC"

"total cpu usage",,,,,,"net/total",,"dsk/total",,"epoch"
"usr","sys","idl","wai","hiq","siq","recv","send","read","writ","epoch"
2.292,1.242,95.562,0.702,0.0,0.202,0.0,0.0,78923.268,1244703.820,1541240755.942
39.972,4.552,53.770,0.0,0.0,1.707,12734075.0,12365177.0,0.0,0.0,1541240756.943
27.567,3.657,67.651,0.0,0.0,1.125,16480869.0,15969092.0,0.0,0.0,1541240757.943
13.182,4.394,81.491,0.0,0.0,0.932,19354901.0,18793724.0,0.0,0.0,1541240758.943
3.408,3.408,92.923,0.0,0.0,0.262,20799913.0,20185188.0,0.0,0.0,1541240759.943
3.942,3.942,91.853,0.0,0.0,0.263,20990316.0,20354334.0,0.0,12288.0,1541240760.943
4.140,3.364,92.109,0.0,0.0,0.388,20286329.0,19703852.0,0.0,0.0,1541240761.943
5.0,4.487,90.256,0.0,0.0,0.256,20692890.0,20077148.0,0.0,0.0,1541240762.943
4.427,3.385,91.667,0.0,0.0,0.521,20345438.0,19747203.0,0.0,0.0,1541240763.943
3.964,3.581,91.944,0.0,0.0,0.512,18495234.0,17935839.0,0.0,0.0,1541240764.943
3.222,4.639,92.010,0.0,0.0,0.129,19879543.0,19292474.0,0.0,0.0,1541240765.943
3.484,4.0,92.129,0.0,0.0,0.387,19966724.0,19370512.0,0.0,0.0,1541240766.943
3.856,4.370,91.517,0.0,0.0,0.257,19243398.0,18676874.0,0.0,0.0,1541240767.943
2.983,4.021,92.866,0.0,0.0,0.130,19710674.0,19140410.0,0.0,0.0,1541240768.943
3.226,4.516,91.871,0.0,0.0,0.387,20528438.0,19908146.0,0.0,0.0,1541240769.943
5.405,3.732,90.476,0.0,0.0,0.386,19055826.0,18490948.0,0.0,0.0,1541240770.943
5.290,3.613,90.452,0.0,0.0,0.645,20760001.0,20159048.0,0.0,0.0,1541240771.943
4.545,3.896,91.299,0.0,0.0,0.260,20948083.0,20311255.0,0.0,0.0,1541240772.943
4.811,3.251,91.157,0.0,0.0,0.780,21019630.0,20410549.0,0.0,0.0,1541240773.943
3.718,3.846,92.179,0.0,0.0,0.256,19763593.0,19175440.0,0.0,0.0,1541240774.943
3.470,4.370,91.260,0.771,0.0,0.129,19112647.0,18546576.0,0.0,65536.0,1541240775.943
2.632,3.158,93.816,0.0,0.0,0.395,18848729.0,18287090.0,0.0,0.0,1541240776.943
3.590,3.974,92.051,0.0,0.0,0.385,19294319.0,18724755.0,0.0,0.0,1541240777.943
3.133,3.003,93.734,0.0,0.0,0.131,19407366.0,18841752.0,0.0,0.0,1541240778.943
3.742,3.742,92.258,0.0,0.0,0.258,19863277.0,19274685.0,0.0,0.0,1541240779.943
3.861,3.218,92.664,0.0,0.0,0.257,19165265.0,18590554.0,0.0,0.0,1541240780.943
2.601,3.381,93.758,0.0,0.0,0.260,19048728.0,18473361.0,0.0,0.0,1541240781.943
3.137,3.529,93.072,0.0,0.0,0.261,18992921.0,18451125.0,0.0,0.0,1541240782.943
3.742,4.129,92.0,0.0,0.0,0.129,20903269.0,20285153.0,0.0,0.0,1541240783.943
3.771,3.121,92.848,0.0,0.0,0.260,20959629.0,20323935.0,0.0,0.0,1541240784.943
4.129,3.742,91.742,0.0,0.0,0.387,20269746.0,19678083.0,0.0,0.0,1541240785.943
3.372,3.632,92.607,0.130,0.0,0.259,20313275.0,19704416.0,0.0,11898880.0,1541240786.943
2.929,2.796,94.008,0.0,0.0,0.266,21390081.0,20774234.0,0.0,0.0,1541240787.943
3.641,3.511,92.328,0.0,0.0,0.520,20587110.0,19968697.0,0.0,0.0,1541240788.943
3.117,3.377,93.247,0.0,0.0,0.260,18727787.0,18184059.0,0.0,0.0,1541240789.943
2.604,3.646,93.490,0.0,0.0,0.260,18513396.0,17980277.0,0.0,0.0,1541240790.943
2.738,3.520,93.611,0.0,0.0,0.130,18875789.0,18283869.0,0.0,0.0,1541240791.943
2.487,3.403,93.717,0.0,0.0,0.393,19790404.0,19222359.0,0.0,0.0,1541240792.943
2.359,3.408,93.971,0.0,0.0,0.262,19622163.0,19054209.0,0.0,0.0,1541240793.943
3.097,3.484,92.903,0.0,0.0,0.516,18521144.0,17961836.0,0.0,0.0,1541240794.943
3.101,3.747,92.894,0.0,0.0,0.258,19901790.0,19317992.0,0.0,0.0,1541240795.943
2.979,3.238,93.523,0.0,0.0,0.259,18566472.0,17996642.0,0.0,0.0,1541240796.943
3.497,3.368,92.746,0.0,0.0,0.389,18698431.0,18165065.0,0.0,0.0,1541240797.943
