"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Server1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n --output dstat_server1_ratio_0:1_vc_24_worker_64_rep_2.csv -T 1 60",,,,"Date:","03 Nov 2018 12:49:27 UTC"

"total cpu usage",,,,,,"net/total",,"epoch"
"usr","sys","idl","wai","hiq","siq","recv","send","epoch"
4.785,10.124,82.245,0.742,0.0,2.103,0.0,0.0,1541249367.530
0.0,5.263,91.579,0.0,0.0,3.158,484116.0,13133606.0,1541249368.531
0.0,6.061,90.909,0.0,0.0,3.030,453462.0,12708713.0,1541249369.531
2.083,6.250,90.625,0.0,0.0,1.042,465199.0,12717121.0,1541249370.531
1.010,5.051,90.909,0.0,0.0,3.030,469769.0,12854501.0,1541249371.531
2.083,6.250,90.625,0.0,0.0,1.042,463700.0,12843555.0,1541249372.531
0.0,4.040,90.909,0.0,0.0,5.051,450210.0,12728541.0,1541249373.531
2.062,5.155,90.722,0.0,0.0,2.062,465608.0,13006424.0,1541249374.531
1.0,6.0,89.0,0.0,0.0,4.0,452978.0,12701253.0,1541249375.531
0.0,7.0,91.0,0.0,0.0,2.0,448924.0,12771992.0,1541249376.531
1.053,4.211,91.579,0.0,0.0,3.158,470539.0,13174467.0,1541249377.531
1.031,4.124,91.753,0.0,0.0,3.093,458100.0,12780738.0,1541249378.531
2.041,6.122,89.796,0.0,0.0,2.041,473585.0,13428676.0,1541249379.531
1.031,5.155,91.753,0.0,0.0,2.062,460634.0,12969041.0,1541249380.531
2.020,4.040,90.909,0.0,0.0,3.030,454312.0,12733338.0,1541249381.531
1.031,6.186,89.691,0.0,0.0,3.093,455476.0,12794363.0,1541249382.531
1.031,5.155,92.784,0.0,0.0,1.031,468278.0,13019406.0,1541249383.531
1.010,5.051,90.909,0.0,0.0,3.030,454800.0,12756936.0,1541249384.531
2.020,7.071,88.889,0.0,0.0,2.020,470456.0,12951256.0,1541249385.531
0.0,5.155,92.784,0.0,0.0,2.062,459824.0,12891563.0,1541249386.531
1.010,7.071,88.889,0.0,0.0,3.030,459108.0,13193437.0,1541249387.533
3.093,5.155,90.722,0.0,0.0,1.031,465296.0,12630410.0,1541249388.531
1.010,6.061,90.909,0.0,0.0,2.020,457394.0,12832163.0,1541249389.531
1.031,5.155,77.320,15.464,0.0,1.031,454152.0,12794485.0,1541249390.531
0.0,7.0,89.0,0.0,0.0,4.0,466273.0,12816977.0,1541249391.531
2.062,5.155,91.753,0.0,0.0,1.031,456883.0,12784444.0,1541249392.531
1.031,6.186,90.722,0.0,0.0,2.062,460273.0,12954488.0,1541249393.531
1.020,6.122,90.816,0.0,0.0,2.041,466939.0,13208862.0,1541249394.531
2.041,6.122,89.796,0.0,0.0,2.041,458267.0,12736395.0,1541249395.531
1.010,5.051,90.909,0.0,0.0,3.030,454843.0,12948435.0,1541249396.531
1.010,7.071,90.909,0.0,0.0,1.010,465516.0,13181303.0,1541249397.531
3.061,7.143,87.755,0.0,0.0,2.041,461138.0,12708259.0,1541249398.531
0.980,8.824,88.235,0.0,0.0,1.961,457360.0,12804450.0,1541249399.531
1.031,5.155,91.753,0.0,0.0,2.062,479447.0,13503392.0,1541249400.531
1.010,5.051,90.909,0.0,0.0,3.030,453909.0,12749892.0,1541249401.531
2.083,3.125,91.667,0.0,0.0,3.125,471811.0,13000132.0,1541249402.531
2.020,7.071,87.879,0.0,0.0,3.030,462961.0,13021229.0,1541249403.531
0.0,5.208,92.708,0.0,0.0,2.083,458698.0,12606344.0,1541249404.531
2.0,6.0,89.0,0.0,0.0,3.0,464145.0,12867735.0,1541249405.531
2.020,5.051,90.909,0.0,0.0,2.020,464948.0,12799037.0,1541249406.531
1.031,4.124,91.753,0.0,0.0,3.093,457327.0,12790770.0,1541249407.531
1.031,7.216,90.722,0.0,0.0,1.031,466987.0,12997846.0,1541249408.531
2.041,4.082,91.837,0.0,0.0,2.041,459567.0,13024185.0,1541249409.531
1.031,5.155,90.722,0.0,0.0,3.093,455235.0,12626421.0,1541249410.531
1.010,4.040,90.909,0.0,0.0,4.040,455966.0,12815231.0,1541249411.531
1.020,5.102,91.837,0.0,0.0,2.041,461923.0,13078334.0,1541249412.531
3.125,8.333,85.417,0.0,0.0,3.125,480120.0,13248891.0,1541249413.530
2.020,5.051,90.909,0.0,0.0,2.020,464221.0,13087955.0,1541249414.531
0.0,6.122,90.816,0.0,0.0,3.061,461062.0,13062501.0,1541249415.531
2.020,6.061,89.899,0.0,0.0,2.020,466868.0,13119533.0,1541249416.531
2.062,5.155,91.753,0.0,0.0,1.031,457898.0,12938834.0,1541249417.531
1.010,6.061,89.899,0.0,0.0,3.030,459351.0,12931001.0,1541249418.531
1.020,7.143,88.776,0.0,0.0,3.061,465215.0,13016239.0,1541249419.531
1.031,6.186,90.722,2.062,0.0,0.0,467884.0,13324443.0,1541249420.531
0.0,5.208,92.708,0.0,0.0,2.083,465068.0,13145095.0,1541249421.531
1.020,7.143,89.796,0.0,0.0,2.041,464831.0,12890321.0,1541249422.531
1.031,6.186,89.691,0.0,0.0,3.093,460383.0,12800459.0,1541249423.531
1.010,5.051,90.909,0.0,0.0,3.030,462778.0,12947618.0,1541249424.531
1.020,5.102,91.837,0.0,0.0,2.041,467935.0,12749429.0,1541249425.531
3.030,5.051,88.889,0.0,0.0,3.030,470388.0,12865524.0,1541249426.531
2.062,5.155,91.753,0.0,0.0,1.031,454087.0,12819226.0,1541249427.531
