"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Client1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n --output dstat_client1_ratio_0:1_vc_40_rep_2.csv -T 1 90",,,,"Date:","21 Oct 2018 19:17:33 UTC"

"total cpu usage",,,,,,"net/total",,"epoch"
"usr","sys","idl","wai","hiq","siq","recv","send","epoch"
2.530,4.095,90.201,0.882,0.0,2.292,0.0,0.0,1540149453.823
1.493,0.995,95.025,0.0,0.0,2.488,4603170.0,178048.0,1540149454.824
0.0,1.515,96.970,0.0,0.0,1.515,3862895.0,151292.0,1540149455.824
2.475,1.980,94.059,0.0,0.0,1.485,5129175.0,190324.0,1540149456.824
1.538,0.513,97.949,0.0,0.0,0.0,3790048.0,151706.0,1540149457.824
1.005,3.015,94.975,0.0,0.0,1.005,4047851.0,160930.0,1540149458.824
1.523,0.0,97.462,0.0,0.0,1.015,3981055.0,159596.0,1540149459.824
2.010,1.508,95.477,0.0,0.0,1.005,3300721.0,142861.0,1540149460.824
1.005,1.005,96.482,0.0,0.0,1.508,3833922.0,157146.0,1540149461.824
1.508,1.005,95.980,0.0,0.0,1.508,4025082.0,158277.0,1540149462.824
1.020,1.531,96.939,0.0,0.0,0.510,3565355.0,152645.0,1540149463.824
1.010,0.505,96.465,0.0,0.0,2.020,4095929.0,162973.0,1540149464.824
1.010,1.515,95.960,0.0,0.0,1.515,4578435.0,170596.0,1540149465.824
2.513,1.005,95.477,0.0,0.0,1.005,4141059.0,169793.0,1540149466.824
1.015,0.508,96.954,0.0,0.0,1.523,4016170.0,172969.0,1540149467.824
1.500,2.0,95.0,0.0,0.0,1.500,3879447.0,160489.0,1540149468.824
1.508,1.508,95.477,0.0,0.0,1.508,4479905.0,172339.0,1540149469.824
1.508,1.508,95.980,0.0,0.0,1.005,4481137.0,173580.0,1540149470.824
0.510,1.531,97.449,0.0,0.0,0.510,4340954.0,169583.0,1540149471.824
1.523,2.538,95.431,0.0,0.0,0.508,4468961.0,176908.0,1540149472.824
1.478,2.956,94.089,0.0,0.0,1.478,2976473.0,128521.0,1540149473.824
2.0,1.0,96.0,0.0,0.0,1.0,3866495.0,155969.0,1540149474.824
2.041,0.510,97.449,0.0,0.0,0.0,3164068.0,134276.0,1540149475.824
2.475,1.485,93.564,1.485,0.0,0.990,4293576.0,173169.0,1540149476.824
1.523,1.015,96.954,0.0,0.0,0.508,4687423.0,183396.0,1540149477.824
1.515,2.020,95.455,0.0,0.0,1.010,4001905.0,164265.0,1540149478.824
0.505,1.515,96.970,0.0,0.0,1.010,4288706.0,164641.0,1540149479.824
1.508,1.508,95.980,0.0,0.0,1.005,4668377.0,188528.0,1540149480.824
1.015,2.030,95.939,0.0,0.0,1.015,4218351.0,181892.0,1540149481.824
1.538,1.026,96.923,0.0,0.0,0.513,4413598.0,174271.0,1540149482.824
1.508,2.010,94.975,0.0,0.0,1.508,4122766.0,163814.0,1540149483.824
1.508,2.010,95.980,0.0,0.0,0.503,4243321.0,170443.0,1540149484.824
1.515,1.010,96.465,0.0,0.0,1.010,4637806.0,187422.0,1540149485.824
0.510,1.531,96.939,0.0,0.0,1.020,4579829.0,173519.0,1540149486.824
1.020,1.531,96.429,0.0,0.0,1.020,5118808.0,202239.0,1540149487.824
1.508,2.010,95.477,0.0,0.0,1.005,4063605.0,166261.0,1540149488.824
0.995,1.990,95.025,0.0,0.0,1.990,3897100.0,156650.0,1540149489.824
2.030,1.015,95.939,0.0,0.0,1.015,4488866.0,184615.0,1540149490.824
1.010,1.010,96.465,0.0,0.0,1.515,4200494.0,171330.0,1540149491.824
1.0,1.500,96.0,0.0,0.0,1.500,4128284.0,165324.0,1540149492.824
2.010,2.010,94.975,0.0,0.0,1.005,3827642.0,158701.0,1540149493.824
1.508,1.508,95.477,0.0,0.0,1.508,4319694.0,175258.0,1540149494.826
1.010,1.515,96.465,0.0,0.0,1.010,4399814.0,182188.0,1540149495.824
1.508,1.508,95.477,0.0,0.0,1.508,3756564.0,161072.0,1540149496.824
0.508,2.030,96.447,0.0,0.0,1.015,3975948.0,164386.0,1540149497.824
1.010,2.020,95.455,0.0,0.0,1.515,4548451.0,187142.0,1540149498.824
1.500,1.0,96.0,0.0,0.0,1.500,3907486.0,151242.0,1540149499.824
1.026,1.026,96.923,0.0,0.0,1.026,4382739.0,179788.0,1540149500.824
2.0,1.0,95.500,0.0,0.0,1.500,4469389.0,177144.0,1540149501.824
0.505,2.020,96.970,0.0,0.0,0.505,3694438.0,156338.0,1540149502.824
2.500,2.500,94.500,0.0,0.0,0.500,3871785.0,164522.0,1540149503.824
1.005,1.508,95.980,0.0,0.0,1.508,4502410.0,169756.0,1540149504.824
1.508,2.513,95.980,0.0,0.0,0.0,4641902.0,176534.0,1540149505.824
2.010,1.508,95.477,0.0,0.0,1.005,4102051.0,162813.0,1540149506.824
1.015,1.015,95.939,1.015,0.0,1.015,4110330.0,149553.0,1540149507.824
1.0,3.0,95.0,0.0,0.0,1.0,4004488.0,162859.0,1540149508.824
1.508,2.010,95.477,0.0,0.0,1.005,4413320.0,183431.0,1540149509.824
0.515,0.515,97.938,0.0,0.0,1.031,4415904.0,171649.0,1540149510.824
2.010,2.513,94.472,0.0,0.0,1.005,4626685.0,178388.0,1540149511.824
1.538,0.513,97.436,0.0,0.0,0.513,3531915.0,145927.0,1540149512.824
1.020,1.531,96.429,0.0,0.0,1.020,3955644.0,155185.0,1540149513.824
2.030,1.015,96.447,0.0,0.0,0.508,4426224.0,173452.0,1540149514.824
1.0,3.0,95.0,0.0,0.0,1.0,4414083.0,174781.0,1540149515.824
1.500,2.0,95.0,0.0,0.0,1.500,4653943.0,182239.0,1540149516.824
1.990,0.995,95.025,0.0,0.0,1.990,4399729.0,177485.0,1540149517.824
2.010,1.508,94.975,0.0,0.0,1.508,3555383.0,148727.0,1540149518.824
1.005,1.508,96.482,0.0,0.0,1.005,3856110.0,155839.0,1540149519.824
1.020,0.510,97.449,0.0,0.0,1.020,4056430.0,163175.0,1540149520.824
1.010,2.020,95.455,0.0,0.0,1.515,4481928.0,179577.0,1540149521.824
2.030,0.508,96.447,0.0,0.0,1.015,4185914.0,170139.0,1540149522.824
1.020,1.020,97.449,0.0,0.0,0.510,3724879.0,151312.0,1540149523.824
1.010,2.525,94.949,0.0,0.0,1.515,4961547.0,194031.0,1540149524.824
1.508,1.508,95.980,0.0,0.0,1.005,4297892.0,170950.0,1540149525.824
1.493,0.995,95.522,0.0,0.0,1.990,4096312.0,165114.0,1540149526.824
1.015,2.030,96.447,0.0,0.0,0.508,4116351.0,170586.0,1540149527.824
1.005,1.508,95.980,0.0,0.0,1.508,3812046.0,156712.0,1540149528.824
1.015,2.030,95.939,0.0,0.0,1.015,4117689.0,168086.0,1540149529.824
0.503,2.010,95.980,0.0,0.0,1.508,4498875.0,177591.0,1540149530.824
1.015,1.523,96.954,0.0,0.0,0.508,3880531.0,153069.0,1540149531.824
1.515,1.010,96.465,0.0,0.0,1.010,4563866.0,173890.0,1540149532.824
2.020,2.020,95.455,0.0,0.0,0.505,3980049.0,164591.0,1540149533.824
1.508,2.010,95.477,0.0,0.0,1.005,4576337.0,181575.0,1540149534.824
1.015,1.523,96.447,0.0,0.0,1.015,4232137.0,171481.0,1540149535.824
1.515,1.515,95.960,0.0,0.0,1.010,4195747.0,175974.0,1540149536.824
1.020,1.020,96.939,0.0,0.0,1.020,4645396.0,179455.0,1540149537.824
0.505,3.030,95.455,0.505,0.0,0.505,4560094.0,176613.0,1540149538.824
2.010,3.015,94.472,0.0,0.0,0.503,4853370.0,192305.0,1540149539.824
0.508,1.015,96.447,0.0,0.0,2.030,4711972.0,184208.0,1540149540.824
1.0,2.0,95.500,0.0,0.0,1.500,4091588.0,168799.0,1540149541.824
2.010,1.508,95.477,0.0,0.0,1.005,4085484.0,168207.0,1540149542.824
1.020,1.531,96.939,0.0,0.0,0.510,4511879.0,167437.0,1540149543.824
