"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Server1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n --output dstat_server1_ratio_1:0_vc_24_rep_3.csv -T 1 80",,,,"Date:","06 Dec 2018 09:19:17 UTC"

"total cpu usage",,,,,,"net/total",,"epoch"
"usr","sys","idl","wai","hiq","siq","recv","send","epoch"
5.670,10.651,79.826,1.223,0.0,2.630,0.0,0.0,1544087957.850
2.128,5.319,90.426,0.0,0.0,2.128,16180601.0,522058.0,1544087958.851
1.031,7.216,90.722,0.0,0.0,1.031,12324493.0,399778.0,1544087959.851
2.128,4.255,93.617,0.0,0.0,0.0,11942463.0,391325.0,1544087960.851
2.041,5.102,91.837,0.0,0.0,1.020,12553694.0,405238.0,1544087961.851
1.020,5.102,92.857,0.0,0.0,1.020,11725705.0,379402.0,1544087962.851
3.158,2.105,93.684,0.0,0.0,1.053,11884382.0,389165.0,1544087963.851
3.158,6.316,90.526,0.0,0.0,0.0,10913127.0,357682.0,1544087964.851
4.0,6.0,89.0,0.0,0.0,1.0,10925434.0,354916.0,1544087965.851
4.211,4.211,91.579,0.0,0.0,0.0,11744540.0,387387.0,1544087966.851
1.020,8.163,89.796,0.0,0.0,1.020,12402307.0,401056.0,1544087967.851
2.083,5.208,92.708,0.0,0.0,0.0,12222940.0,396046.0,1544087968.851
5.0,8.0,87.0,0.0,0.0,0.0,11630624.0,381465.0,1544087969.851
3.061,5.102,91.837,0.0,0.0,0.0,11828166.0,384426.0,1544087970.851
2.041,5.102,91.837,0.0,0.0,1.020,11463287.0,370426.0,1544087971.851
3.125,5.208,91.667,0.0,0.0,0.0,11981013.0,392041.0,1544087972.851
3.125,2.083,93.750,0.0,0.0,1.042,12034397.0,389606.0,1544087973.851
3.125,4.167,92.708,0.0,0.0,0.0,11076737.0,359056.0,1544087974.851
4.167,4.167,90.625,0.0,0.0,1.042,11373861.0,372877.0,1544087975.851
2.062,4.124,93.814,0.0,0.0,0.0,11271481.0,364064.0,1544087976.851
1.042,4.167,93.750,0.0,0.0,1.042,11044924.0,358276.0,1544087977.851
2.062,5.155,91.753,0.0,0.0,1.031,12074854.0,394747.0,1544087978.851
2.062,7.216,90.722,0.0,0.0,0.0,11785057.0,382420.0,1544087979.851
2.041,5.102,92.857,0.0,0.0,0.0,11489353.0,371882.0,1544087980.851
4.040,6.061,88.889,0.0,0.0,1.010,11933394.0,392119.0,1544087981.851
1.064,3.191,95.745,0.0,0.0,0.0,11701384.0,378014.0,1544087982.851
4.040,5.051,90.909,0.0,0.0,0.0,11800732.0,383694.0,1544087983.851
4.167,7.292,84.375,3.125,0.0,1.042,12472985.0,406927.0,1544087984.851
1.031,6.186,92.784,0.0,0.0,0.0,12149940.0,392250.0,1544087985.851
4.082,4.082,90.816,0.0,0.0,1.020,11748940.0,381718.0,1544087986.851
3.093,4.124,91.753,0.0,0.0,1.031,11313357.0,369489.0,1544087987.851
2.105,3.158,94.737,0.0,0.0,0.0,11793676.0,382368.0,1544087988.851
4.040,6.061,88.889,0.0,0.0,1.010,11831131.0,383850.0,1544087989.851
2.083,4.167,93.750,0.0,0.0,0.0,11254239.0,368755.0,1544087990.851
3.030,5.051,90.909,0.0,0.0,1.010,11891659.0,381750.0,1544087991.853
1.042,4.167,93.750,0.0,0.0,1.042,11858652.0,385392.0,1544087992.851
5.155,3.093,91.753,0.0,0.0,0.0,11556962.0,379787.0,1544087993.851
3.093,7.216,89.691,0.0,0.0,0.0,12177903.0,396518.0,1544087994.851
