"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Middleware1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n -d --output dstat_mw1_ratio_0:1_vc_4_worker_16_rep_3.csv -T 1 60",,,,"Date:","03 Nov 2018 07:17:49 UTC"

"total cpu usage",,,,,,"net/total",,"dsk/total",,"epoch"
"usr","sys","idl","wai","hiq","siq","recv","send","read","writ","epoch"
0.754,0.569,98.514,0.081,0.0,0.082,0.0,0.0,9677.136,165156.375,1541229469.056
47.293,5.271,45.726,0.0,0.0,1.709,11349826.0,10999641.0,0.0,0.0,1541229470.057
34.946,4.570,58.871,0.0,0.0,1.613,13524284.0,13146780.0,0.0,0.0,1541229471.057
10.079,3.010,85.471,0.0,0.0,1.440,13132001.0,12724230.0,0.0,0.0,1541229472.057
3.448,3.321,92.337,0.0,0.0,0.894,13144572.0,12776196.0,0.0,0.0,1541229473.057
2.842,3.359,93.152,0.0,0.0,0.646,13133766.0,12748205.0,0.0,0.0,1541229474.057
4.731,3.836,89.386,0.384,0.0,1.662,13136056.0,12745645.0,0.0,69632.0,1541229475.057
3.448,3.321,92.209,0.0,0.0,1.022,13139316.0,12754786.0,0.0,0.0,1541229476.057
4.253,3.351,91.624,0.0,0.0,0.773,13344273.0,12950675.0,0.0,0.0,1541229477.057
3.085,2.828,92.545,0.0,0.0,1.542,13039138.0,12657989.0,0.0,0.0,1541229478.057
3.333,3.077,92.692,0.0,0.0,0.897,13234705.0,12843299.0,0.0,0.0,1541229479.057
2.941,3.581,92.583,0.0,0.0,0.895,13133884.0,12745773.0,0.0,0.0,1541229480.057
3.671,3.924,91.646,0.0,0.0,0.759,13134187.0,12747294.0,0.0,0.0,1541229481.057
3.685,3.431,91.995,0.0,0.0,0.889,13142317.0,12753790.0,0.0,0.0,1541229482.057
2.335,2.853,93.904,0.0,0.0,0.908,13133568.0,12747809.0,0.0,0.0,1541229483.057
3.372,2.464,93.515,0.0,0.0,0.649,13341881.0,12933409.0,0.0,0.0,1541229484.058
2.846,2.975,93.532,0.0,0.0,0.647,13136251.0,12741928.0,0.0,0.0,1541229485.057
3.562,3.308,91.985,0.0,0.0,1.145,13150583.0,12782329.0,0.0,0.0,1541229486.057
2.083,3.385,94.271,0.0,0.0,0.260,13135289.0,12747116.0,0.0,0.0,1541229487.057
3.057,3.567,92.229,0.0,0.0,1.146,13144573.0,12750547.0,0.0,0.0,1541229488.057
2.727,2.338,94.156,0.0,0.0,0.779,13137565.0,12749231.0,0.0,0.0,1541229489.057
3.089,2.831,93.179,0.0,0.0,0.901,13119978.0,12728328.0,0.0,0.0,1541229490.057
2.956,2.828,93.188,0.0,0.0,1.028,13142563.0,12763111.0,0.0,8192.0,1541229491.058
3.197,2.941,92.967,0.0,0.0,0.895,13145296.0,12756780.0,0.0,0.0,1541229492.057
3.372,2.724,93.126,0.0,0.0,0.778,13109502.0,12723268.0,0.0,0.0,1541229493.057
3.218,3.604,92.021,0.0,0.0,1.158,13183464.0,12791203.0,0.0,0.0,1541229494.057
