"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Middleware1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n -d --output dstat_mw1_ratio_0:1_vc_24_worker_16_rep_1.csv -T 1 60",,,,"Date:","03 Nov 2018 08:59:21 UTC"

"total cpu usage",,,,,,"net/total",,"dsk/total",,"epoch"
"usr","sys","idl","wai","hiq","siq","recv","send","read","writ","epoch"
1.512,1.154,97.006,0.072,0.0,0.257,0.0,0.0,8215.547,194840.481,1541235561.153
43.855,5.866,47.765,0.0,0.0,2.514,12194494.0,11905983.0,0.0,0.0,1541235562.154
26.144,3.922,67.843,0.0,0.0,2.092,13543768.0,13382023.0,0.0,0.0,1541235563.154
8.965,2.525,84.848,0.0,0.0,3.662,13140328.0,12972649.0,0.0,12288.0,1541235564.154
4.161,2.270,91.299,0.0,0.0,2.270,13129650.0,12938456.0,0.0,0.0,1541235565.154
2.665,2.792,91.878,0.0,0.0,2.665,13139148.0,12947664.0,0.0,0.0,1541235566.154
3.157,3.535,91.793,0.0,0.0,1.515,13140656.0,12948332.0,0.0,0.0,1541235567.154
4.678,3.034,89.760,0.0,0.0,2.528,13132433.0,12935558.0,0.0,0.0,1541235568.154
4.225,2.305,91.421,0.0,0.0,2.049,13130275.0,12932909.0,0.0,0.0,1541235569.154
2.299,2.682,91.826,1.405,0.0,1.788,13139594.0,12942859.0,0.0,77824.0,1541235570.154
2.405,3.165,92.658,0.0,0.0,1.772,13136517.0,12946322.0,0.0,0.0,1541235571.154
3.030,3.030,92.298,0.0,0.0,1.641,13134988.0,12943825.0,0.0,0.0,1541235572.154
3.279,2.774,91.425,0.0,0.0,2.522,13139834.0,12947511.0,0.0,0.0,1541235573.154
3.023,2.519,92.191,0.0,0.0,2.267,13127205.0,12930838.0,0.0,0.0,1541235574.154
2.528,2.528,92.668,0.0,0.0,2.276,13128927.0,12935485.0,0.0,4096.0,1541235575.154
3.388,3.262,91.468,0.0,0.0,1.882,13138726.0,12945727.0,0.0,0.0,1541235576.154
2.658,2.785,92.532,0.0,0.0,2.025,13136749.0,12946611.0,0.0,0.0,1541235577.154
3.275,3.401,91.562,0.0,0.0,1.763,13130678.0,12937262.0,0.0,0.0,1541235578.154
3.254,3.379,91.114,0.0,0.0,2.253,13145252.0,12956880.0,0.0,0.0,1541235579.154
2.273,2.778,92.424,0.0,0.0,2.525,13133134.0,12937059.0,0.0,0.0,1541235580.154
3.137,3.137,91.970,0.0,0.0,1.757,13128794.0,12937806.0,0.0,0.0,1541235581.154
2.668,2.414,92.630,0.0,0.0,2.287,13139317.0,12944237.0,0.0,0.0,1541235582.154
1.554,2.202,94.560,0.0,0.0,1.684,13132339.0,12918606.0,0.0,0.0,1541235583.154
2.919,2.665,93.020,0.0,0.0,1.396,13131566.0,12940764.0,0.0,0.0,1541235584.155
2.581,2.581,93.032,0.0,0.0,1.806,13142723.0,12948899.0,0.0,0.0,1541235585.155
3.544,3.038,91.392,0.0,0.0,2.025,13139159.0,12951744.0,0.0,0.0,1541235586.155
1.793,2.689,93.726,0.0,0.0,1.793,13132349.0,12942209.0,0.0,0.0,1541235587.155
3.518,3.141,91.583,0.0,0.0,1.759,13144718.0,12953650.0,0.0,0.0,1541235588.154
2.033,3.050,93.011,0.0,0.0,1.906,13135619.0,12940841.0,0.0,0.0,1541235589.154
2.174,2.430,93.478,0.0,0.0,1.918,13127821.0,12930321.0,0.0,32768.0,1541235590.154
2.662,2.662,92.649,0.0,0.0,2.028,13142201.0,12956401.0,0.0,0.0,1541235591.154
1.913,3.061,93.367,0.0,0.0,1.658,13134989.0,12941987.0,0.0,0.0,1541235592.154
2.638,3.392,91.709,0.0,0.0,2.261,13135141.0,12948573.0,0.0,0.0,1541235593.154
2.302,2.430,93.606,0.0,0.0,1.662,13139463.0,12944717.0,0.0,0.0,1541235594.154
