"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Server1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n --output dstat_server1_ratio_0:1_vc_32_worker_16_rep_3.csv -T 1 60",,,,"Date:","03 Nov 2018 09:37:01 UTC"

"total cpu usage",,,,,,"net/total",,"epoch"
"usr","sys","idl","wai","hiq","siq","recv","send","epoch"
1.511,2.515,95.140,0.542,0.0,0.292,0.0,0.0,1541237821.311
2.041,7.143,89.796,0.0,0.0,1.020,427126.0,11728850.0,1541237822.312
3.191,4.255,92.553,0.0,0.0,0.0,458212.0,12499558.0,1541237823.312
1.053,6.316,92.632,0.0,0.0,0.0,467869.0,12499225.0,1541237824.312
1.031,6.186,91.753,0.0,0.0,1.031,474323.0,12696319.0,1541237825.312
3.191,5.319,91.489,0.0,0.0,0.0,464411.0,12498424.0,1541237826.312
0.0,8.333,91.667,0.0,0.0,0.0,471014.0,12501948.0,1541237827.312
2.083,4.167,92.708,0.0,0.0,1.042,462379.0,12694293.0,1541237828.312
1.053,6.316,92.632,0.0,0.0,0.0,451412.0,12500008.0,1541237829.312
1.042,5.208,92.708,0.0,0.0,1.042,452442.0,12500041.0,1541237830.312
3.030,8.081,88.889,0.0,0.0,0.0,451891.0,12500722.0,1541237831.312
3.960,9.901,86.139,0.0,0.0,0.0,453218.0,12500136.0,1541237832.312
1.020,8.163,90.816,0.0,0.0,0.0,453839.0,12499752.0,1541237833.312
1.042,6.250,92.708,0.0,0.0,0.0,450042.0,12441302.0,1541237834.311
3.030,8.081,88.889,0.0,0.0,0.0,456936.0,12558492.0,1541237835.312
2.083,6.250,90.625,0.0,0.0,1.042,443527.0,12500516.0,1541237836.312
0.0,6.186,92.784,0.0,0.0,1.031,451545.0,12499368.0,1541237837.312
2.105,5.263,92.632,0.0,0.0,0.0,452412.0,12500636.0,1541237838.312
1.053,4.211,94.737,0.0,0.0,0.0,451940.0,12499526.0,1541237839.312
1.010,7.071,90.909,0.0,0.0,1.010,447804.0,12500242.0,1541237840.312
2.105,7.368,89.474,0.0,0.0,1.053,466143.0,12499867.0,1541237841.311
2.041,6.122,91.837,0.0,0.0,0.0,447995.0,12500349.0,1541237842.311
1.031,7.216,91.753,0.0,0.0,0.0,458911.0,12499788.0,1541237843.311
2.105,7.368,90.526,0.0,0.0,0.0,465407.0,12499234.0,1541237844.312
1.064,4.255,91.489,2.128,0.0,1.064,446831.0,12500844.0,1541237845.312
1.031,8.247,89.691,0.0,0.0,1.031,463731.0,12695355.0,1541237846.312
2.083,6.250,91.667,0.0,0.0,0.0,473481.0,12695052.0,1541237847.312
1.031,7.216,91.753,0.0,0.0,0.0,458973.0,12499943.0,1541237848.312
1.020,7.143,90.816,0.0,0.0,1.020,452201.0,12498295.0,1541237849.312
1.064,5.319,93.617,0.0,0.0,0.0,459432.0,12501146.0,1541237850.312
0.0,7.368,91.579,0.0,0.0,1.053,454887.0,12499096.0,1541237851.312
2.020,7.071,90.909,0.0,0.0,0.0,454356.0,12501579.0,1541237852.312
2.041,6.122,90.816,0.0,0.0,1.020,448490.0,12499959.0,1541237853.312
1.031,7.216,91.753,0.0,0.0,0.0,446382.0,12499067.0,1541237854.312
2.105,3.158,93.684,0.0,0.0,1.053,455864.0,12499999.0,1541237855.312
1.042,8.333,90.625,0.0,0.0,0.0,463560.0,12500653.0,1541237856.315
2.020,8.081,87.879,0.0,0.0,2.020,461555.0,12499412.0,1541237857.312
1.053,5.263,93.684,0.0,0.0,0.0,463858.0,12500993.0,1541237858.312
2.105,8.421,88.421,0.0,0.0,1.053,462464.0,12499260.0,1541237859.312
2.105,6.316,91.579,0.0,0.0,0.0,452207.0,12499249.0,1541237860.312
2.062,6.186,91.753,0.0,0.0,0.0,459294.0,12695820.0,1541237861.312
2.105,5.263,91.579,0.0,0.0,1.053,448872.0,12499510.0,1541237862.312
2.128,4.255,93.617,0.0,0.0,0.0,447985.0,12499945.0,1541237863.312
1.010,8.081,89.899,0.0,0.0,1.010,445329.0,12500889.0,1541237864.312
1.053,4.211,93.684,0.0,0.0,1.053,455408.0,12499691.0,1541237865.312
2.062,7.216,90.722,0.0,0.0,0.0,475772.0,12695554.0,1541237866.311
2.062,7.216,90.722,0.0,0.0,0.0,445683.0,12499903.0,1541237867.312
1.064,4.255,94.681,0.0,0.0,0.0,448982.0,12498213.0,1541237868.312
2.083,5.208,92.708,0.0,0.0,0.0,460809.0,12696256.0,1541237869.312
1.042,6.250,92.708,0.0,0.0,0.0,451385.0,12500631.0,1541237870.312
1.064,4.255,94.681,0.0,0.0,0.0,451890.0,12499321.0,1541237871.312
4.167,7.292,86.458,0.0,0.0,2.083,468127.0,12500120.0,1541237872.312
1.042,5.208,92.708,0.0,0.0,1.042,459556.0,12500395.0,1541237873.312
1.053,4.211,94.737,0.0,0.0,0.0,443763.0,12499472.0,1541237874.312
1.042,6.250,88.542,3.125,0.0,1.042,446972.0,12500189.0,1541237875.312
1.031,6.186,92.784,0.0,0.0,0.0,445800.0,12502668.0,1541237876.312
1.031,10.309,88.660,0.0,0.0,0.0,455264.0,12497211.0,1541237877.312
4.167,4.167,90.625,0.0,0.0,1.042,475375.0,12695184.0,1541237878.312
1.053,5.263,93.684,0.0,0.0,0.0,461038.0,12500383.0,1541237879.312
0.0,8.247,90.722,0.0,0.0,1.031,453933.0,12499620.0,1541237880.312
3.093,5.155,90.722,0.0,0.0,1.031,457324.0,12500662.0,1541237881.312
