"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Middleware1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n -d --output dstat_mw1_ratio_0:1_vc_16_worker_64_rep_3.csv -T 1 60",,,,"Date:","03 Nov 2018 08:36:05 UTC"

"total cpu usage",,,,,,"net/total",,"dsk/total",,"epoch"
"usr","sys","idl","wai","hiq","siq","recv","send","read","writ","epoch"
1.321,1.001,97.389,0.073,0.0,0.216,0.0,0.0,8509.947,186079.997,1541234165.757
46.133,6.630,44.061,0.0,0.0,3.177,12038284.0,11685761.0,0.0,0.0,1541234166.758
37.247,3.779,56.680,0.0,0.0,2.294,13322114.0,12988162.0,0.0,0.0,1541234167.758
12.368,2.763,83.947,0.0,0.0,0.921,13156141.0,12841602.0,0.0,0.0,1541234168.758
2.030,2.919,93.655,0.0,0.0,1.396,13136160.0,12797897.0,0.0,0.0,1541234169.758
2.402,3.161,92.920,0.0,0.0,1.517,13138415.0,12794738.0,0.0,0.0,1541234170.758
2.290,2.672,94.020,0.0,0.0,1.018,13127350.0,12779347.0,0.0,8192.0,1541234171.758
2.545,2.799,93.384,0.0,0.0,1.272,13139250.0,12816257.0,0.0,0.0,1541234172.758
2.038,3.057,93.758,0.0,0.0,1.146,13140814.0,12799276.0,0.0,0.0,1541234173.758
2.281,2.915,93.663,0.0,0.0,1.141,13131808.0,12801755.0,0.0,0.0,1541234174.758
3.026,3.909,91.929,0.0,0.0,1.135,13335146.0,12986177.0,0.0,0.0,1541234175.758
2.405,2.785,93.418,0.0,0.0,1.392,13142869.0,12804081.0,0.0,4096.0,1541234176.758
3.283,3.030,92.677,0.0,0.0,1.010,13337877.0,12999324.0,0.0,0.0,1541234177.758
2.500,3.375,92.375,0.0,0.0,1.750,13131415.0,12803138.0,0.0,0.0,1541234178.758
3.388,3.262,92.221,0.0,0.0,1.129,13137536.0,12805428.0,0.0,0.0,1541234179.758
3.270,3.270,92.579,0.0,0.0,0.881,13135366.0,12798651.0,0.0,0.0,1541234180.758
2.535,3.042,93.283,0.0,0.0,1.141,13132783.0,12782615.0,0.0,0.0,1541234181.758
4.689,3.042,90.621,0.0,0.0,1.648,13346556.0,12986395.0,0.0,0.0,1541234182.758
2.513,3.015,92.839,0.0,0.0,1.633,13139073.0,12795339.0,0.0,0.0,1541234183.758
2.168,2.679,93.878,0.0,0.0,1.276,13129411.0,12797719.0,0.0,0.0,1541234184.758
2.548,2.293,93.631,0.0,0.0,1.529,13140691.0,12814577.0,0.0,0.0,1541234185.758
4.051,3.165,91.266,0.0,0.0,1.519,13136013.0,12804212.0,0.0,0.0,1541234186.758
2.278,2.911,93.038,0.0,0.0,1.772,13332815.0,12989223.0,0.0,0.0,1541234187.758
2.408,3.042,93.283,0.0,0.0,1.267,13136071.0,12811334.0,0.0,0.0,1541234188.758
2.922,2.541,93.139,0.0,0.0,1.398,13140250.0,12801731.0,0.0,0.0,1541234189.758
3.690,2.545,92.494,0.0,0.0,1.272,13128693.0,12794767.0,0.0,0.0,1541234190.758
2.788,2.662,93.283,0.0,0.0,1.267,13135524.0,12789557.0,0.0,0.0,1541234191.758
