"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Middleware1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n -d --output dstat_mw1_ratio_1:0_vc_4_worker_8_rep_2.csv -T 1 60",,,,"Date:","03 Nov 2018 06:54:37 UTC"

"total cpu usage",,,,,,"net/total",,"dsk/total",,"epoch"
"usr","sys","idl","wai","hiq","siq","recv","send","read","writ","epoch"
0.536,0.395,98.941,0.083,0.0,0.045,0.0,0.0,10087.036,157145.459,1541228077.519
48.808,6.031,43.478,0.0,0.0,1.683,12075029.0,11696257.0,0.0,0.0,1541228078.520
35.484,6.452,56.522,0.0,0.0,1.543,20347345.0,19761323.0,0.0,0.0,1541228079.520
13.606,5.152,80.845,0.0,0.0,0.396,24046218.0,23319906.0,0.0,0.0,1541228080.520
7.652,5.837,86.122,0.0,0.0,0.389,25663688.0,24918444.0,0.0,0.0,1541228081.520
5.921,4.605,88.816,0.0,0.0,0.658,24696234.0,23973358.0,0.0,0.0,1541228082.520
5.767,4.980,88.860,0.0,0.0,0.393,23558853.0,22825136.0,0.0,8192.0,1541228083.520
5.852,4.941,88.557,0.0,0.0,0.650,24753717.0,24042871.0,0.0,0.0,1541228084.520
7.330,4.581,87.435,0.0,0.0,0.654,25189000.0,24424184.0,0.0,0.0,1541228085.520
6.013,4.314,89.150,0.0,0.0,0.523,24569938.0,23834045.0,0.0,0.0,1541228086.520
4.617,5.013,89.974,0.0,0.0,0.396,23099413.0,22418342.0,0.0,0.0,1541228087.520
6.581,5.677,86.968,0.0,0.0,0.774,25027636.0,24281489.0,0.0,8192.0,1541228088.520
6.623,5.195,87.403,0.0,0.0,0.779,23844970.0,23141277.0,0.0,0.0,1541228089.520
7.455,4.756,87.147,0.0,0.0,0.643,23891301.0,23167692.0,0.0,0.0,1541228090.520
7.564,5.897,85.769,0.0,0.0,0.769,24539174.0,23825645.0,0.0,0.0,1541228091.520
7.170,5.250,86.556,0.0,0.0,1.024,23530115.0,22842053.0,0.0,0.0,1541228092.520
5.202,5.462,88.557,0.0,0.0,0.780,24474630.0,23761399.0,0.0,0.0,1541228093.520
6.510,4.557,88.411,0.0,0.0,0.521,25014063.0,24289968.0,0.0,0.0,1541228094.520
5.166,5.166,88.609,0.0,0.0,1.060,27657476.0,26809706.0,0.0,0.0,1541228095.520
5.960,3.974,89.801,0.0,0.0,0.265,25337950.0,24593637.0,0.0,0.0,1541228096.520
5.249,4.987,88.976,0.0,0.0,0.787,24464196.0,23752112.0,0.0,0.0,1541228097.520
5.277,4.617,89.578,0.0,0.0,0.528,25051153.0,24286023.0,0.0,0.0,1541228098.520
4.595,3.649,91.216,0.270,0.0,0.270,24289571.0,23609045.0,0.0,86016.0,1541228099.520
4.503,4.636,90.331,0.0,0.0,0.530,24757826.0,23987066.0,0.0,0.0,1541228100.520
6.068,6.827,86.220,0.0,0.0,0.885,25150686.0,24406995.0,0.0,0.0,1541228101.520
