"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Middleware1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n -d --output dstat_mw1_ratio_0:1_vc_2_worker_16_rep_2.csv -T 1 60",,,,"Date:","03 Nov 2018 06:41:42 UTC"

"total cpu usage",,,,,,"net/total",,"dsk/total",,"epoch"
"usr","sys","idl","wai","hiq","siq","recv","send","read","writ","epoch"
0.452,0.338,99.086,0.085,0.0,0.039,0.0,0.0,10330.722,155625.363,1541227302.590
44.751,4.834,48.343,0.414,0.0,1.657,10262816.0,9944706.0,0.0,4096.0,1541227303.591
28.163,4.490,66.395,0.0,0.0,0.952,13604333.0,13216352.0,0.0,0.0,1541227304.591
11.125,4.140,84.217,0.0,0.0,0.517,13136895.0,12751205.0,0.0,53248.0,1541227305.591
5.782,3.811,90.013,0.0,0.0,0.394,13131418.0,12744526.0,0.0,0.0,1541227306.591
3.243,3.761,92.607,0.0,0.0,0.389,13142328.0,12755135.0,0.0,0.0,1541227307.591
3.117,3.117,93.506,0.0,0.0,0.260,13138430.0,12751590.0,0.0,0.0,1541227308.591
2.956,3.856,92.674,0.0,0.0,0.514,13132103.0,12745317.0,0.0,0.0,1541227309.591
3.871,2.968,92.903,0.0,0.0,0.258,13144225.0,12755698.0,0.0,8192.0,1541227310.591
3.479,3.866,92.397,0.0,0.0,0.258,13139841.0,12751259.0,0.0,0.0,1541227311.591
2.611,3.394,93.864,0.0,0.0,0.131,13135362.0,12748722.0,0.0,0.0,1541227312.591
3.747,3.488,92.636,0.0,0.0,0.129,13143436.0,12756371.0,0.0,0.0,1541227313.591
3.125,2.604,93.880,0.0,0.0,0.391,13136568.0,12752410.0,0.0,0.0,1541227314.591
2.999,2.868,93.872,0.0,0.0,0.261,13132839.0,12744443.0,0.0,4096.0,1541227315.591
4.359,3.333,92.051,0.0,0.0,0.256,13141677.0,12752732.0,0.0,0.0,1541227316.591
3.713,3.841,92.318,0.0,0.0,0.128,13138532.0,12743160.0,0.0,0.0,1541227317.591
2.211,3.641,94.018,0.0,0.0,0.130,13106623.0,12720601.0,0.0,0.0,1541227318.591
4.113,3.599,92.031,0.0,0.0,0.257,13170835.0,12780396.0,0.0,0.0,1541227319.591
3.448,4.342,92.082,0.0,0.0,0.128,13139433.0,12753875.0,0.0,0.0,1541227320.591
2.724,3.372,93.515,0.0,0.0,0.389,13138703.0,12751679.0,0.0,0.0,1541227321.591
3.113,3.372,93.256,0.0,0.0,0.259,13061201.0,12672468.0,0.0,0.0,1541227322.591
3.831,3.704,92.082,0.0,0.0,0.383,13214633.0,12822461.0,0.0,0.0,1541227323.591
3.462,3.718,92.308,0.0,0.0,0.513,13134460.0,12748980.0,0.0,0.0,1541227324.591
4.247,3.732,91.763,0.0,0.0,0.257,13138991.0,12751930.0,0.0,0.0,1541227325.591
3.368,4.016,92.228,0.0,0.0,0.389,13136640.0,12748150.0,0.0,0.0,1541227326.591
4.236,3.851,91.656,0.0,0.0,0.257,13136305.0,12747815.0,0.0,0.0,1541227327.591
3.243,3.372,93.256,0.0,0.0,0.130,13136687.0,12751092.0,0.0,0.0,1541227328.591
3.475,3.732,92.535,0.0,0.0,0.257,13135273.0,12746783.0,0.0,0.0,1541227329.591
4.302,3.259,92.177,0.0,0.0,0.261,13136736.0,12751124.0,0.0,0.0,1541227330.591
3.125,3.255,93.620,0.0,0.0,0.0,13136917.0,12747080.0,0.0,0.0,1541227331.591
2.086,3.781,93.872,0.0,0.0,0.261,13136269.0,12750579.0,0.0,0.0,1541227332.591
3.470,3.856,92.416,0.257,0.0,0.0,13135086.0,12746596.0,0.0,53248.0,1541227333.591
3.329,3.841,92.574,0.0,0.0,0.256,13136756.0,12746895.0,0.0,0.0,1541227334.591
3.097,2.968,93.290,0.0,0.0,0.645,13130370.0,12743478.0,0.0,9347072.0,1541227335.591
2.964,3.608,93.170,0.0,0.0,0.258,13137985.0,12753761.0,0.0,0.0,1541227336.591
2.839,4.0,92.903,0.0,0.0,0.258,13137699.0,12749304.0,0.0,0.0,1541227337.591
2.618,2.618,94.634,0.0,0.0,0.131,13137440.0,12748950.0,0.0,0.0,1541227338.591
2.727,3.117,94.026,0.0,0.0,0.130,13136918.0,12744074.0,0.0,0.0,1541227339.591
2.228,3.277,94.364,0.0,0.0,0.131,13138081.0,12754068.0,0.0,0.0,1541227340.591
3.470,3.213,92.931,0.0,0.0,0.386,13135210.0,12736775.0,0.0,0.0,1541227341.591
2.720,3.109,93.782,0.0,0.0,0.389,13137875.0,12753729.0,0.0,0.0,1541227342.591
