"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Middleware1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n -d --output dstat_mw1_ratio_1:0_vc_24_worker_16_rep_2.csv -T 1 60",,,,"Date:","03 Nov 2018 08:43:21 UTC"

"total cpu usage",,,,,,"net/total",,"dsk/total",,"epoch"
"usr","sys","idl","wai","hiq","siq","recv","send","read","writ","epoch"
1.366,1.031,97.310,0.073,0.0,0.221,0.0,0.0,8415.745,188328.143,1541234601.637
48.261,8.901,40.195,0.0,0.0,2.643,15331388.0,14535615.0,0.0,0.0,1541234602.638
43.099,9.859,43.803,0.0,0.0,3.239,28214608.0,27234874.0,0.0,0.0,1541234603.638
13.539,10.456,74.397,0.0,0.0,1.609,38772918.0,37544882.0,0.0,0.0,1541234604.638
9.769,9.905,78.969,0.0,0.0,1.357,37010151.0,35746777.0,0.0,0.0,1541234605.638
13.425,8.904,75.753,0.0,0.0,1.918,37158845.0,36032174.0,0.0,8192.0,1541234606.638
12.097,10.215,75.538,0.0,0.0,2.151,38313981.0,37159712.0,0.0,0.0,1541234607.638
11.081,8.411,79.039,0.0,0.0,1.469,34988332.0,33734063.0,0.0,0.0,1541234608.638
11.186,9.838,77.089,0.0,0.0,1.887,39280446.0,38151613.0,0.0,0.0,1541234609.638
10.604,8.725,78.658,0.0,0.0,2.013,37994865.0,36706756.0,0.0,0.0,1541234610.638
10.428,10.428,77.807,0.0,0.0,1.337,38157897.0,37123329.0,0.0,4096.0,1541234611.638
13.208,9.569,75.741,0.0,0.0,1.482,40232999.0,38973269.0,0.0,0.0,1541234612.638
10.561,9.091,78.743,0.0,0.0,1.604,36762180.0,35649177.0,0.0,0.0,1541234613.638
10.232,10.232,77.626,0.0,0.0,1.910,39225368.0,37988797.0,0.0,0.0,1541234614.638
8.799,8.939,80.726,0.0,0.0,1.536,40023193.0,38842297.0,0.0,0.0,1541234615.638
9.302,8.755,80.027,0.0,0.0,1.915,37360104.0,36192086.0,0.0,0.0,1541234616.638
9.392,8.011,81.077,0.0,0.0,1.519,39188088.0,37994177.0,0.0,0.0,1541234617.638
10.890,9.695,78.353,0.0,0.0,1.062,39085100.0,37802660.0,0.0,0.0,1541234618.638
9.467,9.867,78.533,0.0,0.0,2.133,36916834.0,35866328.0,0.0,0.0,1541234619.638
10.476,10.068,77.551,0.0,0.0,1.905,39654321.0,38343777.0,0.0,0.0,1541234620.638
9.615,9.615,78.846,0.0,0.0,1.923,39943585.0,38717531.0,0.0,0.0,1541234621.638
10.526,9.447,78.543,0.0,0.0,1.484,38227568.0,36954474.0,0.0,0.0,1541234622.638
10.298,9.214,78.726,0.271,0.0,1.491,38753333.0,37653794.0,0.0,69632.0,1541234623.638
9.066,9.615,79.808,0.0,0.0,1.511,40171780.0,38853583.0,0.0,0.0,1541234624.638
9.576,9.029,78.933,0.0,0.0,2.462,38155286.0,36994751.0,0.0,0.0,1541234625.639
9.796,9.252,79.728,0.0,0.0,1.224,39602471.0,38415656.0,0.0,0.0,1541234626.638
10.583,10.448,77.476,0.0,0.0,1.493,41747629.0,40480718.0,0.0,61440.0,1541234627.638
9.392,8.425,80.663,0.0,0.0,1.519,38395735.0,37231080.0,0.0,0.0,1541234628.643
11.876,9.987,76.248,0.0,0.0,1.889,39807007.0,38560642.0,0.0,0.0,1541234629.638
11.007,9.396,77.852,0.0,0.0,1.745,40487560.0,39227587.0,0.0,0.0,1541234630.638
10.933,9.733,76.800,0.0,0.0,2.533,40747887.0,39498946.0,0.0,0.0,1541234631.638
10.095,9.413,78.990,0.273,0.0,1.228,39000639.0,37860045.0,0.0,24870912.0,1541234632.646
9.621,10.027,78.184,0.0,0.0,2.168,37720571.0,36490492.0,0.0,0.0,1541234633.638
10.569,8.537,79.810,0.0,0.0,1.084,38267890.0,37098298.0,0.0,0.0,1541234634.638
11.008,11.538,75.066,0.0,0.0,2.387,41851846.0,40556497.0,0.0,0.0,1541234635.638
10.748,9.252,78.776,0.0,0.0,1.224,40105089.0,38855388.0,0.0,0.0,1541234636.638
8.955,9.634,79.783,0.0,0.0,1.628,38332135.0,37133995.0,0.0,4399104.0,1541234637.638
9.492,8.957,80.080,0.0,0.0,1.471,36212070.0,35076713.0,0.0,0.0,1541234638.638
9.569,9.704,78.706,0.0,0.0,2.022,40224749.0,38967814.0,0.0,0.0,1541234639.638
9.379,8.138,80.276,0.0,0.0,2.207,38385544.0,37096812.0,0.0,0.0,1541234640.638
