"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Middleware1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n -d --output dstat_mw1_ratio_1:0_vc_16_worker_64_rep_3.csv -T 1 60",,,,"Date:","03 Nov 2018 08:18:49 UTC"

"total cpu usage",,,,,,"net/total",,"dsk/total",,"epoch"
"usr","sys","idl","wai","hiq","siq","recv","send","read","writ","epoch"
1.249,0.955,97.537,0.075,0.0,0.184,0.0,0.0,8742.629,184741.899,1541233129.372
47.653,7.681,41.536,0.427,0.0,2.703,11641795.0,11083344.0,0.0,65536.0,1541233130.373
45.152,11.722,38.061,0.0,0.0,5.065,21958377.0,21281703.0,0.0,0.0,1541233131.373
18.863,12.899,64.771,0.0,0.0,3.467,35467992.0,34267216.0,0.0,65536.0,1541233132.373
10.425,14.952,70.919,0.0,0.0,3.704,34841039.0,33891654.0,0.0,0.0,1541233133.373
11.699,12.674,71.727,0.0,0.0,3.900,34092335.0,33030330.0,0.0,0.0,1541233134.373
13.205,12.380,70.289,0.0,0.0,4.127,36718874.0,35573171.0,0.0,0.0,1541233135.373
10.912,12.983,71.133,0.0,0.0,4.972,35686310.0,34766015.0,0.0,0.0,1541233136.373
12.399,12.129,71.968,0.0,0.0,3.504,34601815.0,33643332.0,0.0,4096.0,1541233137.373
11.853,13.079,71.117,0.0,0.0,3.951,37390803.0,36105737.0,0.0,0.0,1541233138.373
10.989,13.324,72.253,0.0,0.0,3.434,34528715.0,33538710.0,0.0,0.0,1541233139.373
12.943,13.215,69.619,0.0,0.0,4.223,38485695.0,37338020.0,0.0,0.0,1541233140.376
11.653,13.686,70.325,0.0,0.0,4.336,39477945.0,38322002.0,0.0,0.0,1541233141.373
13.172,12.634,70.565,0.0,0.0,3.629,36837236.0,35559545.0,0.0,0.0,1541233142.373
12.570,14.106,69.693,0.0,0.0,3.631,38250287.0,37103004.0,0.0,0.0,1541233143.373
10.345,13.241,72.552,0.0,0.0,3.862,37451540.0,36269702.0,0.0,0.0,1541233144.373
11.740,14.088,69.475,0.0,0.0,4.696,37957379.0,36956514.0,0.0,0.0,1541233145.373
11.003,13.092,71.170,0.0,0.0,4.735,37126528.0,35911601.0,0.0,0.0,1541233146.373
11.813,12.637,71.703,0.0,0.0,3.846,37896682.0,36844656.0,0.0,0.0,1541233147.373
10.618,13.441,72.177,0.0,0.0,3.763,36526083.0,35387356.0,0.0,0.0,1541233148.373
12.772,13.723,69.837,0.0,0.0,3.668,36539273.0,35518576.0,0.0,0.0,1541233149.373
10.232,14.052,72.306,0.0,0.0,3.411,37777049.0,36543044.0,0.0,0.0,1541233150.373
10.260,13.953,72.777,0.0,0.0,3.010,39119900.0,38023560.0,0.0,0.0,1541233151.377
10.929,13.115,71.721,0.0,0.0,4.235,37417524.0,36473505.0,0.0,0.0,1541233152.383
12.067,13.454,70.042,0.0,0.0,4.438,34127548.0,33024275.0,0.0,0.0,1541233153.373
10.833,12.917,72.222,0.0,0.0,4.028,37573185.0,36327766.0,0.0,0.0,1541233154.373
10.264,13.037,73.370,0.0,0.0,3.329,39131950.0,37960692.0,0.0,0.0,1541233155.373
12.067,12.205,72.816,0.0,0.0,2.913,38579622.0,37486729.0,0.0,0.0,1541233156.373
11.780,13.788,70.817,0.0,0.0,3.614,38695337.0,37531722.0,0.0,32768.0,1541233157.374
11.733,13.370,71.214,0.0,0.0,3.683,39142583.0,37899350.0,0.0,0.0,1541233158.373
9.306,13.750,72.778,0.0,0.0,4.167,37533773.0,36482504.0,0.0,0.0,1541233159.373
11.308,14.441,70.300,0.272,0.0,3.678,38154658.0,37111102.0,0.0,57344.0,1541233160.373
10.685,14.795,70.959,0.0,0.0,3.562,36640176.0,35601810.0,0.0,0.0,1541233161.373
10.585,14.763,70.891,0.0,0.0,3.760,38738038.0,37643322.0,0.0,0.0,1541233162.377
10.689,13.080,72.574,0.141,0.0,3.516,37602599.0,36500210.0,0.0,25591808.0,1541233163.373
10.799,13.324,72.090,0.0,0.0,3.787,38028454.0,36858976.0,0.0,0.0,1541233164.373
12.259,13.085,71.212,0.0,0.0,3.444,39851030.0,38692702.0,0.0,0.0,1541233165.373
9.695,13.573,73.546,0.0,0.0,3.186,37656030.0,36500535.0,0.0,0.0,1541233166.373
11.421,13.928,71.866,0.0,0.0,2.786,39565785.0,38548619.0,0.0,0.0,1541233167.373
9.431,12.621,74.480,0.0,0.0,3.467,36162550.0,34985306.0,0.0,0.0,1541233168.373
10.897,13.793,71.724,0.0,0.0,3.586,38693169.0,37603439.0,0.0,0.0,1541233169.373
10.153,12.796,73.574,0.0,0.0,3.477,37041207.0,35968371.0,0.0,0.0,1541233170.373
12.432,10.946,73.378,0.0,0.0,3.243,37645765.0,36533498.0,0.0,0.0,1541233171.373
10.700,13.032,73.937,0.0,0.0,2.332,38363699.0,37225500.0,0.0,0.0,1541233172.373
11.111,12.894,72.702,0.0,0.0,3.292,37865781.0,36694532.0,0.0,0.0,1541233173.373
10.734,13.587,71.739,0.0,0.0,3.940,36383112.0,35376189.0,0.0,0.0,1541233174.373
11.080,13.184,71.669,0.0,0.0,4.067,36776005.0,35661947.0,0.0,0.0,1541233175.373
9.861,12.778,73.750,0.0,0.0,3.611,37455602.0,36468893.0,0.0,0.0,1541233176.373
11.035,12.943,72.480,0.0,0.0,3.542,38086336.0,36992947.0,0.0,0.0,1541233177.374
9.959,12.824,73.806,0.0,0.0,3.411,36032123.0,34805435.0,0.0,0.0,1541233178.373
10.569,13.686,72.900,0.0,0.0,2.846,38353803.0,37152757.0,0.0,0.0,1541233179.373
11.741,12.416,72.065,0.0,0.0,3.779,36357208.0,35413342.0,0.0,0.0,1541233180.373
10.882,14.325,71.763,0.0,0.0,3.030,36757240.0,35510829.0,0.0,0.0,1541233181.374
9.823,12.278,74.488,0.0,0.0,3.411,35879717.0,34801764.0,0.0,0.0,1541233182.373
10.055,12.672,73.554,0.0,0.0,3.719,35860481.0,34827362.0,0.0,0.0,1541233183.373
10.724,14.206,71.448,0.0,0.0,3.621,40552824.0,39237397.0,0.0,0.0,1541233184.375
11.126,13.049,72.527,0.0,0.0,3.297,37417748.0,36402560.0,0.0,0.0,1541233185.373
10.541,12.963,73.219,0.0,0.0,3.276,39473170.0,38309711.0,0.0,0.0,1541233186.373
11.485,13.445,71.569,0.0,0.0,3.501,40515829.0,39297901.0,0.0,0.0,1541233187.373
11.606,12.551,71.255,0.0,0.0,4.588,38372092.0,37408540.0,0.0,20480.0,1541233188.373
12.329,12.603,70.137,0.0,0.0,4.932,35844680.0,34892424.0,0.0,0.0,1541233189.373
