"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Middleware1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n -d --output dstat_mw1_ratio_1:0_vc_4_worker_16_rep_2.csv -T 1 60",,,,"Date:","03 Nov 2018 06:58:58 UTC"

"total cpu usage",,,,,,"net/total",,"dsk/total",,"epoch"
"usr","sys","idl","wai","hiq","siq","recv","send","read","writ","epoch"
0.579,0.426,98.863,0.083,0.0,0.049,0.0,0.0,10007.456,159037.819,1541228338.764
48.164,6.638,43.644,0.0,0.0,1.554,11751656.0,11459799.0,0.0,0.0,1541228339.764
37.645,7.558,51.599,0.291,0.0,2.907,19652954.0,19080280.0,0.0,65536.0,1541228340.765
15.172,8.414,75.172,0.0,0.0,1.241,30032556.0,29127140.0,0.0,0.0,1541228341.764
10.345,9.814,78.647,0.0,0.0,1.194,31954007.0,31004276.0,0.0,0.0,1541228342.765
9.812,9.140,79.704,0.0,0.0,1.344,31430815.0,30454044.0,0.0,0.0,1541228343.765
9.677,9.946,79.167,0.0,0.0,1.210,32311064.0,31419339.0,0.0,8192.0,1541228344.765
7.343,10.147,81.442,0.0,0.0,1.068,31754345.0,30808571.0,0.0,0.0,1541228345.765
9.840,11.170,77.527,0.0,0.0,1.463,34040248.0,33028112.0,0.0,0.0,1541228346.765
7.703,10.226,81.275,0.0,0.0,0.797,32956043.0,31974872.0,0.0,0.0,1541228347.765
10.700,8.587,79.524,0.0,0.0,1.189,31707455.0,30775639.0,0.0,0.0,1541228348.765
8.564,10.408,79.447,0.0,0.0,1.581,34330814.0,33271439.0,0.0,4096.0,1541228349.765
10.875,10.080,78.117,0.0,0.0,0.928,35326461.0,34308273.0,0.0,0.0,1541228350.765
8.223,9.814,80.902,0.0,0.0,1.061,31925119.0,31024333.0,0.0,0.0,1541228351.764
7.867,10.400,80.400,0.0,0.0,1.333,35999037.0,34890767.0,0.0,0.0,1541228352.764
8.644,9.309,80.984,0.0,0.0,1.064,33768402.0,32782584.0,0.0,0.0,1541228353.765
9.128,8.992,80.654,0.0,0.0,1.226,36115311.0,35061375.0,0.0,0.0,1541228354.764
7.037,8.525,82.950,0.0,0.0,1.488,33392778.0,32421733.0,0.0,0.0,1541228355.764
9.163,9.827,79.416,0.0,0.0,1.594,35096159.0,33991549.0,0.0,0.0,1541228356.765
8.511,10.638,80.186,0.0,0.0,0.665,33886759.0,32880087.0,0.0,0.0,1541228357.765
8.345,8.614,81.561,0.0,0.0,1.480,33085892.0,32135354.0,0.0,0.0,1541228358.768
9.454,9.587,78.961,0.0,0.0,1.997,35106407.0,34076674.0,0.0,0.0,1541228359.764
