"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Server1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n --output dstat_server1_ratio_1:9_vc_2_worker_64_rep_2_sharded_true.csv -T 1 60",,,,"Date:","22 Nov 2018 12:17:01 UTC"

"total cpu usage",,,,,,"net/total",,"epoch"
"usr","sys","idl","wai","hiq","siq","recv","send","epoch"
1.568,2.257,93.243,1.895,0.0,1.037,0.0,0.0,1542889021.093
1.010,7.071,88.889,0.0,0.0,3.030,1594329.0,4138783.0,1542889022.094
0.0,1.053,96.842,0.0,0.0,2.105,1791633.0,4644873.0,1542889023.094
3.061,3.061,90.816,0.0,0.0,3.061,2336383.0,6191618.0,1542889024.094
1.020,3.061,92.857,0.0,0.0,3.061,2426197.0,6522927.0,1542889025.094
3.061,4.082,87.755,0.0,0.0,5.102,2767060.0,7419483.0,1542889026.094
0.0,6.122,88.776,0.0,0.0,5.102,3009578.0,8137983.0,1542889027.094
1.980,5.941,89.109,0.0,0.0,2.970,2666737.0,7126702.0,1542889028.094
1.020,4.082,91.837,0.0,0.0,3.061,2675752.0,7186802.0,1542889029.094
2.062,3.093,90.722,0.0,0.0,4.124,2619027.0,6997415.0,1542889030.094
4.040,4.040,87.879,0.0,0.0,4.040,2763014.0,7444898.0,1542889031.094
3.191,5.319,87.234,0.0,0.0,4.255,2579187.0,6882463.0,1542889032.094
1.031,4.124,88.660,3.093,0.0,3.093,2561235.0,6887160.0,1542889033.094
1.053,3.158,94.737,0.0,0.0,1.053,2653130.0,7115576.0,1542889034.094
1.020,4.082,90.816,0.0,0.0,4.082,2732675.0,7341785.0,1542889035.094
1.042,5.208,90.625,0.0,0.0,3.125,2644866.0,7079004.0,1542889036.094
4.040,6.061,87.879,0.0,0.0,2.020,2765294.0,7457788.0,1542889037.094
1.020,4.082,91.837,0.0,0.0,3.061,2795989.0,7488661.0,1542889038.094
1.020,4.082,91.837,0.0,0.0,3.061,2853251.0,7664955.0,1542889039.094
2.083,3.125,91.667,0.0,0.0,3.125,2624244.0,7048723.0,1542889040.094
