"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Client1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n --output dstat_client1_ratio_1:6_vc_2_worker_64_rep_2_sharded_false.csv -T 1 60",,,,"Date:","22 Nov 2018 12:44:27 UTC"

"total cpu usage",,,,,,"net/total",,"epoch"
"usr","sys","idl","wai","hiq","siq","recv","send","epoch"
1.090,1.458,95.714,0.811,0.0,0.927,0.0,0.0,1542890667.328
1.523,3.553,92.893,0.0,0.0,2.030,5345101.0,1044398.0,1542890668.329
0.510,2.551,92.857,0.0,0.0,4.082,5626337.0,1103772.0,1542890669.329
2.513,5.025,90.452,0.0,0.0,2.010,7253424.0,1416414.0,1542890670.329
2.591,4.663,92.228,0.0,0.0,0.518,7028774.0,1375069.0,1542890671.329
1.531,2.551,90.816,0.0,0.0,5.102,7692856.0,1498286.0,1542890672.329
1.932,6.280,86.473,0.0,0.0,5.314,7571108.0,1481544.0,1542890673.329
3.061,4.592,90.306,0.0,0.0,2.041,7923530.0,1548261.0,1542890674.329
1.036,2.073,92.746,0.0,0.0,4.145,7520497.0,1471385.0,1542890675.329
1.026,3.590,91.282,0.0,0.0,4.103,7266430.0,1412593.0,1542890676.329
4.412,3.431,87.255,0.0,0.0,4.902,7846593.0,1532920.0,1542890677.329
1.538,2.564,91.795,0.0,0.0,4.103,7753900.0,1509039.0,1542890678.329
2.475,3.465,89.109,0.0,0.0,4.950,7575574.0,1486049.0,1542890679.329
3.046,2.538,90.355,0.0,0.0,4.061,7907673.0,1543618.0,1542890680.329
3.0,4.0,89.0,0.0,0.0,4.0,7718987.0,1503405.0,1542890681.329
1.546,3.608,91.753,0.0,0.0,3.093,7606016.0,1487356.0,1542890682.329
2.564,3.590,91.282,0.0,0.0,2.564,7977151.0,1558324.0,1542890683.329
1.531,3.571,91.327,0.0,0.0,3.571,7858406.0,1533232.0,1542890684.329
2.604,1.562,93.229,0.0,0.0,2.604,7497289.0,1467103.0,1542890685.329
2.513,3.518,89.447,0.0,0.0,4.523,7098329.0,1389691.0,1542890686.329
3.046,4.061,90.355,0.0,0.0,2.538,7792843.0,1514560.0,1542890687.329
3.030,3.030,89.899,0.0,0.0,4.040,7888901.0,1542957.0,1542890688.329
