"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Middleware1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n -d -g -y --output dstat_mw1_ratio_1:3_vc_2_worker_64_rep_2_sharded_false.csv -T 1 60",,,,"Date:","22 Nov 2018 12:34:53 UTC"

"total cpu usage",,,,,,"net/total",,"dsk/total",,"paging",,"system",,"epoch"
"usr","sys","idl","wai","hiq","siq","recv","send","read","writ","in","out","int","csw","epoch"
2.778,0.832,95.424,0.451,0.0,0.516,0.0,0.0,47411.028,983642.568,0.0,0.0,1560.726,4273.719,1542890093.482
34.341,2.885,60.852,0.0,0.0,1.923,7597278.0,10887302.0,0.0,0.0,0.0,0.0,3814.0,10898.0,1542890094.484
28.765,2.171,65.807,0.0,0.0,3.256,9004101.0,12869005.0,0.0,0.0,0.0,0.0,4193.0,12177.0,1542890095.488
10.878,3.277,83.093,0.0,0.0,2.752,13908347.0,19784919.0,0.0,0.0,0.0,0.0,6403.0,17996.0,1542890096.483
6.076,3.797,87.089,0.380,0.0,2.658,15237487.0,21655015.0,0.0,159744.0,0.0,0.0,7324.0,19811.0,1542890097.483
3.213,3.342,91.517,0.0,0.0,1.928,14772511.0,21013625.0,0.0,0.0,0.0,0.0,7073.0,19199.0,1542890098.483
2.448,3.222,92.010,0.0,0.0,2.320,15765471.0,22409752.0,0.0,0.0,0.0,0.0,7467.0,20224.0,1542890099.483
4.580,3.690,88.677,0.0,0.0,3.053,16277546.0,23129945.0,0.0,0.0,0.0,0.0,7781.0,20961.0,1542890100.483
2.835,2.835,92.526,0.0,0.0,1.804,14925799.0,21196119.0,0.0,0.0,0.0,0.0,6962.0,19034.0,1542890101.483
2.548,3.185,92.102,0.0,0.0,2.166,14813725.0,21082752.0,0.0,0.0,0.0,0.0,6948.0,19006.0,1542890102.483
3.383,3.885,90.602,0.0,0.0,2.130,14173380.0,20124964.0,0.0,0.0,0.0,0.0,6750.0,18286.0,1542890103.483
2.417,3.308,91.730,0.0,0.0,2.545,14653207.0,20837393.0,0.0,0.0,0.0,0.0,7027.0,19100.0,1542890104.482
3.061,3.061,91.964,0.0,0.0,1.913,14466984.0,20574122.0,0.0,0.0,0.0,0.0,6873.0,18894.0,1542890105.483
3.831,2.810,90.677,0.0,0.0,2.682,15126130.0,21500288.0,0.0,0.0,0.0,0.0,7212.0,19661.0,1542890106.483
2.417,3.435,91.730,0.0,0.0,2.417,14959849.0,21246581.0,0.0,0.0,0.0,0.0,7077.0,19334.0,1542890107.483
2.897,4.030,89.924,0.0,0.0,3.149,16748555.0,23798696.0,0.0,0.0,0.0,0.0,7973.0,21702.0,1542890108.483
3.299,3.299,90.863,0.0,0.0,2.538,16340362.0,23224710.0,0.0,0.0,0.0,0.0,7721.0,21156.0,1542890109.483
2.919,3.680,90.355,0.0,0.0,3.046,17150103.0,24347144.0,0.0,0.0,0.0,0.0,8158.0,22090.0,1542890110.483
3.287,3.919,90.013,0.0,0.0,2.781,16012286.0,22770188.0,0.0,0.0,0.0,0.0,7542.0,20752.0,1542890111.483
4.188,3.046,90.102,0.0,0.0,2.665,14864798.0,21122556.0,0.0,0.0,0.0,0.0,7155.0,19393.0,1542890112.483
3.042,3.802,91.001,0.0,0.0,2.155,15746111.0,22377215.0,0.0,16384.0,0.0,0.0,7437.0,20398.0,1542890113.483
2.926,3.308,91.730,0.0,0.0,2.036,15243610.0,21666780.0,0.0,0.0,0.0,0.0,7196.0,19737.0,1542890114.483
2.427,2.682,93.103,0.0,0.0,1.788,13586794.0,19337431.0,0.0,0.0,0.0,0.0,6487.0,17724.0,1542890115.483
2.290,3.817,91.603,0.0,0.0,2.290,15513048.0,22026153.0,0.0,0.0,0.0,0.0,7348.0,20102.0,1542890116.483
3.279,3.657,90.416,0.0,0.0,2.648,16230786.0,23052342.0,0.0,0.0,0.0,0.0,7724.0,21036.0,1542890117.483
2.561,2.945,92.318,0.0,0.0,2.177,15708599.0,22331611.0,0.0,0.0,0.0,0.0,7373.0,20294.0,1542890118.483
3.046,3.046,91.244,0.0,0.0,2.665,15926984.0,22623999.0,0.0,0.0,0.0,0.0,7493.0,20556.0,1542890119.483
2.893,3.648,90.818,0.0,0.0,2.642,14904546.0,21192333.0,0.0,0.0,0.0,0.0,7106.0,19398.0,1542890120.483
3.383,3.133,90.602,0.0,0.0,2.882,14630618.0,20783596.0,0.0,0.0,0.0,0.0,6932.0,19024.0,1542890121.483
2.290,3.308,92.112,0.0,0.0,2.290,14437527.0,20529368.0,0.0,0.0,0.0,0.0,6917.0,18958.0,1542890122.483
2.532,2.658,92.911,0.0,0.0,1.899,12652997.0,18012473.0,0.0,8613888.0,0.0,0.0,5990.0,16379.0,1542890123.483
2.781,3.413,91.783,0.0,0.0,2.023,14548916.0,20644219.0,0.0,0.0,0.0,0.0,6888.0,18800.0,1542890124.483
2.652,2.904,91.540,0.0,0.0,2.904,14481929.0,20606047.0,0.0,0.0,0.0,0.0,6891.0,18878.0,1542890125.483
2.405,3.291,91.899,0.0,0.0,2.405,14326864.0,20369286.0,0.0,0.0,0.0,0.0,6781.0,18523.0,1542890126.483
2.028,3.676,91.381,0.253,0.0,2.662,14790560.0,21045124.0,0.0,73728.0,0.0,0.0,6993.0,19056.0,1542890127.483
2.168,2.934,92.730,0.0,0.0,2.168,13950273.0,19835515.0,0.0,4096.0,0.0,0.0,6587.0,18245.0,1542890128.483
3.181,2.799,91.476,0.0,0.0,2.545,15741038.0,22378840.0,0.0,0.0,0.0,0.0,7464.0,20397.0,1542890129.483
2.513,3.518,91.206,0.0,0.0,2.764,13826780.0,19659548.0,0.0,0.0,0.0,0.0,6554.0,17972.0,1542890130.483
2.561,3.585,92.446,0.0,0.0,1.408,14581921.0,20721957.0,0.0,0.0,0.0,0.0,6947.0,19186.0,1542890131.483
2.767,3.648,91.069,0.0,0.0,2.516,14740074.0,20954212.0,0.0,0.0,0.0,0.0,7055.0,19126.0,1542890132.483
2.753,3.755,90.864,0.0,0.0,2.628,14426927.0,20506553.0,0.0,4096.0,0.0,0.0,6910.0,18605.0,1542890133.483
2.682,3.193,92.082,0.0,0.0,2.043,15075187.0,21437789.0,0.0,0.0,0.0,0.0,7197.0,19514.0,1542890134.483
2.157,3.680,91.751,0.0,0.0,2.411,14574517.0,20717334.0,0.0,0.0,0.0,0.0,6983.0,19006.0,1542890135.483
