"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Middleware1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n -d -g -y --output dstat_mw1_ratio_1:6_vc_2_worker_64_rep_1_sharded_true.csv -T 1 60",,,,"Date:","22 Nov 2018 12:03:16 UTC"

"total cpu usage",,,,,,"net/total",,"dsk/total",,"paging",,"system",,"epoch"
"usr","sys","idl","wai","hiq","siq","recv","send","read","writ","in","out","int","csw","epoch"
1.841,0.634,96.397,0.761,0.0,0.367,0.0,0.0,81225.376,1617153.577,0.0,0.0,1089.277,2966.524,1542888196.252
31.351,2.703,64.595,0.0,0.0,1.351,6974877.0,8682651.0,0.0,0.0,0.0,0.0,3451.0,10143.0,1542888197.258
29.404,2.219,66.019,0.0,0.0,2.358,6804929.0,8455340.0,0.0,0.0,0.0,0.0,3266.0,8947.0,1542888198.253
14.829,1.706,81.496,0.0,0.0,1.969,10075007.0,12417331.0,0.0,0.0,0.0,0.0,4551.0,12840.0,1542888199.253
12.208,2.727,83.247,0.0,0.0,1.818,12212295.0,15060159.0,0.0,0.0,0.0,0.0,5665.0,15796.0,1542888200.253
3.694,2.930,91.338,0.0,0.0,2.038,15172778.0,18668362.0,0.0,0.0,0.0,0.0,6866.0,19148.0,1542888201.253
3.544,3.291,90.886,0.0,0.0,2.278,15260231.0,18777830.0,0.0,0.0,0.0,0.0,6860.0,19126.0,1542888202.253
3.924,2.785,90.506,0.0,0.0,2.785,14695634.0,18054474.0,0.0,0.0,0.0,0.0,6741.0,18669.0,1542888203.253
4.183,3.042,89.861,0.0,0.0,2.915,15171705.0,18666012.0,0.0,0.0,0.0,0.0,6987.0,19242.0,1542888204.253
2.900,3.531,90.921,0.0,0.0,2.648,15076294.0,18555773.0,0.0,0.0,0.0,0.0,6909.0,19088.0,1542888205.253
3.291,3.165,91.772,0.0,0.0,1.772,14785673.0,18180607.0,0.0,12288.0,0.0,0.0,6650.0,18586.0,1542888206.253
3.304,2.795,91.614,0.0,0.0,2.287,15406340.0,18952040.0,0.0,0.0,0.0,0.0,7049.0,19355.0,1542888207.253
3.522,3.899,90.189,0.0,0.0,2.390,15382457.0,18910473.0,0.0,0.0,0.0,0.0,7043.0,19288.0,1542888208.253
2.685,2.685,92.199,0.0,0.0,2.430,15459210.0,19012134.0,0.0,0.0,0.0,0.0,6943.0,19476.0,1542888209.253
3.262,4.141,90.213,0.0,0.0,2.384,15686714.0,19282696.0,0.0,0.0,0.0,0.0,7081.0,19701.0,1542888210.253
4.020,3.141,90.201,0.0,0.0,2.638,15278290.0,18798737.0,0.0,0.0,0.0,0.0,7015.0,19377.0,1542888211.253
2.541,3.685,91.487,0.0,0.0,2.287,16448905.0,20228155.0,0.0,8192.0,0.0,0.0,7422.0,20594.0,1542888212.253
3.316,3.189,91.199,0.0,0.0,2.296,15965693.0,19620163.0,0.0,0.0,0.0,0.0,7275.0,20153.0,1542888213.253
