"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Middleware1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n -d -g -y --output dstat_mw1_ratio_1:9_vc_2_worker_64_rep_1_sharded_true.csv -T 1 60",,,,"Date:","22 Nov 2018 12:13:28 UTC"

"total cpu usage",,,,,,"net/total",,"dsk/total",,"paging",,"system",,"epoch"
"usr","sys","idl","wai","hiq","siq","recv","send","read","writ","in","out","int","csw","epoch"
2.289,0.706,95.964,0.622,0.0,0.419,0.0,0.0,66032.810,1331633.470,0.0,0.0,1269.051,3477.308,1542888808.225
35.351,3.851,59.147,0.0,0.0,1.651,8881799.0,10317065.0,0.0,0.0,0.0,0.0,4056.0,12364.0,1542888809.225
31.929,2.989,63.315,0.0,0.0,1.766,10852310.0,12592650.0,0.0,12288.0,0.0,0.0,4657.0,13964.0,1542888810.226
15.865,3.121,78.934,0.0,0.0,2.081,13593318.0,15677553.0,0.0,0.0,0.0,0.0,5809.0,17386.0,1542888811.225
5.852,3.562,87.786,0.0,0.0,2.799,15706442.0,18101476.0,0.0,0.0,0.0,0.0,7182.0,19860.0,1542888812.225
3.299,4.315,90.609,0.0,0.0,1.777,17180363.0,19789551.0,0.0,0.0,0.0,0.0,7736.0,21595.0,1542888813.225
2.803,3.567,91.592,0.0,0.0,2.038,15547937.0,17916353.0,0.0,0.0,0.0,0.0,7138.0,19696.0,1542888814.226
3.413,3.413,90.645,0.0,0.0,2.528,16022673.0,18462858.0,0.0,0.0,0.0,0.0,7331.0,20313.0,1542888815.226
2.788,3.929,91.001,0.0,0.0,2.281,15586382.0,17948786.0,0.0,0.0,0.0,0.0,7090.0,19661.0,1542888816.225
3.657,3.153,90.668,0.0,0.0,2.522,14646635.0,16892364.0,0.0,0.0,0.0,0.0,6723.0,18559.0,1542888817.226
3.435,3.817,91.094,0.0,0.0,1.654,13730237.0,15828350.0,0.0,0.0,0.0,0.0,6291.0,17404.0,1542888818.225
3.625,4.250,89.875,0.0,0.0,2.250,15757987.0,18171348.0,0.0,0.0,0.0,0.0,7184.0,20060.0,1542888819.225
