"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Server1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n --output dstat_server1_ratio_1:3_vc_2_worker_64_rep_3_sharded_false.csv -T 1 60",,,,"Date:","22 Nov 2018 12:38:01 UTC"

"total cpu usage",,,,,,"net/total",,"epoch"
"usr","sys","idl","wai","hiq","siq","recv","send","epoch"
1.506,2.180,93.778,1.412,0.0,1.125,0.0,0.0,1542890281.340
1.020,3.061,93.878,0.0,0.0,2.041,3643380.0,3578707.0,1542890282.341
1.010,4.040,90.909,0.0,0.0,4.040,5041077.0,4847310.0,1542890283.341
4.0,4.0,87.0,0.0,0.0,5.0,6260554.0,6109307.0,1542890284.341
2.062,5.155,90.722,0.0,0.0,2.062,7045319.0,6850312.0,1542890285.341
2.083,5.208,89.583,0.0,0.0,3.125,7661332.0,7504903.0,1542890286.341
2.020,6.061,86.869,0.0,0.0,5.051,6937630.0,6800058.0,1542890287.341
3.030,3.030,89.899,0.0,0.0,4.040,6390663.0,6224563.0,1542890288.341
0.0,2.128,94.681,0.0,0.0,3.191,6154287.0,6042956.0,1542890289.341
3.061,3.061,88.776,0.0,0.0,5.102,6218672.0,6049570.0,1542890290.341
2.128,3.191,93.617,0.0,0.0,1.064,5874358.0,5692591.0,1542890291.341
1.042,1.042,92.708,0.0,0.0,5.208,6214491.0,6091667.0,1542890292.341
2.970,6.931,86.139,0.0,0.0,3.960,6200904.0,6052259.0,1542890293.341
2.083,5.208,88.542,0.0,0.0,4.167,5915472.0,5761631.0,1542890294.341
4.082,4.082,87.755,0.0,0.0,4.082,5985146.0,5829225.0,1542890295.341
3.158,6.316,88.421,0.0,0.0,2.105,6113867.0,5990072.0,1542890296.341
2.0,4.0,89.0,0.0,0.0,5.0,6152749.0,6017114.0,1542890297.341
1.020,5.102,90.816,0.0,0.0,3.061,6139451.0,5969687.0,1542890298.341
2.041,3.061,90.816,0.0,0.0,4.082,5865085.0,5735037.0,1542890299.341
1.980,5.941,88.119,0.0,0.0,3.960,5787404.0,5634645.0,1542890300.341
3.061,5.102,89.796,0.0,0.0,2.041,5790702.0,5651884.0,1542890301.341
1.961,6.863,86.275,0.0,0.0,4.902,6279190.0,6110062.0,1542890302.341
2.0,4.0,89.0,0.0,0.0,5.0,6031501.0,5898259.0,1542890303.341
1.031,4.124,90.722,2.062,0.0,2.062,5758971.0,5608161.0,1542890304.342
1.010,5.051,88.889,0.0,0.0,5.051,6266936.0,6131224.0,1542890305.342
4.082,4.082,87.755,0.0,0.0,4.082,6360783.0,6194301.0,1542890306.342
1.020,5.102,90.816,0.0,0.0,3.061,6216519.0,6070052.0,1542890307.341
3.030,4.040,86.869,0.0,0.0,6.061,6463175.0,6316381.0,1542890308.341
1.020,4.082,91.837,0.0,0.0,3.061,5959044.0,5763631.0,1542890309.342
1.980,5.941,88.119,0.0,0.0,3.960,6317330.0,6218455.0,1542890310.341
4.167,4.167,88.542,0.0,0.0,3.125,6332173.0,6150365.0,1542890311.341
1.031,4.124,90.722,0.0,0.0,4.124,6366612.0,6253840.0,1542890312.341
0.0,6.0,90.0,0.0,0.0,4.0,6178992.0,6000309.0,1542890313.341
3.0,6.0,87.0,0.0,0.0,4.0,5857851.0,5714145.0,1542890314.341
2.0,5.0,88.0,0.0,0.0,5.0,6540043.0,6387060.0,1542890315.341
2.062,6.186,88.660,0.0,0.0,3.093,6347429.0,6202279.0,1542890316.341
3.030,5.051,87.879,0.0,0.0,4.040,6263993.0,6139738.0,1542890317.342
0.980,5.882,87.255,0.0,0.0,5.882,6532917.0,6356748.0,1542890318.341
2.062,2.062,91.753,0.0,0.0,4.124,6003202.0,5850817.0,1542890319.341
1.980,4.950,87.129,0.0,0.0,5.941,6392063.0,6254474.0,1542890320.341
1.0,7.0,86.0,0.0,0.0,6.0,6437216.0,6285762.0,1542890321.341
1.042,4.167,92.708,0.0,0.0,2.083,6150669.0,6003890.0,1542890322.341
3.883,5.825,83.495,0.0,0.0,6.796,6557503.0,6417349.0,1542890323.341
1.031,3.093,90.722,0.0,0.0,5.155,6576915.0,6384436.0,1542890324.341
2.941,6.863,88.235,0.0,0.0,1.961,5828142.0,5687106.0,1542890325.341
3.158,3.158,89.474,0.0,0.0,4.211,6319156.0,6188299.0,1542890326.341
