"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Middleware1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n -d -g -y --output dstat_mw1_ratio_1:0_vc_8_worker_64_rep_2.csv -T 1 80",,,,"Date:","07 Dec 2018 01:52:52 UTC"

"total cpu usage",,,,,,"net/total",,"dsk/total",,"paging",,"system",,"epoch"
"usr","sys","idl","wai","hiq","siq","recv","send","read","writ","in","out","int","csw","epoch"
4.095,3.105,91.654,0.213,0.0,0.933,0.0,0.0,27154.083,561893.959,0.0,0.0,3088.729,10068.644,1544147572.588
47.905,7.263,42.179,0.0,0.0,2.654,10953292.0,10665374.0,0.0,0.0,0.0,0.0,4731.0,12470.0,1544147573.593
40.0,11.857,42.857,0.0,0.0,5.286,21226051.0,20607161.0,0.0,0.0,0.0,0.0,7420.0,21172.0,1544147574.589
16.398,12.097,67.876,0.0,0.0,3.629,30985440.0,30079298.0,0.0,0.0,0.0,0.0,12573.0,34194.0,1544147575.589
12.749,11.421,72.776,0.0,0.0,3.054,31848642.0,30849773.0,0.0,0.0,0.0,0.0,13215.0,35548.0,1544147576.594
11.781,12.329,72.329,0.0,0.0,3.562,34256304.0,33209162.0,0.0,0.0,0.0,0.0,14075.0,38015.0,1544147577.589
10.108,12.264,73.046,0.0,0.0,4.582,32301646.0,31472468.0,0.0,0.0,0.0,0.0,13221.0,35970.0,1544147578.593
10.014,13.532,72.530,0.0,0.0,3.924,32609642.0,31567123.0,0.0,0.0,0.0,0.0,13514.0,36565.0,1544147579.589
13.848,12.117,69.907,0.0,0.0,4.128,33576662.0,32545975.0,0.0,0.0,0.0,0.0,14091.0,37455.0,1544147580.589
11.020,11.429,74.014,0.0,0.0,3.537,33193525.0,32320093.0,0.0,0.0,0.0,0.0,13395.0,36250.0,1544147581.589
11.676,11.813,71.841,0.0,0.0,4.670,33168115.0,32094099.0,0.0,0.0,0.0,0.0,13512.0,36491.0,1544147582.589
11.486,12.162,72.838,0.0,0.0,3.514,35400000.0,34370828.0,0.0,0.0,0.0,0.0,14530.0,39085.0,1544147583.589
10.218,11.853,75.068,0.0,0.0,2.861,34022527.0,33061490.0,0.0,0.0,0.0,0.0,14074.0,37963.0,1544147584.589
10.976,13.144,69.783,0.0,0.0,6.098,33043470.0,32061832.0,0.0,0.0,0.0,0.0,13340.0,36019.0,1544147585.589
