"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Middleware1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n -d -g -y --output dstat_mw1_ratio_0:1_vc_4_worker_32_rep_2.csv -T 1 80",,,,"Date:","06 Dec 2018 22:44:17 UTC"

"total cpu usage",,,,,,"net/total",,"dsk/total",,"paging",,"system",,"epoch"
"usr","sys","idl","wai","hiq","siq","recv","send","read","writ","in","out","int","csw","epoch"
3.725,2.624,92.438,0.797,0.0,0.417,0.0,0.0,110290.020,1480591.278,0.0,0.0,2866.545,9257.468,1544136257.643
46.154,5.840,45.584,0.0,0.0,2.422,11591971.0,11214995.0,0.0,0.0,0.0,0.0,4261.0,12009.0,1544136258.645
20.933,3.600,73.867,0.0,0.0,1.600,13191906.0,12832010.0,0.0,0.0,0.0,0.0,4630.0,13689.0,1544136259.645
9.598,4.021,86.122,0.0,0.0,0.259,13334355.0,12911822.0,0.0,0.0,0.0,0.0,4743.0,14127.0,1544136260.645
3.457,4.225,91.933,0.0,0.0,0.384,13094406.0,12711593.0,0.0,0.0,0.0,0.0,4629.0,14069.0,1544136261.644
3.608,3.479,92.139,0.0,0.0,0.773,13140944.0,12784775.0,0.0,0.0,0.0,0.0,4706.0,14254.0,1544136262.645
5.230,3.954,89.923,0.0,0.0,0.893,13158143.0,12769837.0,0.0,12288.0,0.0,0.0,4809.0,14127.0,1544136263.645
5.270,4.113,89.717,0.0,0.0,0.900,13310966.0,12970921.0,0.0,0.0,0.0,0.0,4689.0,14355.0,1544136264.645
3.861,4.118,91.506,0.0,0.0,0.515,13165911.0,12811883.0,0.0,0.0,0.0,0.0,4713.0,14208.0,1544136265.644
2.696,4.621,91.913,0.0,0.0,0.770,13130346.0,12746430.0,0.0,0.0,0.0,0.0,4708.0,14127.0,1544136266.644
3.466,3.209,92.298,0.0,0.0,1.027,13127110.0,12749149.0,0.0,0.0,0.0,0.0,4615.0,13773.0,1544136267.645
4.066,4.447,90.089,0.0,0.0,1.398,13143392.0,12742269.0,0.0,0.0,0.0,0.0,4736.0,13882.0,1544136268.645
2.846,4.010,92.755,0.0,0.0,0.388,13146064.0,12830870.0,0.0,0.0,0.0,0.0,4661.0,13810.0,1544136269.645
2.717,3.364,92.626,0.0,0.0,1.294,13121733.0,12652530.0,0.0,0.0,0.0,0.0,4638.0,13710.0,1544136270.644
4.198,4.071,90.712,0.0,0.0,1.018,13141100.0,12752893.0,0.0,0.0,0.0,0.0,4654.0,13853.0,1544136271.644
3.355,3.613,92.516,0.0,0.0,0.516,13308048.0,12964435.0,0.0,0.0,0.0,0.0,4845.0,14524.0,1544136272.644
4.193,4.066,90.851,0.0,0.0,0.889,13165626.0,12784370.0,0.0,0.0,0.0,0.0,4704.0,14376.0,1544136273.644
4.359,3.590,90.641,0.0,0.0,1.410,13116970.0,12771921.0,0.0,0.0,0.0,0.0,4665.0,13897.0,1544136274.645
4.872,4.359,90.256,0.0,0.0,0.513,13307408.0,12989089.0,0.0,0.0,0.0,0.0,4874.0,14587.0,1544136275.644
4.236,3.723,91.271,0.0,0.0,0.770,13112977.0,12794490.0,0.0,0.0,0.0,0.0,4735.0,14099.0,1544136276.644
3.493,2.846,93.144,0.0,0.0,0.517,13111101.0,12832303.0,0.0,0.0,0.0,0.0,4611.0,14691.0,1544136277.644
3.342,4.113,91.645,0.129,0.0,0.771,13180734.0,12754083.0,0.0,110592.0,0.0,0.0,4726.0,14050.0,1544136278.644
4.648,4.648,89.447,0.0,0.0,1.256,13121745.0,12747110.0,0.0,0.0,0.0,0.0,4632.0,13815.0,1544136279.645
3.466,3.851,92.041,0.0,0.0,0.642,13147844.0,12750521.0,0.0,0.0,0.0,0.0,4649.0,13798.0,1544136280.644
3.431,4.066,91.614,0.0,0.0,0.889,13081210.0,12741948.0,0.0,0.0,0.0,0.0,4583.0,13681.0,1544136281.645
3.576,3.831,91.954,0.0,0.0,0.639,13133314.0,12746158.0,0.0,0.0,0.0,0.0,4601.0,13720.0,1544136282.644
3.939,4.447,90.597,0.0,0.0,1.017,13138166.0,12751043.0,0.0,0.0,0.0,0.0,4796.0,14061.0,1544136283.645
3.448,3.576,91.571,0.0,0.0,1.405,13129463.0,12742433.0,0.0,0.0,0.0,0.0,4552.0,13681.0,1544136284.644
4.517,4.015,90.339,0.0,0.0,1.129,13133459.0,12746465.0,0.0,0.0,0.0,0.0,4661.0,13785.0,1544136285.645
3.085,3.985,92.031,0.0,0.0,0.900,13343640.0,12959769.0,0.0,0.0,0.0,0.0,4725.0,14224.0,1544136286.645
3.377,2.597,93.506,0.0,0.0,0.519,13129368.0,12756010.0,0.0,0.0,0.0,0.0,4717.0,13993.0,1544136287.645
