"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Server1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n --output dstat_server1_ratio_0:1_vc_8_worker_16_rep_1.csv -T 1 80",,,,"Date:","06 Dec 2018 22:59:34 UTC"

"total cpu usage",,,,,,"net/total",,"epoch"
"usr","sys","idl","wai","hiq","siq","recv","send","epoch"
2.906,6.208,88.085,1.514,0.0,1.286,0.0,0.0,1544137174.196
2.105,6.316,90.526,0.0,0.0,1.053,413414.0,11710466.0,1544137175.197
2.105,5.263,88.421,3.158,0.0,1.053,445401.0,12500153.0,1544137176.197
3.125,7.292,89.583,0.0,0.0,0.0,439795.0,12500290.0,1544137177.197
1.031,7.216,91.753,0.0,0.0,0.0,448934.0,12777166.0,1544137178.197
3.093,6.186,89.691,0.0,0.0,1.031,449712.0,12611006.0,1544137179.197
2.041,5.102,91.837,0.0,0.0,1.020,439626.0,12500125.0,1544137180.197
1.053,6.316,92.632,0.0,0.0,0.0,439582.0,12500075.0,1544137181.197
3.125,6.250,89.583,0.0,0.0,1.042,445793.0,12508777.0,1544137182.197
0.0,6.250,93.750,0.0,0.0,0.0,439804.0,12500301.0,1544137183.197
1.031,6.186,91.753,0.0,0.0,1.031,439670.0,12500166.0,1544137184.197
1.064,5.319,93.617,0.0,0.0,0.0,445244.0,12500083.0,1544137185.197
1.020,7.143,90.816,0.0,0.0,1.020,439651.0,12500148.0,1544137186.197
2.041,9.184,88.776,0.0,0.0,0.0,439726.0,12500224.0,1544137187.197
2.128,6.383,91.489,0.0,0.0,0.0,445358.0,12500273.0,1544137188.197
1.020,7.143,90.816,0.0,0.0,1.020,439252.0,12498568.0,1544137189.197
1.053,5.263,93.684,0.0,0.0,0.0,439691.0,12501367.0,1544137190.197
2.083,5.208,91.667,0.0,0.0,1.042,445179.0,12498838.0,1544137191.197
3.093,6.186,89.691,0.0,0.0,1.031,439648.0,12500065.0,1544137192.197
2.128,4.255,93.617,0.0,0.0,0.0,439721.0,12500138.0,1544137193.197
2.083,6.250,90.625,0.0,0.0,1.042,444844.0,12499532.0,1544137194.197
1.031,6.186,92.784,0.0,0.0,0.0,440285.0,12499389.0,1544137195.198
2.083,4.167,92.708,0.0,0.0,1.042,439763.0,12501572.0,1544137196.197
3.191,4.255,92.553,0.0,0.0,0.0,439611.0,12498638.0,1544137197.197
1.053,5.263,92.632,0.0,0.0,1.053,452100.0,12694704.0,1544137198.197
0.0,4.255,95.745,0.0,0.0,0.0,439732.0,12500072.0,1544137199.197
3.030,6.061,89.899,0.0,0.0,1.010,439828.0,12500167.0,1544137200.197
3.191,4.255,92.553,0.0,0.0,0.0,445317.0,12500235.0,1544137201.197
1.031,7.216,90.722,0.0,0.0,1.031,439532.0,12497381.0,1544137202.197
1.042,6.250,91.667,0.0,0.0,1.042,439617.0,12500114.0,1544137203.197
2.105,7.368,90.526,0.0,0.0,0.0,439831.0,12343992.0,1544137204.197
1.020,7.143,90.816,0.0,0.0,1.020,439757.0,12498709.0,1544137205.197
3.125,8.333,88.542,0.0,0.0,0.0,442323.0,12501460.0,1544137206.197
1.064,8.511,84.043,4.255,0.0,2.128,452393.0,12696299.0,1544137207.197
2.062,6.186,91.753,0.0,0.0,0.0,439535.0,12497385.0,1544137208.197
0.0,8.247,90.722,0.0,0.0,1.031,446625.0,12697660.0,1544137209.197
3.093,6.186,90.722,0.0,0.0,0.0,445417.0,12498869.0,1544137210.197
1.053,5.263,93.684,0.0,0.0,0.0,434015.0,12334167.0,1544137211.197
2.020,8.081,88.889,0.0,0.0,1.010,445505.0,12666370.0,1544137212.197
2.083,7.292,90.625,0.0,0.0,0.0,459618.0,12891505.0,1544137213.197
1.053,5.263,93.684,0.0,0.0,0.0,440020.0,12500387.0,1544137214.197
4.040,5.051,89.899,0.0,0.0,1.010,442178.0,12499662.0,1544137215.197
1.053,6.316,91.579,0.0,0.0,1.053,445875.0,12499485.0,1544137216.197
2.083,7.292,90.625,0.0,0.0,0.0,440505.0,12499315.0,1544137217.197
0.0,6.250,92.708,0.0,0.0,1.042,439720.0,12500190.0,1544137218.197
2.128,6.383,91.489,0.0,0.0,0.0,452494.0,12693581.0,1544137219.198
2.062,4.124,92.784,0.0,0.0,1.031,439760.0,12502882.0,1544137220.197
1.031,7.216,90.722,0.0,0.0,1.031,453223.0,12889158.0,1544137221.197
3.093,7.216,88.660,0.0,0.0,1.031,445202.0,12500119.0,1544137222.197
1.042,5.208,92.708,0.0,0.0,1.042,439717.0,12500057.0,1544137223.197
2.151,3.226,94.624,0.0,0.0,0.0,439591.0,12500086.0,1544137224.197
1.075,4.301,94.624,0.0,0.0,0.0,445255.0,12500174.0,1544137225.197
2.041,5.102,91.837,0.0,0.0,1.020,439578.0,12500075.0,1544137226.197
2.041,7.143,87.755,0.0,0.0,3.061,439637.0,12500130.0,1544137227.197
2.020,9.091,86.869,0.0,0.0,2.020,445203.0,12498863.0,1544137228.197
2.083,5.208,92.708,0.0,0.0,0.0,439617.0,12498646.0,1544137229.197
2.041,7.143,90.816,0.0,0.0,0.0,446584.0,12696155.0,1544137230.197
2.128,4.255,92.553,0.0,0.0,1.064,445202.0,12501453.0,1544137231.197
3.061,8.163,87.755,0.0,0.0,1.020,446543.0,12694728.0,1544137232.197
1.053,4.211,94.737,0.0,0.0,0.0,439637.0,12500130.0,1544137233.198
4.124,6.186,89.691,0.0,0.0,0.0,445310.0,12500229.0,1544137234.197
2.041,7.143,90.816,0.0,0.0,0.0,439755.0,12500171.0,1544137235.197
3.125,4.167,92.708,0.0,0.0,0.0,439858.0,12500198.0,1544137236.197
4.211,6.316,85.263,3.158,0.0,1.053,445627.0,12500313.0,1544137237.197
1.010,7.071,90.909,0.0,0.0,1.010,439670.0,12500167.0,1544137238.197
0.0,7.368,92.632,0.0,0.0,0.0,439683.0,12498711.0,1544137239.197
2.062,5.155,90.722,0.0,0.0,2.062,445332.0,12500248.0,1544137240.197
2.083,4.167,92.708,0.0,0.0,1.042,439688.0,12500186.0,1544137241.197
2.105,8.421,89.474,0.0,0.0,0.0,439696.0,12500192.0,1544137242.197
3.093,7.216,89.691,0.0,0.0,0.0,444985.0,12500088.0,1544137243.197
3.061,6.122,90.816,0.0,0.0,0.0,439925.0,12500234.0,1544137244.197
0.0,6.250,92.708,0.0,0.0,1.042,439789.0,12500051.0,1544137245.197
0.0,6.316,92.632,0.0,0.0,1.053,439621.0,12498638.0,1544137246.197
2.105,8.421,89.474,0.0,0.0,0.0,445078.0,12500154.0,1544137247.197
0.0,7.143,91.837,0.0,0.0,1.020,439957.0,12500073.0,1544137248.197
1.042,6.250,91.667,0.0,0.0,1.042,439619.0,12500116.0,1544137249.197
2.083,5.208,90.625,0.0,0.0,2.083,445271.0,12500187.0,1544137250.197
1.064,4.255,94.681,0.0,0.0,0.0,439631.0,12500131.0,1544137251.197
2.151,5.376,92.473,0.0,0.0,0.0,439750.0,12500087.0,1544137252.197
2.062,6.186,90.722,0.0,0.0,1.031,445280.0,12500195.0,1544137253.198
1.053,5.263,93.684,0.0,0.0,0.0,400632.0,11428894.0,1544137254.197
