"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Middleware1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n -d -g -y --output dstat_mw1_ratio_0:1_vc_24_worker_64_rep_3.csv -T 1 80",,,,"Date:","07 Dec 2018 00:00:21 UTC"

"total cpu usage",,,,,,"net/total",,"dsk/total",,"paging",,"system",,"epoch"
"usr","sys","idl","wai","hiq","siq","recv","send","read","writ","in","out","int","csw","epoch"
3.430,2.414,92.991,0.362,0.0,0.802,0.0,0.0,49348.572,768095.711,0.0,0.0,2335.310,7768.179,1544140821.493
44.895,6.993,45.455,0.0,0.0,2.657,11755889.0,11309668.0,0.0,0.0,0.0,0.0,3935.0,11080.0,1544140822.496
26.482,4.348,66.930,0.0,0.0,2.240,12962112.0,12861614.0,0.0,0.0,0.0,0.0,1429.0,5643.0,1544140823.494
9.898,3.173,85.279,0.0,0.0,1.650,13132619.0,12920461.0,0.0,0.0,0.0,0.0,1432.0,6020.0,1544140824.494
2.635,2.509,93.350,0.0,0.0,1.506,13127483.0,12927354.0,0.0,12288.0,0.0,0.0,1095.0,5421.0,1544140825.494
2.411,2.919,93.528,0.0,0.0,1.142,13138524.0,12932616.0,0.0,0.0,0.0,0.0,1112.0,5515.0,1544140826.494
1.779,2.541,94.663,0.0,0.0,1.017,13337449.0,13131731.0,0.0,0.0,0.0,0.0,1160.0,5600.0,1544140827.494
1.911,2.548,94.268,0.0,0.0,1.274,13474498.0,13264088.0,0.0,0.0,0.0,0.0,1237.0,5721.0,1544140828.494
2.290,2.290,94.402,0.0,0.0,1.018,13347623.0,13137564.0,0.0,0.0,0.0,0.0,1151.0,5541.0,1544140829.494
2.144,2.648,93.569,0.0,0.0,1.639,13338019.0,13136011.0,0.0,0.0,0.0,0.0,1260.0,5634.0,1544140830.494
2.930,2.293,93.376,0.0,0.0,1.401,13332990.0,13126771.0,0.0,0.0,0.0,0.0,1337.0,5792.0,1544140831.494
1.882,2.509,93.476,0.0,0.0,2.133,13133255.0,12940483.0,0.0,0.0,0.0,0.0,1080.0,5158.0,1544140832.494
2.685,2.941,92.967,0.0,0.0,1.407,13139606.0,12941093.0,0.0,0.0,0.0,0.0,1291.0,5664.0,1544140833.494
1.274,2.548,94.904,0.0,0.0,1.274,13128232.0,12927089.0,0.0,0.0,0.0,0.0,1141.0,5229.0,1544140834.494
2.513,3.518,93.342,0.0,0.0,0.628,13132473.0,12924164.0,0.0,0.0,0.0,0.0,1256.0,5442.0,1544140835.494
2.908,2.528,93.552,0.0,0.0,1.011,13138818.0,12937699.0,0.0,0.0,0.0,0.0,1250.0,5499.0,1544140836.494
3.699,2.551,92.092,0.383,0.0,1.276,13305791.0,13090838.0,0.0,81920.0,0.0,0.0,1393.0,5759.0,1544140837.494
1.637,3.526,93.955,0.0,0.0,0.882,13134862.0,12943428.0,0.0,0.0,0.0,0.0,1051.0,5229.0,1544140838.494
2.411,2.284,93.528,0.0,0.0,1.777,13137469.0,12937813.0,0.0,0.0,0.0,0.0,1187.0,5408.0,1544140839.494
1.398,2.033,94.663,0.0,0.0,1.906,13128812.0,12933252.0,0.0,73728.0,0.0,0.0,1112.0,5300.0,1544140840.494
2.136,2.764,93.467,0.0,0.0,1.633,13338919.0,13137509.0,0.0,0.0,0.0,0.0,1207.0,5623.0,1544140841.494
