"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Middleware1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n -d -g -y --output dstat_mw1_ratio_1:0_vc_1_worker_64_rep_2.csv -T 1 50",,,,"Date:","09 Nov 2018 11:03:41 UTC"

"total cpu usage",,,,,,"net/total",,"dsk/total",,"paging",,"system",,"epoch"
"usr","sys","idl","wai","hiq","siq","recv","send","read","writ","in","out","int","csw","epoch"
2.902,1.739,92.389,2.459,0.0,0.510,0.0,0.0,468840.700,3649273.523,0.0,0.0,1443.872,4385.156,1541761421.246
20.983,2.125,74.900,0.531,0.0,1.461,4058026.0,11032247.0,0.0,2097152.0,0.0,0.0,2221.0,6976.0,1541761422.247
25.634,1.602,69.826,1.068,0.0,1.869,4538240.0,12361930.0,0.0,4194304.0,0.0,0.0,1914.0,6669.0,1541761423.247
5.821,1.811,90.427,0.776,0.0,1.164,6384992.0,17317842.0,0.0,2097152.0,0.0,0.0,2262.0,8829.0,1541761424.247
2.774,2.018,92.560,1.261,0.0,1.387,7404071.0,20013659.0,0.0,4194304.0,0.0,0.0,3004.0,9959.0,1541761425.247
5.013,1.542,91.517,0.643,0.0,1.285,6108579.0,16590229.0,0.0,2097152.0,0.0,0.0,2846.0,8255.0,1541761426.247
3.453,1.790,91.816,1.407,0.0,1.535,7198181.0,19483674.0,0.0,4194304.0,0.0,0.0,3386.0,9920.0,1541761427.247
1.519,2.532,93.924,0.633,0.0,1.392,8120192.0,21843866.0,0.0,2097152.0,0.0,0.0,3595.0,10843.0,1541761428.247
1.641,2.020,93.308,1.389,0.0,1.641,7172101.0,19411617.0,0.0,4194304.0,0.0,0.0,3101.0,9545.0,1541761429.247
1.394,2.535,94.170,0.634,0.0,1.267,7396439.0,20015520.0,0.0,2097152.0,0.0,0.0,2946.0,10053.0,1541761430.247
1.770,2.402,93.047,1.391,0.0,1.391,7601509.0,20545329.0,0.0,4194304.0,0.0,0.0,2822.0,10487.0,1541761431.247
1.901,1.901,94.423,0.507,0.0,1.267,7067529.0,19166619.0,0.0,2097152.0,0.0,0.0,2642.0,9819.0,1541761432.247
1.654,1.527,94.275,1.654,0.0,0.891,6793241.0,18414602.0,0.0,4268032.0,0.0,0.0,2387.0,9268.0,1541761433.247
1.648,1.521,94.550,0.760,0.0,1.521,6933942.0,18808410.0,0.0,2097152.0,0.0,0.0,2445.0,9519.0,1541761434.247
1.392,2.152,94.177,1.266,0.0,1.013,6962697.0,18865879.0,0.0,4194304.0,0.0,0.0,2398.0,9394.0,1541761435.249
1.761,1.887,93.962,0.629,0.0,1.761,6811979.0,18468827.0,0.0,2097152.0,0.0,0.0,2403.0,9343.0,1541761436.247
1.148,1.531,94.898,1.403,0.0,1.020,6313502.0,17181700.0,0.0,4194304.0,0.0,0.0,2283.0,8685.0,1541761437.247
1.754,2.256,93.609,0.627,0.0,1.754,6697253.0,18221744.0,0.0,2097152.0,0.0,0.0,2301.0,9108.0,1541761438.247
1.519,2.152,93.671,1.266,0.0,1.392,7014612.0,19043326.0,0.0,4194304.0,0.0,0.0,2397.0,9567.0,1541761439.247
1.509,2.390,93.836,0.755,0.0,1.509,7141034.0,19333475.0,0.0,2097152.0,0.0,0.0,2510.0,9807.0,1541761440.247
1.774,1.521,93.916,1.267,0.0,1.521,7157405.0,19380444.0,0.0,4194304.0,0.0,0.0,2448.0,9839.0,1541761441.247
1.151,2.046,95.013,0.639,0.0,1.151,7817304.0,21093977.0,0.0,2097152.0,0.0,0.0,2708.0,10657.0,1541761442.247
2.146,2.273,92.929,1.263,0.0,1.389,8008578.0,21577643.0,0.0,4194304.0,0.0,0.0,2918.0,10813.0,1541761443.247
1.654,2.036,94.529,0.636,0.0,1.145,7745261.0,20909132.0,0.0,2097152.0,0.0,0.0,2863.0,10619.0,1541761444.247
1.901,2.155,93.409,1.267,0.0,1.267,7870208.0,21212933.0,0.0,4210688.0,0.0,0.0,2880.0,10774.0,1541761445.247
1.515,2.020,94.318,0.631,0.0,1.515,7196506.0,19488391.0,0.0,2097152.0,0.0,0.0,2645.0,9873.0,1541761446.247
1.149,1.660,94.508,1.277,0.0,1.405,7332913.0,19837019.0,0.0,4194304.0,0.0,0.0,2771.0,9956.0,1541761447.247
