"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Middleware1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n -d -g -y --output dstat_mw1_ratio_1:0_vc_32_worker_64_rep_2.csv -T 1 50",,,,"Date:","09 Nov 2018 11:06:45 UTC"

"total cpu usage",,,,,,"net/total",,"dsk/total",,"paging",,"system",,"epoch"
"usr","sys","idl","wai","hiq","siq","recv","send","read","writ","in","out","int","csw","epoch"
3.123,2.119,91.895,2.212,0.0,0.651,0.0,0.0,388931.485,3596244.410,0.0,0.0,1855.801,5638.670,1541761605.022
47.559,10.879,35.704,0.697,0.0,5.160,17972616.0,47361673.0,0.0,2097152.0,0.0,0.0,6491.0,19429.0,1541761606.028
40.408,17.279,35.918,0.680,0.0,5.714,28902000.0,77793533.0,0.0,4194304.0,0.0,0.0,7803.0,25752.0,1541761607.023
14.434,14.174,65.280,0.390,0.0,5.722,37387687.0,100291318.0,0.0,2097152.0,0.0,0.0,11982.0,35705.0,1541761608.023
10.771,12.633,71.809,1.064,0.0,3.723,37414614.0,100312788.0,0.0,4194304.0,0.0,0.0,11299.0,33965.0,1541761609.023
10.147,12.817,73.164,0.668,0.0,3.204,37308609.0,99696993.0,0.0,2097152.0,0.0,0.0,11483.0,33390.0,1541761610.023
10.027,12.834,72.193,1.203,0.0,3.743,35725192.0,96060250.0,0.0,4194304.0,0.0,0.0,11082.0,31484.0,1541761611.024
10.935,12.912,71.937,0.527,0.0,3.689,36907729.0,98977717.0,0.0,2097152.0,0.0,0.0,11513.0,33776.0,1541761612.023
9.769,12.754,72.863,0.950,0.0,3.664,37217309.0,99748038.0,0.0,4194304.0,0.0,0.0,12020.0,34495.0,1541761613.023
9.946,11.828,73.790,0.806,0.0,3.629,35790238.0,95512848.0,0.0,2162688.0,0.0,0.0,10945.0,31732.0,1541761614.024
8.955,12.483,74.220,1.221,0.0,3.121,36425952.0,98050103.0,0.0,4247552.0,0.0,0.0,11825.0,34012.0,1541761615.023
9.769,13.433,72.727,0.407,0.0,3.664,38541493.0,103318457.0,0.0,2097152.0,0.0,0.0,12265.0,35874.0,1541761616.024
9.140,12.769,73.790,0.941,0.0,3.360,37544882.0,100674813.0,0.0,4194304.0,0.0,0.0,11642.0,35355.0,1541761617.023
9.933,12.483,73.960,0.537,0.0,3.087,36672166.0,98332442.0,0.0,2097152.0,0.0,0.0,11349.0,32746.0,1541761618.023
10.554,12.929,71.636,1.451,0.0,3.430,35963250.0,96466992.0,0.0,4194304.0,0.0,0.0,10989.0,31641.0,1541761619.023
8.637,11.201,76.653,0.675,0.0,2.834,35904556.0,96255265.0,0.0,2097152.0,0.0,0.0,11376.0,32594.0,1541761620.023
8.470,10.656,76.230,1.366,0.0,3.279,36367198.0,97568386.0,0.0,4194304.0,0.0,0.0,10745.0,31074.0,1541761621.023
9.284,10.875,76.393,0.663,0.0,2.785,35475303.0,95244424.0,0.0,2097152.0,0.0,0.0,10978.0,31265.0,1541761622.023
8.969,10.576,75.770,1.205,0.0,3.481,35940542.0,96433273.0,0.0,4194304.0,0.0,0.0,11006.0,31775.0,1541761623.023
9.894,11.478,74.538,0.528,0.0,3.562,36109484.0,96864603.0,0.0,2097152.0,0.0,0.0,10643.0,31329.0,1541761624.023
7.609,11.957,75.543,1.087,0.0,3.804,36039221.0,96786234.0,0.0,4202496.0,0.0,0.0,10559.0,30792.0,1541761625.023
9.016,11.339,75.410,0.546,0.0,3.689,37570455.0,100790240.0,0.0,2097152.0,0.0,0.0,11664.0,34454.0,1541761626.023
8.141,11.126,76.119,1.357,0.0,3.256,36325254.0,97304039.0,0.0,4194304.0,0.0,0.0,11255.0,32698.0,1541761627.024
9.043,13.697,73.271,0.665,0.0,3.324,36637937.0,98047142.0,0.0,2097152.0,0.0,0.0,11823.0,33883.0,1541761628.024
11.170,11.702,73.271,0.931,0.0,2.926,38028181.0,101932684.0,0.0,2621440.0,0.0,0.0,12069.0,36062.0,1541761629.023
9.481,12.468,73.247,0.779,0.0,4.026,36312031.0,97194329.0,0.0,3674112.0,0.0,0.0,10994.0,32219.0,1541761630.024
7.941,13.190,73.890,0.673,0.0,4.307,36942933.0,99504001.0,0.0,2637824.0,0.0,0.0,10748.0,31733.0,1541761631.026
9.321,12.517,72.703,1.198,0.0,4.261,37514037.0,100566307.0,0.0,3670016.0,0.0,0.0,11840.0,34652.0,1541761632.023
9.505,11.198,74.740,0.651,0.0,3.906,35536684.0,95372080.0,0.0,2097152.0,0.0,0.0,10573.0,29992.0,1541761633.023
8.644,11.170,75.532,1.064,0.0,3.590,36008117.0,96364935.0,0.0,4194304.0,0.0,0.0,10950.0,32072.0,1541761634.023
9.163,12.483,73.307,1.594,0.0,3.453,37408507.0,100667225.0,0.0,21053440.0,0.0,0.0,11478.0,34305.0,1541761635.023
11.111,12.810,71.503,1.307,0.0,3.268,38130094.0,101671123.0,0.0,5767168.0,0.0,0.0,11664.0,34742.0,1541761636.023
9.643,12.153,74.240,0.528,0.0,3.435,36730512.0,98749929.0,0.0,2097152.0,0.0,0.0,11089.0,32353.0,1541761637.023
10.013,11.883,73.031,1.068,0.0,4.005,37257200.0,100124250.0,0.0,4194304.0,0.0,0.0,12116.0,36211.0,1541761638.024
9.091,12.433,74.866,0.668,0.0,2.941,38253647.0,102260731.0,0.0,2097152.0,0.0,0.0,11889.0,35261.0,1541761639.023
8.021,12.166,75.134,1.070,0.0,3.610,35926964.0,96469231.0,0.0,4202496.0,0.0,0.0,11017.0,32291.0,1541761640.023
8.212,11.788,76.026,0.530,0.0,3.444,34370457.0,92037989.0,0.0,2097152.0,0.0,0.0,10135.0,29345.0,1541761641.023
8.401,11.653,75.203,1.220,0.0,3.523,37029007.0,99610708.0,0.0,4194304.0,0.0,0.0,11093.0,32585.0,1541761642.023
8.812,11.482,75.300,0.401,0.0,4.005,36738013.0,98295268.0,0.0,2097152.0,0.0,0.0,10899.0,32614.0,1541761643.023
9.041,12.192,74.110,1.507,0.0,3.151,37646224.0,101320916.0,0.0,4239360.0,0.0,0.0,11523.0,34394.0,1541761644.024
8.130,11.247,76.829,0.542,0.0,3.252,37153409.0,99574441.0,0.0,2097152.0,0.0,0.0,11773.0,34117.0,1541761645.023
10.190,10.326,75.0,1.087,0.0,3.397,37776752.0,101260771.0,0.0,4194304.0,0.0,0.0,11901.0,35570.0,1541761646.025
8.602,12.366,75.269,0.672,0.0,3.091,35728428.0,95777625.0,0.0,2097152.0,0.0,0.0,11266.0,33629.0,1541761647.023
8.993,13.020,73.289,0.940,0.0,3.758,37914804.0,101638586.0,0.0,4194304.0,0.0,0.0,12351.0,35959.0,1541761648.023
8.981,12.198,75.469,0.536,0.0,2.815,37205222.0,99757612.0,0.0,2097152.0,0.0,0.0,11086.0,33305.0,1541761649.023
9.401,10.763,74.932,1.226,0.0,3.678,36708822.0,98467742.0,0.0,4194304.0,0.0,0.0,11826.0,35042.0,1541761650.023
8.895,12.264,74.663,0.539,0.0,3.639,37927765.0,101164901.0,0.0,2097152.0,0.0,0.0,11885.0,35765.0,1541761651.023
9.188,13.049,73.502,1.065,0.0,3.196,38484042.0,103334035.0,0.0,4194304.0,0.0,0.0,11998.0,36042.0,1541761652.025
8.278,13.351,74.099,0.401,0.0,3.872,37074079.0,99706069.0,0.0,2097152.0,0.0,0.0,11668.0,33858.0,1541761653.024
8.079,11.788,75.232,1.060,0.0,3.841,35143738.0,94290373.0,0.0,4194304.0,0.0,0.0,10256.0,30222.0,1541761654.026
9.214,10.705,76.829,0.542,0.0,2.710,35063985.0,94166424.0,0.0,2097152.0,0.0,0.0,11473.0,32448.0,1541761655.023
