"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Client1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n --output dstat_client1_ratio_1:0_vc_32_rep_1.csv -T 1 80",,,,"Date:","06 Dec 2018 07:47:21 UTC"

"total cpu usage",,,,,,"net/total",,"epoch"
"usr","sys","idl","wai","hiq","siq","recv","send","epoch"
3.818,4.546,87.895,1.565,0.0,2.177,0.0,0.0,1544082441.706
5.102,8.163,84.694,0.0,0.0,2.041,587734.0,17826723.0,1544082442.707
3.141,8.377,85.340,0.0,0.0,3.141,730380.0,22274495.0,1544082443.707
6.965,10.945,76.617,0.0,0.0,5.473,743606.0,22602398.0,1544082444.707
6.091,10.152,78.173,0.0,0.0,5.584,740400.0,22321193.0,1544082445.707
3.077,10.769,80.513,1.026,0.0,4.615,746900.0,22845784.0,1544082446.707
3.665,7.853,83.770,0.0,0.0,4.712,712118.0,21640628.0,1544082447.707
4.663,8.290,84.974,0.0,0.0,2.073,609548.0,18206282.0,1544082448.707
4.455,8.911,83.168,0.0,0.0,3.465,543788.0,11077158.0,1544082449.707
4.500,6.500,84.0,0.0,0.0,5.0,595610.0,22472531.0,1544082450.707
2.010,4.523,89.950,0.0,0.0,3.518,385882.0,10731775.0,1544082451.707
2.094,4.712,90.576,0.0,0.0,2.618,464930.0,15229942.0,1544082452.711
4.082,9.184,82.653,0.0,0.0,4.082,678300.0,20689029.0,1544082453.707
4.663,9.326,80.829,0.0,0.0,5.181,727506.0,22052601.0,1544082454.707
4.663,7.254,83.420,0.0,0.0,4.663,689556.0,20885825.0,1544082455.707
5.102,10.714,81.633,0.0,0.0,2.551,754946.0,22977228.0,1544082456.707
5.208,8.854,83.854,0.0,0.0,2.083,713234.0,21711686.0,1544082457.707
5.076,9.137,80.203,0.0,0.0,5.584,710274.0,21392406.0,1544082458.707
3.646,11.458,81.250,0.0,0.0,3.646,763346.0,23254561.0,1544082459.707
2.618,9.424,84.817,0.0,0.0,3.141,735840.0,22329609.0,1544082460.707
4.188,8.901,82.723,0.0,0.0,4.188,703904.0,21354997.0,1544082461.707
4.103,7.179,82.564,0.0,0.0,6.154,694324.0,21126099.0,1544082462.707
5.128,8.205,81.026,0.0,0.0,5.641,739480.0,22380722.0,1544082463.707
5.0,7.500,81.0,0.0,0.0,6.500,706890.0,21460228.0,1544082464.707
5.102,11.224,79.082,0.0,0.0,4.592,754460.0,22972959.0,1544082465.707
4.663,7.772,83.420,0.0,0.0,4.145,718684.0,21829194.0,1544082466.707
5.208,7.292,83.854,0.0,0.0,3.646,644962.0,19505374.0,1544082467.707
4.712,6.283,83.770,0.0,0.0,5.236,717220.0,21831137.0,1544082468.707
5.641,8.205,82.051,0.0,0.0,4.103,712180.0,21677799.0,1544082469.707
5.128,9.231,81.538,0.0,0.0,4.103,678796.0,20488964.0,1544082470.707
4.545,7.576,81.818,0.0,0.0,6.061,723380.0,22018653.0,1544082471.707
4.124,10.309,81.443,0.0,0.0,4.124,761600.0,23105301.0,1544082472.707
6.061,9.596,81.313,0.0,0.0,3.030,687058.0,20770756.0,1544082473.707
6.250,7.812,79.688,0.0,0.0,6.250,760966.0,23173360.0,1544082474.707
4.255,7.979,84.043,0.0,0.0,3.723,738434.0,22466031.0,1544082475.707
6.701,9.278,80.928,0.0,0.0,3.093,767556.0,23164933.0,1544082476.707
4.639,8.763,81.959,0.515,0.0,4.124,714112.0,21614575.0,1544082477.707
5.076,8.629,79.695,0.0,0.0,6.599,753200.0,23113563.0,1544082478.707
5.473,9.950,79.602,0.0,0.0,4.975,704070.0,21217348.0,1544082479.707
4.663,8.290,82.902,0.0,0.0,4.145,650532.0,19758965.0,1544082480.707
4.145,7.254,84.456,0.0,0.0,4.145,691666.0,20957404.0,1544082481.707
5.0,11.0,79.0,0.0,0.0,5.0,716110.0,21741640.0,1544082482.707
4.712,7.330,82.723,0.0,0.0,5.236,728724.0,22183345.0,1544082483.707
3.158,10.0,84.211,0.0,0.0,2.632,724640.0,22052858.0,1544082484.707
5.670,11.856,78.866,0.0,0.0,3.608,698978.0,21001755.0,1544082485.707
3.665,7.330,83.246,0.0,0.0,5.759,720720.0,21967732.0,1544082486.707
3.191,6.915,85.106,0.0,0.0,4.787,746406.0,22717684.0,1544082487.707
5.102,8.163,81.633,0.0,0.0,5.102,684890.0,20676527.0,1544082488.707
3.980,11.443,78.607,0.0,0.0,5.970,775084.0,23535843.0,1544082489.707
4.592,10.204,80.102,0.0,0.0,5.102,733460.0,22325430.0,1544082490.707
6.030,10.050,79.397,0.0,0.0,4.523,704348.0,21416579.0,1544082491.707
5.208,8.333,81.771,0.0,0.0,4.688,741802.0,22431493.0,1544082492.707
4.124,9.794,81.443,0.0,0.0,4.639,747306.0,22801010.0,1544082493.707
4.615,7.692,82.051,0.0,0.0,5.641,738220.0,22414934.0,1544082494.707
3.684,11.053,82.105,0.0,0.0,3.158,726396.0,21993118.0,1544082495.707
3.665,8.901,83.770,0.0,0.0,3.665,720646.0,21894965.0,1544082496.707
3.061,8.673,83.673,0.0,0.0,4.592,652286.0,19793253.0,1544082497.707
5.882,6.417,85.027,0.0,0.0,2.674,693916.0,20987238.0,1544082498.707
4.124,8.763,82.990,0.0,0.0,4.124,718900.0,21882071.0,1544082499.707
5.236,7.330,83.246,0.0,0.0,4.188,698106.0,21204602.0,1544082500.707
5.0,11.0,78.500,0.0,0.0,5.500,745856.0,22572638.0,1544082501.707
6.218,8.290,82.383,0.0,0.0,3.109,711274.0,21652239.0,1544082502.707
4.145,8.808,81.865,0.0,0.0,5.181,710360.0,21622391.0,1544082503.707
4.124,9.794,81.959,0.0,0.0,4.124,691720.0,20879298.0,1544082504.707
4.639,9.794,81.443,0.0,0.0,4.124,701606.0,21353811.0,1544082505.707
3.627,7.772,82.902,0.0,0.0,5.699,707214.0,21511592.0,1544082506.707
5.670,8.247,80.412,1.031,0.0,4.639,738296.0,22270255.0,1544082507.707
4.975,11.940,79.104,0.0,0.0,3.980,716500.0,21856437.0,1544082508.707
3.684,6.316,84.211,0.0,0.0,5.789,710574.0,21571427.0,1544082509.707
4.211,11.053,79.474,0.0,0.0,5.263,738716.0,22372503.0,1544082510.707
3.535,10.101,80.303,0.0,0.0,6.061,722120.0,21980217.0,1544082511.707
5.181,6.736,83.420,0.0,0.0,4.663,681446.0,20731713.0,1544082512.707
3.723,7.447,85.106,0.0,0.0,3.723,680740.0,20568958.0,1544082513.707
4.020,11.055,79.899,0.0,0.0,5.025,735420.0,22385213.0,1544082514.707
3.093,9.278,81.959,0.0,0.0,5.670,717014.0,21827061.0,1544082515.707
5.820,7.407,82.540,0.0,0.0,4.233,758662.0,22888263.0,1544082516.707
5.699,7.772,81.347,0.0,0.0,5.181,755514.0,23020246.0,1544082517.707
5.473,9.950,79.104,0.0,0.0,5.473,699580.0,21302903.0,1544082518.707
5.670,10.309,78.351,0.0,0.0,5.670,756260.0,22841319.0,1544082519.707
4.737,7.895,82.632,0.0,0.0,4.737,741160.0,22559743.0,1544082520.707
4.145,9.845,80.829,0.0,0.0,5.181,798444.0,23910506.0,1544082521.707
