"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Server1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n --output dstat_server1_ratio_1:0_vc_1_rep_1.csv -T 1 80",,,,"Date:","06 Dec 2018 06:58:16 UTC"

"total cpu usage",,,,,,"net/total",,"epoch"
"usr","sys","idl","wai","hiq","siq","recv","send","epoch"
10.115,10.072,70.815,6.863,0.0,2.135,0.0,0.0,1544079496.728
5.747,10.345,82.759,0.0,0.0,1.149,26411568.0,858563.0,1544079497.729
7.865,8.989,83.146,0.0,0.0,0.0,27885641.0,902160.0,1544079498.730
5.435,9.783,83.696,0.0,0.0,1.087,22916342.0,742312.0,1544079499.729
2.174,5.435,91.304,0.0,0.0,1.087,11185191.0,366713.0,1544079500.729
4.545,7.955,87.500,0.0,0.0,0.0,20071491.0,649740.0,1544079501.729
7.368,9.474,82.105,0.0,0.0,1.053,19642468.0,636224.0,1544079502.729
5.618,7.865,85.393,0.0,0.0,1.124,19839940.0,642100.0,1544079503.729
9.412,9.412,81.176,0.0,0.0,0.0,26017772.0,845469.0,1544079504.729
5.747,9.195,82.759,0.0,0.0,2.299,29557602.0,956698.0,1544079505.729
5.618,16.854,76.404,0.0,0.0,1.124,28863675.0,933240.0,1544079506.729
6.818,12.500,78.409,0.0,0.0,2.273,28229101.0,917569.0,1544079507.729
6.818,11.364,80.682,0.0,0.0,1.136,29534432.0,955360.0,1544079508.730
3.614,10.843,84.337,0.0,0.0,1.205,27600244.0,893854.0,1544079509.729
5.814,11.628,81.395,0.0,0.0,1.163,28562299.0,927649.0,1544079510.729
5.814,10.465,83.721,0.0,0.0,0.0,27993888.0,905520.0,1544079511.729
7.778,12.222,77.778,0.0,0.0,2.222,27253874.0,881860.0,1544079512.729
9.524,13.095,75.0,0.0,0.0,2.381,27206054.0,889541.0,1544079513.729
6.667,13.333,77.778,0.0,0.0,2.222,29192602.0,944720.0,1544079514.729
6.742,13.483,78.652,0.0,0.0,1.124,29430586.0,952700.0,1544079515.729
5.952,9.524,82.143,0.0,0.0,2.381,27913135.0,906369.0,1544079516.729
5.747,13.793,79.310,0.0,0.0,1.149,27967889.0,905100.0,1544079517.729
5.556,12.222,81.111,0.0,0.0,1.111,27465932.0,888580.0,1544079518.730
5.882,12.941,80.0,0.0,0.0,1.176,28384764.0,922609.0,1544079519.729
4.545,14.773,80.682,0.0,0.0,0.0,28629941.0,926100.0,1544079520.729
5.495,14.286,80.220,0.0,0.0,0.0,27868261.0,902160.0,1544079521.729
8.889,13.333,75.556,0.0,0.0,2.222,28254906.0,918269.0,1544079522.729
7.692,13.187,76.923,1.099,0.0,1.099,29478247.0,953680.0,1544079523.729
7.609,11.957,78.261,0.0,0.0,2.174,27983607.0,904556.0,1544079524.729
8.046,12.644,78.161,0.0,0.0,1.149,29717659.0,965869.0,1544079525.729
4.444,16.667,77.778,0.0,0.0,1.111,29915157.0,967540.0,1544079526.729
6.593,14.286,78.022,0.0,0.0,1.099,28759723.0,930720.0,1544079527.729
6.667,14.444,76.667,0.0,0.0,2.222,28635857.0,931149.0,1544079528.729
6.897,9.195,83.908,0.0,0.0,0.0,28803095.0,931000.0,1544079529.729
6.452,15.054,77.419,0.0,0.0,1.075,27812144.0,899920.0,1544079530.729
10.870,10.870,78.261,0.0,0.0,0.0,26277526.0,854149.0,1544079531.729
6.316,15.789,75.789,0.0,0.0,2.105,25553291.0,827540.0,1544079532.729
7.609,11.957,78.261,0.0,0.0,2.174,27855448.0,900340.0,1544079533.730
4.545,11.364,82.955,0.0,0.0,1.136,27960705.0,909589.0,1544079534.729
8.989,10.112,80.899,0.0,0.0,0.0,29127667.0,941500.0,1544079535.729
4.301,16.129,79.570,0.0,0.0,0.0,28231898.0,913360.0,1544079536.729
7.692,15.385,74.725,0.0,0.0,2.198,27168955.0,884035.0,1544079537.729
4.494,12.360,82.022,0.0,0.0,1.124,27928989.0,903560.0,1544079538.729
6.383,14.894,78.723,0.0,0.0,0.0,27609073.0,892532.0,1544079539.729
8.791,13.187,75.824,0.0,0.0,2.198,29216121.0,950901.0,1544079540.729
4.545,13.636,81.818,0.0,0.0,0.0,27548122.0,890400.0,1544079541.730
8.602,15.054,76.344,0.0,0.0,0.0,27171671.0,879900.0,1544079542.729
5.263,15.789,76.842,0.0,0.0,2.105,26095604.0,847569.0,1544079543.730
7.865,11.236,80.899,0.0,0.0,0.0,27985181.0,905940.0,1544079544.729
5.618,14.607,78.652,0.0,0.0,1.124,28188653.0,911400.0,1544079545.729
8.421,16.842,72.632,0.0,0.0,2.105,28350263.0,921415.0,1544079546.729
7.692,15.385,76.923,0.0,0.0,0.0,28777164.0,931000.0,1544079547.729
7.059,10.588,81.176,0.0,0.0,1.176,29092993.0,942060.0,1544079548.729
