"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Middleware1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n -d -g -y --output dstat_mw1_ratio_1:1_vc_2_worker_64_rep_2_sharded_true.csv -T 1 90",,,,"Date:","21 Nov 2018 18:00:25 UTC"

"total cpu usage",,,,,,"net/total",,"dsk/total",,"paging",,"system",,"epoch"
"usr","sys","idl","wai","hiq","siq","recv","send","read","writ","in","out","int","csw","epoch"
1.796,0.598,96.835,0.583,0.0,0.187,0.0,0.0,58171.624,1212554.296,0.0,0.0,627.719,1610.582,1542823225.398
37.751,4.819,54.351,0.0,0.0,3.079,5882437.0,11015108.0,0.0,0.0,0.0,0.0,3527.0,8875.0,1542823226.398
34.667,3.467,58.0,0.0,0.0,3.867,7486192.0,14036138.0,0.0,0.0,0.0,0.0,3887.0,10481.0,1542823227.398
12.975,4.980,78.768,0.0,0.0,3.277,12076315.0,22497589.0,0.0,0.0,0.0,0.0,5671.0,16381.0,1542823228.398
24.870,3.906,67.839,0.0,0.0,3.385,10144846.0,18886085.0,0.0,0.0,0.0,0.0,5462.0,13829.0,1542823229.398
7.461,4.581,85.340,0.0,0.0,2.618,13275218.0,24691863.0,0.0,0.0,0.0,0.0,6898.0,17615.0,1542823230.398
5.964,5.076,85.914,0.0,0.0,3.046,13219942.0,24587412.0,0.0,0.0,0.0,0.0,6771.0,17399.0,1542823231.398
5.534,5.148,85.714,0.0,0.0,3.604,14230593.0,26417484.0,0.0,0.0,0.0,0.0,7352.0,18943.0,1542823232.398
6.555,5.527,85.090,0.0,0.0,2.828,14313844.0,26600616.0,0.0,0.0,0.0,0.0,7456.0,19008.0,1542823233.398
5.634,5.634,85.915,0.0,0.0,2.817,13708030.0,25480110.0,0.0,0.0,0.0,0.0,7159.0,18258.0,1542823234.399
6.170,5.656,84.833,0.0,0.0,3.342,13778821.0,25600293.0,0.0,0.0,0.0,0.0,7221.0,18497.0,1542823235.398
4.903,3.484,88.645,0.0,0.0,2.968,12186849.0,22677076.0,0.0,0.0,0.0,0.0,6255.0,16244.0,1542823236.399
5.181,4.793,87.047,0.0,0.0,2.979,14036156.0,26075954.0,0.0,0.0,0.0,0.0,7282.0,18665.0,1542823237.398
5.412,4.639,86.856,0.0,0.0,3.093,13496783.0,25064414.0,0.0,0.0,0.0,0.0,7010.0,18000.0,1542823238.399
5.236,4.581,87.173,0.0,0.0,3.010,14820564.0,27527762.0,0.0,0.0,0.0,0.0,7592.0,19600.0,1542823239.399
4.314,4.837,87.974,0.0,0.0,2.876,13718181.0,25502811.0,0.0,0.0,0.0,0.0,7064.0,18163.0,1542823240.398
4.981,5.364,86.079,0.0,0.0,3.576,13882306.0,25790323.0,0.0,0.0,0.0,0.0,7094.0,18303.0,1542823241.399
5.784,4.627,86.889,0.0,0.0,2.699,13015137.0,24208561.0,0.0,0.0,0.0,0.0,6601.0,17022.0,1542823242.399
4.348,4.987,86.957,0.0,0.0,3.708,13228857.0,24590191.0,0.0,0.0,0.0,0.0,6813.0,17531.0,1542823243.398
4.021,5.837,86.900,0.0,0.0,3.243,14056107.0,26114918.0,0.0,20480.0,0.0,0.0,7276.0,18627.0,1542823244.398
5.168,5.168,85.917,0.0,0.0,3.747,14290148.0,26539860.0,0.0,0.0,0.0,0.0,7319.0,18805.0,1542823245.398
5.823,5.190,85.696,0.0,0.0,3.291,12711642.0,23614502.0,0.0,0.0,0.0,0.0,6640.0,16913.0,1542823246.399
5.195,4.675,87.403,0.0,0.0,2.727,14244210.0,26455246.0,0.0,0.0,0.0,0.0,7169.0,18586.0,1542823247.398
6.026,5.513,84.872,0.0,0.0,3.590,13719067.0,25516800.0,0.0,0.0,0.0,0.0,7092.0,18324.0,1542823248.398
4.275,4.534,88.212,0.0,0.0,2.979,12799441.0,23790891.0,0.0,0.0,0.0,0.0,6541.0,17000.0,1542823249.398
5.371,5.499,85.934,0.0,0.0,3.197,14446397.0,26843303.0,0.0,0.0,0.0,0.0,7405.0,19200.0,1542823250.399
4.633,5.019,87.130,0.386,0.0,2.831,13280961.0,24682250.0,0.0,90112.0,0.0,0.0,6811.0,17573.0,1542823251.398
5.350,4.841,86.879,0.0,0.0,2.930,13071583.0,24277349.0,0.0,0.0,0.0,0.0,6720.0,17332.0,1542823252.399
4.897,3.995,88.144,0.0,0.0,2.964,11246422.0,20967305.0,0.0,0.0,0.0,0.0,5816.0,15039.0,1542823253.398
6.138,4.987,85.934,0.0,0.0,2.941,14231065.0,26423402.0,0.0,118784.0,0.0,0.0,7315.0,18718.0,1542823254.399
5.230,5.357,85.842,0.0,0.0,3.571,13657074.0,25367284.0,0.0,0.0,0.0,0.0,7188.0,18302.0,1542823255.398
3.520,4.042,89.570,0.0,0.0,2.868,12731684.0,23696640.0,0.0,0.0,0.0,0.0,6661.0,17023.0,1542823256.399
5.513,5.385,86.026,0.0,0.0,3.077,14105472.0,26173903.0,0.0,0.0,0.0,0.0,7262.0,18606.0,1542823257.398
4.884,4.884,86.889,0.0,0.0,3.342,13565798.0,25227225.0,0.0,0.0,0.0,0.0,6973.0,18002.0,1542823258.398
5.499,4.604,85.678,1.151,0.0,3.069,13588950.0,25255461.0,0.0,8617984.0,0.0,0.0,6958.0,17932.0,1542823259.398
4.935,5.455,87.013,0.0,0.0,2.597,14618172.0,27121308.0,0.0,0.0,0.0,0.0,7503.0,19369.0,1542823260.398
4.522,4.651,87.339,0.0,0.0,3.488,13690792.0,25468992.0,0.0,0.0,0.0,0.0,6985.0,17918.0,1542823261.398
5.045,4.916,87.322,0.0,0.0,2.717,14146068.0,26289149.0,0.0,0.0,0.0,0.0,7313.0,18772.0,1542823262.398
5.398,5.270,86.375,0.0,0.0,2.956,14171636.0,26298318.0,0.0,0.0,0.0,0.0,7310.0,18927.0,1542823263.398
4.563,5.085,87.614,0.0,0.0,2.738,13961991.0,25958441.0,0.0,0.0,0.0,0.0,7210.0,18575.0,1542823264.398
4.956,6.480,85.642,0.0,0.0,2.922,13970985.0,25954938.0,0.0,0.0,0.0,0.0,7225.0,18636.0,1542823265.398
5.032,4.387,87.742,0.0,0.0,2.839,13045764.0,24220559.0,0.0,0.0,0.0,0.0,6817.0,17415.0,1542823266.398
4.387,5.806,86.968,0.0,0.0,2.839,13616537.0,25320569.0,0.0,0.0,0.0,0.0,7168.0,18621.0,1542823267.398
5.202,4.161,87.906,0.0,0.0,2.731,13380322.0,24845730.0,0.0,0.0,0.0,0.0,7007.0,18043.0,1542823268.398
5.412,5.155,86.082,0.0,0.0,3.351,14799892.0,27505103.0,0.0,0.0,0.0,0.0,7747.0,19888.0,1542823269.399
5.492,5.747,85.185,0.0,0.0,3.576,14884983.0,27644033.0,0.0,0.0,0.0,0.0,7715.0,19844.0,1542823270.398
5.297,4.134,87.855,0.0,0.0,2.713,13082754.0,24306720.0,0.0,0.0,0.0,0.0,6739.0,17435.0,1542823271.398
5.026,5.284,87.371,0.0,0.0,2.320,13501408.0,25104983.0,0.0,0.0,0.0,0.0,7058.0,18057.0,1542823272.398
3.776,4.427,88.151,0.0,0.0,3.646,14045034.0,26084879.0,0.0,0.0,0.0,0.0,7201.0,18496.0,1542823273.398
4.269,4.657,88.486,0.0,0.0,2.587,13266154.0,24670206.0,0.0,0.0,0.0,0.0,6800.0,17605.0,1542823274.399
5.634,4.481,86.684,0.0,0.0,3.201,12943365.0,24038388.0,0.0,0.0,0.0,0.0,6640.0,17160.0,1542823275.399
4.021,4.799,88.067,0.0,0.0,3.113,13814403.0,25696427.0,0.0,0.0,0.0,0.0,7018.0,18193.0,1542823276.398
4.910,4.910,87.855,0.0,0.0,2.326,13556885.0,25192287.0,0.0,0.0,0.0,0.0,7035.0,18064.0,1542823277.398
5.284,4.510,86.985,0.0,0.0,3.222,13608204.0,25280749.0,0.0,0.0,0.0,0.0,7180.0,18386.0,1542823278.398
4.948,5.078,87.891,0.0,0.0,2.083,14040524.0,26105536.0,0.0,0.0,0.0,0.0,7073.0,18473.0,1542823279.399
4.750,4.621,87.548,0.0,0.0,3.081,13431048.0,24940823.0,0.0,0.0,0.0,0.0,6868.0,17825.0,1542823280.398
4.780,4.780,86.047,1.421,0.0,2.972,13397306.0,24902534.0,0.0,28672.0,0.0,0.0,6954.0,17909.0,1542823281.398
5.337,5.591,85.515,0.0,0.0,3.558,14284998.0,26541112.0,0.0,0.0,0.0,0.0,7355.0,19051.0,1542823282.398
4.209,5.740,87.117,0.0,0.0,2.934,12942301.0,24060237.0,0.0,0.0,0.0,0.0,6724.0,17192.0,1542823283.399
4.910,4.910,86.951,0.0,0.0,3.230,14065156.0,26126651.0,0.0,0.0,0.0,0.0,7215.0,18736.0,1542823284.398
4.639,5.928,85.567,0.0,0.0,3.866,14075738.0,26155476.0,0.0,20480.0,0.0,0.0,7435.0,19151.0,1542823285.398
4.949,5.076,87.056,0.0,0.0,2.919,12361272.0,23004533.0,0.0,0.0,0.0,0.0,6397.0,16494.0,1542823286.398
6.218,5.076,85.406,0.0,0.0,3.299,13829154.0,25694625.0,0.0,0.0,0.0,0.0,7218.0,18405.0,1542823287.398
4.780,5.426,87.080,0.0,0.0,2.713,14258165.0,26493923.0,0.0,0.0,0.0,0.0,7382.0,18994.0,1542823288.398
4.194,4.718,88.598,0.0,0.0,2.490,13764364.0,25576807.0,0.0,0.0,0.0,0.0,7152.0,18470.0,1542823289.398
5.598,6.107,85.369,0.0,0.0,2.926,13892791.0,25800146.0,0.0,8232960.0,0.0,0.0,7215.0,18470.0,1542823290.399
5.115,5.243,86.701,0.0,0.0,2.941,13893887.0,25817154.0,0.0,0.0,0.0,0.0,7129.0,18336.0,1542823291.398
4.707,5.216,86.387,0.0,0.0,3.690,13505358.0,25098308.0,0.0,0.0,0.0,0.0,6945.0,18039.0,1542823292.398
5.346,5.215,87.223,0.0,0.0,2.216,13913476.0,25855505.0,0.0,0.0,0.0,0.0,7239.0,18584.0,1542823293.399
5.006,5.135,86.906,0.0,0.0,2.953,13767622.0,25558475.0,0.0,0.0,0.0,0.0,7100.0,18422.0,1542823294.398
4.487,5.385,86.538,0.0,0.0,3.590,13940075.0,25930772.0,0.0,0.0,0.0,0.0,7156.0,18672.0,1542823295.398
4.916,3.622,88.098,0.0,0.0,3.364,12879182.0,23937572.0,0.0,0.0,0.0,0.0,6542.0,17041.0,1542823296.398
5.019,4.762,87.902,0.0,0.0,2.317,13203675.0,24555312.0,0.0,0.0,0.0,0.0,6751.0,17517.0,1542823297.399
4.416,4.026,88.442,0.0,0.0,3.117,13092389.0,24332296.0,0.0,0.0,0.0,0.0,6754.0,17445.0,1542823298.398
5.599,3.906,87.630,0.0,0.0,2.865,13908931.0,25855120.0,0.0,0.0,0.0,0.0,7231.0,18563.0,1542823299.398
4.657,5.175,86.805,0.0,0.0,3.364,14242806.0,26429882.0,0.0,0.0,0.0,0.0,7396.0,19163.0,1542823300.398
4.258,4.645,88.258,0.0,0.0,2.839,12957085.0,24107940.0,0.0,0.0,0.0,0.0,6675.0,17108.0,1542823301.398
4.264,4.910,87.726,0.0,0.0,3.101,13368683.0,24845976.0,0.0,0.0,0.0,0.0,6870.0,17644.0,1542823302.398
5.065,3.636,88.052,0.0,0.0,3.247,13735699.0,25529277.0,0.0,0.0,0.0,0.0,7036.0,18028.0,1542823303.398
4.719,5.485,87.117,0.0,0.0,2.679,13437158.0,24978163.0,0.0,0.0,0.0,0.0,6840.0,17650.0,1542823304.398
4.587,5.242,87.287,0.0,0.0,2.883,14465710.0,26863396.0,0.0,0.0,0.0,0.0,7486.0,19171.0,1542823305.398
5.747,4.981,86.207,0.0,0.0,3.065,14105531.0,26198445.0,0.0,0.0,0.0,0.0,7191.0,18651.0,1542823306.398
5.867,4.719,86.224,0.0,0.0,3.189,13976560.0,25992412.0,0.0,0.0,0.0,0.0,7214.0,18622.0,1542823307.398
4.336,3.811,89.093,0.0,0.0,2.760,13470990.0,25012697.0,0.0,0.0,0.0,0.0,6901.0,17998.0,1542823308.398
5.109,5.109,85.951,0.0,0.0,3.831,14351974.0,26650893.0,0.0,0.0,0.0,0.0,7357.0,18941.0,1542823309.398
4.884,5.784,86.118,0.0,0.0,3.213,14598051.0,27131488.0,0.0,0.0,0.0,0.0,7632.0,19550.0,1542823310.398
4.949,5.457,86.294,0.254,0.0,3.046,13137065.0,24427477.0,0.0,28672.0,0.0,0.0,6663.0,17283.0,1542823311.398
5.135,5.006,86.008,0.0,0.0,3.851,13840189.0,25725022.0,0.0,0.0,0.0,0.0,7075.0,18186.0,1542823312.398
3.985,4.884,88.046,0.0,0.0,3.085,12374912.0,22981995.0,0.0,0.0,0.0,0.0,6465.0,16571.0,1542823313.398
4.725,4.853,86.590,0.0,0.0,3.831,13903180.0,25847371.0,0.0,0.0,0.0,0.0,7041.0,18264.0,1542823314.398
5.935,4.0,86.839,0.0,0.0,3.226,13065266.0,24303885.0,0.0,0.0,0.0,0.0,6787.0,17449.0,1542823315.398
