"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Middleware1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n -d -g -y --output dstat_mw1_ratio_1:9_vc_2_worker_64_rep_1_sharded_true.csv -T 1 90",,,,"Date:","21 Nov 2018 18:43:30 UTC"

"total cpu usage",,,,,,"net/total",,"dsk/total",,"paging",,"system",,"epoch"
"usr","sys","idl","wai","hiq","siq","recv","send","read","writ","in","out","int","csw","epoch"
3.196,0.930,95.099,0.352,0.0,0.423,0.0,0.0,34325.236,748431.648,0.0,0.0,1162.438,3043.842,1542825810.558
42.364,4.250,51.129,0.0,0.0,2.258,6980549.0,8120801.0,0.0,0.0,0.0,0.0,3705.0,9928.0,1542825811.558
40.775,3.610,53.209,0.267,0.0,2.139,8806957.0,10246589.0,0.0,86016.0,0.0,0.0,4215.0,11513.0,1542825812.559
27.749,5.105,64.660,0.0,0.0,2.487,10555199.0,12186000.0,0.0,73728.0,0.0,0.0,5024.0,13452.0,1542825813.558
16.252,3.670,77.064,0.0,0.0,3.014,11960682.0,13815590.0,0.0,0.0,0.0,0.0,5711.0,15281.0,1542825814.558
4.922,4.793,87.694,0.0,0.0,2.591,14554761.0,16770224.0,0.0,0.0,0.0,0.0,6891.0,18280.0,1542825815.558
6.641,4.981,85.824,0.0,0.0,2.554,14619014.0,16852604.0,0.0,0.0,0.0,0.0,7020.0,18372.0,1542825816.558
4.903,4.903,87.871,0.0,0.0,2.323,13860826.0,15968810.0,0.0,0.0,0.0,0.0,6504.0,17343.0,1542825817.558
5.215,4.042,88.657,0.0,0.0,2.086,13811895.0,15939519.0,0.0,0.0,0.0,0.0,6498.0,17329.0,1542825818.559
6.290,5.392,85.751,0.0,0.0,2.567,14686582.0,16924649.0,0.0,0.0,0.0,0.0,7030.0,18464.0,1542825819.558
4.774,5.032,88.129,0.0,0.0,2.065,14522969.0,16725995.0,0.0,0.0,0.0,0.0,6915.0,18107.0,1542825820.558
5.747,4.981,86.590,0.0,0.0,2.682,14968818.0,17244488.0,0.0,0.0,0.0,0.0,7036.0,18647.0,1542825821.558
6.624,4.841,85.605,0.0,0.0,2.930,14711144.0,16964401.0,0.0,0.0,0.0,0.0,7069.0,18379.0,1542825822.559
4.762,4.633,87.645,0.0,0.0,2.960,14530245.0,16744988.0,0.0,0.0,0.0,0.0,6893.0,18171.0,1542825823.559
5.026,5.412,86.985,0.0,0.0,2.577,15564482.0,17947516.0,0.0,0.0,0.0,0.0,7327.0,19308.0,1542825824.558
4.872,5.641,86.538,0.0,0.0,2.949,15307213.0,17646442.0,0.0,0.0,0.0,0.0,7241.0,19186.0,1542825825.558
4.258,5.161,88.258,0.0,0.0,2.323,14633430.0,16864183.0,0.0,0.0,0.0,0.0,6927.0,18199.0,1542825826.558
7.503,4.269,85.252,0.0,0.0,2.975,15295677.0,17641623.0,0.0,0.0,0.0,0.0,7256.0,19143.0,1542825827.559
5.141,5.013,87.275,0.0,0.0,2.571,14322572.0,16499476.0,0.0,20480.0,0.0,0.0,6774.0,17975.0,1542825828.558
4.929,3.502,88.975,0.0,0.0,2.594,14164593.0,16317466.0,0.0,0.0,0.0,0.0,6596.0,17638.0,1542825829.559
5.419,5.290,86.710,0.0,0.0,2.581,14785185.0,17054069.0,0.0,0.0,0.0,0.0,7007.0,18549.0,1542825830.558
6.010,4.731,86.573,0.0,0.0,2.685,14076646.0,16221380.0,0.0,0.0,0.0,0.0,6714.0,17708.0,1542825831.559
5.085,4.433,88.136,0.0,0.0,2.347,14452690.0,16664274.0,0.0,0.0,0.0,0.0,6787.0,18080.0,1542825832.558
5.122,4.481,88.092,0.0,0.0,2.305,13870201.0,15991289.0,0.0,0.0,0.0,0.0,6549.0,17273.0,1542825833.558
5.203,5.584,86.675,0.0,0.0,2.538,14505682.0,16723851.0,0.0,0.0,0.0,0.0,6862.0,18047.0,1542825834.559
4.410,4.540,88.197,0.0,0.0,2.853,15087863.0,17392608.0,0.0,0.0,0.0,0.0,7118.0,18703.0,1542825835.558
5.168,4.651,88.114,0.0,0.0,2.067,14604142.0,16824724.0,0.0,0.0,0.0,0.0,6909.0,18456.0,1542825836.559
4.493,5.648,87.163,0.0,0.0,2.696,15338402.0,17676325.0,0.0,0.0,0.0,0.0,7257.0,19216.0,1542825837.558
4.476,4.859,87.724,0.0,0.0,2.941,14069960.0,16237842.0,0.0,0.0,0.0,0.0,6657.0,17736.0,1542825838.558
5.513,4.231,88.077,0.0,0.0,2.179,14473091.0,16668950.0,0.0,32768.0,0.0,0.0,6823.0,18096.0,1542825839.558
6.068,5.183,85.714,0.0,0.0,3.034,16190515.0,18666746.0,0.0,0.0,0.0,0.0,7655.0,20318.0,1542825840.558
5.563,5.183,86.599,0.0,0.0,2.655,14349561.0,16534466.0,0.0,0.0,0.0,0.0,6851.0,18041.0,1542825841.559
6.431,5.296,85.246,0.252,0.0,2.774,15811234.0,18217354.0,0.0,45056.0,0.0,0.0,7501.0,19848.0,1542825842.558
4.756,4.627,88.046,0.0,0.0,2.571,14707421.0,16946331.0,0.0,0.0,0.0,0.0,6865.0,18274.0,1542825843.558
4.793,4.404,88.860,0.0,0.0,1.943,14304001.0,16491714.0,0.0,9351168.0,0.0,0.0,6768.0,17982.0,1542825844.558
4.639,5.155,88.144,0.0,0.0,2.062,15133736.0,17453580.0,0.0,0.0,0.0,0.0,7190.0,18851.0,1542825845.559
5.161,4.516,88.129,0.0,0.0,2.194,14971758.0,17244766.0,0.0,0.0,0.0,0.0,7090.0,18770.0,1542825846.558
5.398,4.113,87.918,0.0,0.0,2.571,15038703.0,17348560.0,0.0,0.0,0.0,0.0,7016.0,18702.0,1542825847.559
4.987,4.731,87.724,0.0,0.0,2.558,14405831.0,16592365.0,0.0,0.0,0.0,0.0,6766.0,17914.0,1542825848.558
4.878,4.621,87.677,0.0,0.0,2.824,14959718.0,17238680.0,0.0,0.0,0.0,0.0,7102.0,18852.0,1542825849.559
4.663,4.404,89.119,0.0,0.0,1.813,14034084.0,16181561.0,0.0,0.0,0.0,0.0,6639.0,17624.0,1542825850.559
5.223,5.096,87.261,0.0,0.0,2.420,14122395.0,16297066.0,0.0,0.0,0.0,0.0,6685.0,17703.0,1542825851.558
4.853,4.215,88.123,0.0,0.0,2.810,13410617.0,15449100.0,0.0,0.0,0.0,0.0,6307.0,16872.0,1542825852.558
4.365,3.979,88.447,0.0,0.0,3.209,14028848.0,16163443.0,0.0,0.0,0.0,0.0,6640.0,17518.0,1542825853.559
5.357,5.230,87.628,0.0,0.0,1.786,14446865.0,16665387.0,0.0,0.0,0.0,0.0,6810.0,17938.0,1542825854.559
6.242,5.096,86.879,0.0,0.0,1.783,15176093.0,17492349.0,0.0,0.0,0.0,0.0,7152.0,18943.0,1542825855.558
5.013,4.627,88.303,0.0,0.0,2.057,14124128.0,16296633.0,0.0,0.0,0.0,0.0,6722.0,17758.0,1542825856.558
4.981,4.853,87.739,0.0,0.0,2.427,14554400.0,16771762.0,0.0,0.0,0.0,0.0,6820.0,18136.0,1542825857.558
4.645,4.129,88.774,0.0,0.0,2.452,14086006.0,16223619.0,0.0,0.0,0.0,0.0,6572.0,17584.0,1542825858.558
4.569,3.525,89.687,0.0,0.0,2.219,14349302.0,16559482.0,0.0,0.0,0.0,0.0,6851.0,18156.0,1542825859.558
4.528,4.528,88.616,0.0,0.0,2.329,14811797.0,17077711.0,0.0,0.0,0.0,0.0,6986.0,18534.0,1542825860.558
4.481,4.609,88.732,0.0,0.0,2.177,13423962.0,15470562.0,0.0,0.0,0.0,0.0,6397.0,17004.0,1542825861.558
4.534,4.922,88.731,0.0,0.0,1.813,14524189.0,16752062.0,0.0,0.0,0.0,0.0,6891.0,18243.0,1542825862.558
4.981,4.598,87.739,0.0,0.0,2.682,13843246.0,15947108.0,0.0,0.0,0.0,0.0,6525.0,17408.0,1542825863.559
4.236,5.392,87.677,0.0,0.0,2.696,15122671.0,17428097.0,0.0,0.0,0.0,0.0,7095.0,18855.0,1542825864.558
4.910,5.556,87.209,0.0,0.0,2.326,15362897.0,17718373.0,0.0,0.0,0.0,0.0,7308.0,19195.0,1542825865.558
4.505,5.019,88.031,0.0,0.0,2.445,14531775.0,16755194.0,0.0,0.0,0.0,0.0,6860.0,18249.0,1542825866.558
4.534,4.793,88.212,0.0,0.0,2.461,15131759.0,17433021.0,0.0,0.0,0.0,0.0,7177.0,18925.0,1542825867.558
4.872,5.128,87.564,0.0,0.0,2.436,14574315.0,16794482.0,0.0,0.0,0.0,0.0,6897.0,18369.0,1542825868.559
5.135,4.236,88.190,0.0,0.0,2.439,14933411.0,17226373.0,0.0,20480.0,0.0,0.0,6990.0,18570.0,1542825869.559
5.270,4.884,87.789,0.0,0.0,2.057,14401445.0,16592784.0,0.0,0.0,0.0,0.0,6772.0,18183.0,1542825870.558
5.337,4.828,87.166,0.0,0.0,2.668,14950522.0,17229691.0,0.0,0.0,0.0,0.0,7034.0,18696.0,1542825871.559
4.962,5.598,87.023,0.254,0.0,2.163,14424486.0,16643817.0,0.0,57344.0,0.0,0.0,6861.0,18273.0,1542825872.558
4.609,5.378,88.092,0.0,0.0,1.921,14126430.0,16264260.0,0.0,0.0,0.0,0.0,6688.0,17860.0,1542825873.558
5.350,4.459,87.389,0.127,0.0,2.675,14183086.0,16368497.0,0.0,8966144.0,0.0,0.0,6726.0,17907.0,1542825874.558
5.141,4.756,87.918,0.0,0.0,2.185,14666794.0,16881170.0,0.0,0.0,0.0,0.0,6919.0,18347.0,1542825875.558
4.337,4.847,88.010,0.0,0.0,2.806,14063953.0,16232171.0,0.0,0.0,0.0,0.0,6689.0,17670.0,1542825876.558
4.787,4.140,88.228,0.0,0.0,2.846,14713010.0,16942848.0,0.0,0.0,0.0,0.0,6961.0,18481.0,1542825877.558
4.774,4.645,88.645,0.0,0.0,1.935,14271894.0,16475421.0,0.0,0.0,0.0,0.0,6700.0,17933.0,1542825878.558
5.378,4.097,87.964,0.0,0.0,2.561,14657984.0,16877098.0,0.0,0.0,0.0,0.0,6872.0,18212.0,1542825879.558
5.605,4.841,87.006,0.0,0.0,2.548,14953479.0,17260200.0,0.0,8192.0,0.0,0.0,7050.0,18754.0,1542825880.558
4.387,4.903,88.516,0.0,0.0,2.194,14377874.0,16553858.0,0.0,0.0,0.0,0.0,6835.0,18105.0,1542825881.558
5.045,4.269,88.228,0.0,0.0,2.458,15073392.0,17375484.0,0.0,0.0,0.0,0.0,7184.0,19083.0,1542825882.559
5.243,5.499,87.212,0.0,0.0,2.046,14605732.0,16841346.0,0.0,0.0,0.0,0.0,6928.0,18369.0,1542825883.558
4.707,4.453,87.277,0.0,0.0,3.562,14911332.0,17201527.0,0.0,0.0,0.0,0.0,7016.0,18662.0,1542825884.558
5.663,4.505,87.516,0.0,0.0,2.317,15878246.0,18288099.0,0.0,0.0,0.0,0.0,7535.0,19895.0,1542825885.558
5.563,5.183,86.220,0.0,0.0,3.034,15164272.0,17484045.0,0.0,0.0,0.0,0.0,7197.0,18890.0,1542825886.558
5.426,4.005,87.726,0.0,0.0,2.842,15776290.0,18171377.0,0.0,0.0,0.0,0.0,7484.0,19758.0,1542825887.558
5.006,5.135,87.548,0.0,0.0,2.311,15044692.0,17324810.0,0.0,0.0,0.0,0.0,7078.0,18807.0,1542825888.558
4.145,4.922,88.601,0.0,0.0,2.332,14884564.0,17173678.0,0.0,0.0,0.0,0.0,7029.0,18651.0,1542825889.558
5.619,5.109,86.718,0.0,0.0,2.554,15826742.0,18244715.0,0.0,0.0,0.0,0.0,7504.0,19747.0,1542825890.558
5.161,4.774,87.742,0.0,0.0,2.323,14999897.0,17265659.0,0.0,0.0,0.0,0.0,7096.0,18794.0,1542825891.559
4.633,5.019,87.387,0.0,0.0,2.960,15175976.0,17500711.0,0.0,0.0,0.0,0.0,7172.0,19041.0,1542825892.558
4.774,4.645,88.129,0.0,0.0,2.452,14273512.0,16458258.0,0.0,0.0,0.0,0.0,6823.0,18013.0,1542825893.558
3.979,5.905,87.805,0.0,0.0,2.311,14418786.0,16618198.0,0.0,0.0,0.0,0.0,6815.0,18092.0,1542825894.558
6.061,5.556,85.859,0.0,0.0,2.525,15194608.0,17507298.0,0.0,0.0,0.0,0.0,7235.0,19113.0,1542825895.558
4.657,4.916,87.710,0.0,0.0,2.717,15515875.0,17887735.0,0.0,0.0,0.0,0.0,7402.0,19694.0,1542825896.558
5.563,5.563,85.714,0.0,0.0,3.161,15293739.0,17628036.0,0.0,0.0,0.0,0.0,7351.0,19271.0,1542825897.559
5.256,4.615,87.564,0.0,0.0,2.564,15108920.0,17414443.0,0.0,0.0,0.0,0.0,7110.0,18854.0,1542825898.558
5.052,4.404,88.990,0.0,0.0,1.554,14709231.0,16952271.0,0.0,0.0,0.0,0.0,6936.0,18518.0,1542825899.558
4.398,4.528,87.840,0.0,0.0,3.234,15073361.0,17378872.0,0.0,24576.0,0.0,0.0,7099.0,18898.0,1542825900.558
