"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Middleware1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n -d -g -y --output dstat_mw1_ratio_1:1_vc_2_worker_64_rep_3_sharded_false.csv -T 1 90",,,,"Date:","21 Nov 2018 19:08:48 UTC"

"total cpu usage",,,,,,"net/total",,"dsk/total",,"paging",,"system",,"epoch"
"usr","sys","idl","wai","hiq","siq","recv","send","read","writ","in","out","int","csw","epoch"
3.523,0.985,94.737,0.292,0.0,0.462,0.0,0.0,32190.932,616874.086,0.0,0.0,1260.015,3307.338,1542827328.414
41.026,4.453,52.227,0.0,0.0,2.294,6729512.0,12566414.0,0.0,0.0,0.0,0.0,3417.0,9487.0,1542827329.415
40.236,4.194,52.687,0.0,0.0,2.883,8870659.0,16578630.0,0.0,0.0,0.0,0.0,4107.0,11995.0,1542827330.417
14.968,4.774,77.290,0.0,0.0,2.968,12241287.0,22787183.0,0.0,0.0,0.0,0.0,6046.0,15766.0,1542827331.419
13.004,4.291,79.844,0.0,0.0,2.861,12415652.0,23126886.0,0.0,0.0,0.0,0.0,6234.0,16096.0,1542827332.415
5.656,5.270,86.118,0.0,0.0,2.956,13988626.0,25959471.0,0.0,0.0,0.0,0.0,6950.0,18038.0,1542827333.414
5.478,5.096,86.242,0.0,0.0,3.185,14636002.0,27211555.0,0.0,0.0,0.0,0.0,7296.0,19069.0,1542827334.414
5.711,4.569,86.675,0.0,0.0,3.046,13364404.0,24841111.0,0.0,0.0,0.0,0.0,6707.0,17331.0,1542827335.415
5.513,5.128,87.179,0.0,0.0,2.179,13874303.0,25749447.0,0.0,0.0,0.0,0.0,6902.0,17963.0,1542827336.414
5.263,5.648,86.136,0.0,0.0,2.953,14953756.0,27783336.0,0.0,0.0,0.0,0.0,7396.0,19448.0,1542827337.414
4.756,5.398,87.532,0.0,0.0,2.314,13967827.0,25926632.0,0.0,0.0,0.0,0.0,6931.0,18027.0,1542827338.416
4.669,5.577,87.419,0.0,0.0,2.335,14261830.0,26485927.0,0.0,0.0,0.0,0.0,7088.0,18291.0,1542827339.414
4.756,4.884,87.404,0.0,0.0,2.956,14239191.0,26455184.0,0.0,0.0,0.0,0.0,6940.0,18061.0,1542827340.415
