"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Client1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n --output dstat_client1_ratio_1:1_vc_2_worker_64_rep_1_sharded_true.csv -T 1 90",,,,"Date:","21 Nov 2018 17:43:33 UTC"

"total cpu usage",,,,,,"net/total",,"epoch"
"usr","sys","idl","wai","hiq","siq","recv","send","epoch"
1.236,1.818,94.885,1.301,0.0,0.760,0.0,0.0,1542822213.457
1.015,3.553,93.909,0.0,0.0,1.523,2364872.0,2298597.0,1542822214.458
1.005,2.513,93.467,0.0,0.0,3.015,2846251.0,2768038.0,1542822215.462
2.551,2.551,93.878,0.0,0.0,1.020,3226979.0,3137368.0,1542822216.458
2.985,3.980,88.557,1.990,0.0,2.488,4076293.0,3964503.0,1542822217.458
1.538,2.564,92.308,0.0,0.0,3.590,4459510.0,4349140.0,1542822218.458
1.554,4.663,91.710,0.0,0.0,2.073,4691296.0,4562580.0,1542822219.458
2.488,4.478,89.055,0.0,0.0,3.980,4689596.0,4558115.0,1542822220.458
2.538,3.553,90.355,0.0,0.0,3.553,4856818.0,4727703.0,1542822221.458
1.523,4.569,91.371,0.0,0.0,2.538,4628349.0,4492866.0,1542822222.458
2.062,4.639,91.753,0.0,0.0,1.546,4924376.0,4786522.0,1542822223.461
2.041,4.082,89.796,0.0,0.0,4.082,5201417.0,5068508.0,1542822224.458
3.093,4.639,89.691,0.0,0.0,2.577,4501774.0,4375694.0,1542822225.458
1.523,4.061,91.371,0.0,0.0,3.046,4771789.0,4645231.0,1542822226.458
1.508,5.025,89.950,0.0,0.0,3.518,4978447.0,4840508.0,1542822227.458
3.046,3.046,91.371,0.0,0.0,2.538,4651315.0,4523537.0,1542822228.458
3.077,4.103,90.769,0.0,0.0,2.051,4767240.0,4636489.0,1542822229.458
2.030,4.061,90.863,0.0,0.0,3.046,4522862.0,4397382.0,1542822230.458
1.531,3.571,91.837,0.0,0.0,3.061,4749182.0,4620347.0,1542822231.458
1.515,4.545,91.919,0.0,0.0,2.020,4610874.0,4480034.0,1542822232.458
2.062,2.577,92.268,0.0,0.0,3.093,4442360.0,4315054.0,1542822233.458
3.590,3.590,90.769,0.0,0.0,2.051,4722771.0,4601569.0,1542822234.458
2.083,3.646,92.188,0.0,0.0,2.083,5218496.0,5075203.0,1542822235.458
2.577,3.093,91.237,0.0,0.0,3.093,4942483.0,4797274.0,1542822236.458
3.077,2.564,91.282,0.0,0.0,3.077,4754452.0,4633448.0,1542822237.458
3.015,3.518,90.955,0.0,0.0,2.513,4628652.0,4501621.0,1542822238.460
2.083,3.125,92.188,0.0,0.0,2.604,4696981.0,4566958.0,1542822239.458
2.073,4.145,91.710,0.0,0.0,2.073,5102340.0,4962306.0,1542822240.458
2.488,4.975,89.552,0.0,0.0,2.985,4776525.0,4653481.0,1542822241.458
2.618,3.141,92.147,0.0,0.0,2.094,4625622.0,4497352.0,1542822242.458
2.591,3.109,92.746,0.0,0.0,1.554,4941892.0,4814497.0,1542822243.458
3.535,3.535,88.889,0.0,0.0,4.040,4905735.0,4766854.0,1542822244.458
2.073,3.627,91.710,0.0,0.0,2.591,4719432.0,4588558.0,1542822245.458
1.026,2.564,91.795,0.0,0.0,4.615,4508221.0,4384341.0,1542822246.458
2.030,4.061,90.355,0.0,0.0,3.553,5012810.0,4871281.0,1542822247.458
2.116,2.116,93.122,0.529,0.0,2.116,4956354.0,4827369.0,1542822248.458
1.036,5.181,91.192,0.0,0.0,2.591,4932612.0,4797093.0,1542822249.458
2.073,2.591,92.228,0.0,0.0,3.109,5370178.0,5222883.0,1542822250.458
2.591,2.073,92.228,0.0,0.0,3.109,4880340.0,4740823.0,1542822251.458
2.538,3.553,91.371,0.0,0.0,2.538,4811848.0,4684188.0,1542822252.458
1.026,3.590,92.308,0.0,0.0,3.077,5013021.0,4875292.0,1542822253.458
3.061,3.061,90.306,0.0,0.0,3.571,4616617.0,4484469.0,1542822254.458
3.061,3.571,91.327,0.0,0.0,2.041,4584270.0,4462701.0,1542822255.458
2.985,4.975,89.552,0.0,0.0,2.488,4905482.0,4762490.0,1542822256.458
2.513,5.025,89.950,0.0,0.0,2.513,4795944.0,4671758.0,1542822257.458
1.531,4.082,90.816,0.0,0.0,3.571,4990717.0,4853609.0,1542822258.458
3.553,2.538,90.863,0.0,0.0,3.046,4950347.0,4814724.0,1542822259.458
3.518,5.025,87.437,0.0,0.0,4.020,4911481.0,4771017.0,1542822260.458
2.564,3.077,91.282,0.0,0.0,3.077,4807297.0,4679771.0,1542822261.458
1.970,5.911,87.685,0.0,0.0,4.433,5058057.0,4919070.0,1542822262.458
3.608,1.546,92.268,0.0,0.0,2.577,4665819.0,4536570.0,1542822263.458
3.980,3.980,88.060,0.0,0.0,3.980,5349145.0,5201127.0,1542822264.458
3.093,3.608,91.237,0.0,0.0,2.062,4829779.0,4697243.0,1542822265.458
3.061,3.061,89.796,0.0,0.0,4.082,4804464.0,4671262.0,1542822266.458
4.926,4.433,87.192,0.0,0.0,3.448,4802962.0,4671059.0,1542822267.458
1.047,3.141,92.670,0.0,0.0,3.141,5053091.0,4914413.0,1542822268.458
2.577,3.608,91.237,0.0,0.0,2.577,4938454.0,4801617.0,1542822269.458
3.0,4.500,89.0,0.0,0.0,3.500,4633123.0,4505919.0,1542822270.458
0.515,3.608,92.268,0.0,0.0,3.608,4753547.0,4610493.0,1542822271.458
2.051,3.590,91.282,0.0,0.0,3.077,4786934.0,4666897.0,1542822272.458
2.538,4.061,90.355,0.0,0.0,3.046,5012604.0,4866593.0,1542822273.458
1.531,3.571,91.327,0.0,0.0,3.571,5214305.0,5079518.0,1542822274.458
2.551,5.102,89.796,0.0,0.0,2.551,4670215.0,4540799.0,1542822275.458
2.551,3.571,91.837,0.0,0.0,2.041,4874383.0,4740597.0,1542822276.458
1.538,3.590,91.795,0.0,0.0,3.077,5097728.0,4957868.0,1542822277.458
2.105,1.579,94.211,0.0,0.0,2.105,4643640.0,4514798.0,1542822278.458
1.515,3.535,88.384,2.525,0.0,4.040,5044249.0,4901479.0,1542822279.458
3.518,5.528,87.940,0.0,0.0,3.015,5231964.0,5092751.0,1542822280.458
2.591,3.627,91.192,0.0,0.0,2.591,5054269.0,4901545.0,1542822281.458
2.577,2.577,92.784,0.0,0.0,2.062,4937069.0,4814261.0,1542822282.458
3.398,6.796,86.893,0.0,0.0,2.913,4843326.0,4706146.0,1542822283.458
3.571,4.082,89.286,0.0,0.0,3.061,4987512.0,4853551.0,1542822284.458
4.082,4.592,87.245,0.0,0.0,4.082,4841490.0,4706154.0,1542822285.458
1.531,3.571,91.327,0.0,0.0,3.571,4990633.0,4857850.0,1542822286.458
2.073,3.627,91.192,0.0,0.0,3.109,5143726.0,4997007.0,1542822287.458
3.061,4.082,90.816,0.0,0.0,2.041,4767248.0,4636421.0,1542822288.458
1.538,3.590,91.795,0.0,0.0,3.077,4668925.0,4544992.0,1542822289.458
3.125,2.604,91.146,0.0,0.0,3.125,5018936.0,4879908.0,1542822290.458
2.538,3.553,90.863,0.0,0.0,3.046,4695602.0,4566702.0,1542822291.458
2.041,5.102,90.816,0.0,0.0,2.041,4764244.0,4627995.0,1542822292.458
2.577,3.093,92.268,0.0,0.0,2.062,4844532.0,4714509.0,1542822293.458
1.546,3.608,92.268,0.0,0.0,2.577,5004178.0,4866720.0,1542822294.458
2.0,4.500,88.500,0.0,0.0,5.0,5021691.0,4883999.0,1542822295.458
4.040,2.020,89.899,0.0,0.0,4.040,5018151.0,4877633.0,1542822296.458
2.538,3.553,90.863,0.0,0.0,3.046,4732158.0,4599615.0,1542822297.458
1.523,3.553,91.878,0.0,0.0,3.046,4579502.0,4458032.0,1542822298.458
2.051,4.103,91.795,0.0,0.0,2.051,4892564.0,4758353.0,1542822299.458
3.077,3.077,90.256,0.0,0.0,3.590,4723828.0,4592776.0,1542822300.458
1.538,3.077,92.308,0.0,0.0,3.077,4646754.0,4519148.0,1542822301.458
3.046,3.553,91.371,0.0,0.0,2.030,4766967.0,4636339.0,1542822302.458
2.094,3.141,93.194,0.0,0.0,1.571,3826496.0,3720017.0,1542822303.458
