"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Client1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n --output dstat_client1_ratio_0:1_vc_48_rep_2.csv -T 1 90",,,,"Date:","23 Oct 2018 13:21:31 UTC"

"total cpu usage",,,,,,"net/total",,"epoch"
"usr","sys","idl","wai","hiq","siq","recv","send","epoch"
3.372,5.389,87.132,1.114,0.0,2.993,0.0,0.0,1540300891.999
3.535,7.576,86.869,0.0,0.0,2.020,25182955.0,878816.0,1540300893.000
3.061,5.612,89.796,0.0,0.0,1.531,25654259.0,889978.0,1540300894.000
2.041,7.143,88.776,0.0,0.0,2.041,25586732.0,892254.0,1540300895.000
3.030,7.071,87.879,0.0,0.0,2.020,25384556.0,881176.0,1540300896.000
3.046,6.091,89.340,0.0,0.0,1.523,25583628.0,886846.0,1540300897.000
3.046,6.599,88.325,0.0,0.0,2.030,25388521.0,884978.0,1540300898.000
4.082,5.102,89.286,0.0,0.0,1.531,25586564.0,887895.0,1540300899.000
3.061,5.612,89.286,0.0,0.0,2.041,25381821.0,880563.0,1540300900.000
3.077,6.154,87.179,0.0,0.0,3.590,25586806.0,893014.0,1540300901.000
3.046,4.569,89.340,0.0,0.0,3.046,25783937.0,894517.0,1540300902.000
4.103,4.615,89.744,0.0,0.0,1.538,25580405.0,886912.0,1540300903.000
5.051,5.051,87.374,0.0,0.0,2.525,25587056.0,892372.0,1540300904.000
1.538,6.667,90.256,0.0,0.0,1.538,25387813.0,881964.0,1540300905.000
2.564,6.154,88.718,0.0,0.0,2.564,25580396.0,887811.0,1540300906.000
3.061,6.122,88.265,0.0,0.0,2.551,25588800.0,891194.0,1540300907.000
2.041,6.633,88.776,0.0,0.0,2.551,25384465.0,880406.0,1540300908.000
1.515,8.081,87.879,1.010,0.0,1.515,25382946.0,881013.0,1540300909.000
3.627,5.181,90.155,0.0,0.0,1.036,25391711.0,884636.0,1540300910.000
2.051,6.154,88.718,0.0,0.0,3.077,25381435.0,880785.0,1540300911.000
2.538,6.091,89.340,0.0,0.0,2.030,25383209.0,881395.0,1540300912.000
1.531,7.653,88.776,0.0,0.0,2.041,25394447.0,884794.0,1540300913.000
3.077,6.667,89.231,0.0,0.0,1.026,25342966.0,874951.0,1540300914.000
3.518,6.030,87.940,0.0,0.0,2.513,25421869.0,884904.0,1540300915.000
4.103,6.667,87.692,0.0,0.0,1.538,25392314.0,888561.0,1540300916.000
3.535,5.556,88.384,0.0,0.0,2.525,25383209.0,879872.0,1540300917.000
2.538,6.091,88.325,0.0,0.0,3.046,25378711.0,879891.0,1540300918.000
3.571,6.633,87.755,0.0,0.0,2.041,25394719.0,885613.0,1540300919.000
1.531,6.122,89.286,0.0,0.0,3.061,25582271.0,887564.0,1540300920.000
4.569,5.584,87.310,0.0,0.0,2.538,25579160.0,886791.0,1540300921.000
4.103,6.667,87.179,0.0,0.0,2.051,25600972.0,892580.0,1540300922.000
3.109,7.254,88.601,0.0,0.0,1.036,25374575.0,879255.0,1540300923.000
2.551,7.143,88.265,0.0,0.0,2.041,25584975.0,888850.0,1540300924.000
5.500,5.500,85.500,0.0,0.0,3.500,25387979.0,886249.0,1540300925.000
3.061,7.143,87.245,0.0,0.0,2.551,25380078.0,880322.0,1540300926.000
3.518,6.030,87.437,0.0,0.0,3.015,25387379.0,880762.0,1540300927.000
3.553,7.614,87.310,0.0,0.0,1.523,25586478.0,892006.0,1540300928.000
2.591,4.145,89.637,0.0,0.0,3.627,25381844.0,881134.0,1540300929.000
2.500,8.0,86.500,0.0,0.0,3.0,25387562.0,879857.0,1540300930.000
3.571,6.633,87.245,0.0,0.0,2.551,25387194.0,884060.0,1540300931.000
3.571,4.592,88.265,0.0,0.0,3.571,25580600.0,886845.0,1540300932.000
3.553,5.076,87.817,0.0,0.0,3.553,25387582.0,880348.0,1540300933.000
2.062,5.670,89.175,0.0,0.0,3.093,25388858.0,884872.0,1540300934.000
2.500,6.500,87.0,0.0,0.0,4.0,25584816.0,887233.0,1540300935.000
4.040,5.556,87.879,0.0,0.0,2.525,25384266.0,880583.0,1540300936.000
2.551,9.184,85.714,0.0,0.0,2.551,25584959.0,891024.0,1540300937.000
3.590,6.154,88.205,0.0,0.0,2.051,25387153.0,879970.0,1540300938.000
2.073,6.218,90.155,0.0,0.0,1.554,25382596.0,879324.0,1540300939.000
3.093,5.670,88.144,1.031,0.0,2.062,25388458.0,884636.0,1540300940.000
4.124,5.670,87.629,0.0,0.0,2.577,25586584.0,887238.0,1540300941.000
5.155,6.186,86.598,0.0,0.0,2.062,25381708.0,880051.0,1540300942.000
2.577,7.732,87.629,0.0,0.0,2.062,25580501.0,891217.0,1540300943.000
2.564,7.692,87.179,0.0,0.0,2.564,25784323.0,894564.0,1540300944.000
2.538,5.584,89.848,0.0,0.0,2.030,22303422.0,775890.0,1540300945.000
3.571,6.633,86.735,0.0,0.0,3.061,25387278.0,885147.0,1540300946.000
3.571,5.102,88.776,0.0,0.0,2.551,25785828.0,894135.0,1540300947.000
4.061,6.091,87.817,0.0,0.0,2.030,25381417.0,879908.0,1540300948.000
4.592,7.653,85.204,0.0,0.0,2.551,25388625.0,889795.0,1540300949.000
2.051,6.154,89.744,0.0,0.0,2.051,25580504.0,887622.0,1540300950.000
2.538,8.122,86.294,0.0,0.0,3.046,25582091.0,886996.0,1540300951.000
3.109,7.772,87.047,0.0,0.0,2.073,25591105.0,891858.0,1540300952.000
4.082,5.102,87.755,0.0,0.0,3.061,25381695.0,880553.0,1540300953.000
2.564,7.179,88.718,0.0,0.0,1.538,25381741.0,879634.0,1540300954.000
4.103,8.205,86.154,0.0,0.0,1.538,25987807.0,905436.0,1540300955.000
3.061,7.143,87.245,0.0,0.0,2.551,25381893.0,881024.0,1540300956.000
3.571,8.163,86.735,0.0,0.0,1.531,25382943.0,880415.0,1540300957.000
3.093,8.247,86.082,0.0,0.0,2.577,25393030.0,884618.0,1540300958.000
3.077,6.667,88.718,0.0,0.0,1.538,25582328.0,887190.0,1540300959.000
3.077,5.641,89.231,0.0,0.0,2.051,25579682.0,887083.0,1540300960.000
4.569,5.584,86.294,0.0,0.0,3.553,25402183.0,885514.0,1540300961.000
2.094,5.236,91.099,0.0,0.0,1.571,25374248.0,879622.0,1540300962.000
4.500,7.0,86.0,0.0,0.0,2.500,25382730.0,879282.0,1540300963.000
3.030,8.081,86.364,0.0,0.0,2.525,25788588.0,898816.0,1540300964.000
1.554,5.699,90.155,0.0,0.0,2.591,25581874.0,886335.0,1540300965.000
3.590,8.718,87.179,0.0,0.0,0.513,25387249.0,880518.0,1540300966.000
3.535,6.061,87.374,0.0,0.0,3.030,25585315.0,891931.0,1540300967.000
3.500,7.0,86.500,0.0,0.0,3.0,25582315.0,887217.0,1540300968.000
3.590,5.641,89.231,0.0,0.0,1.538,25583526.0,886980.0,1540300969.000
2.577,6.186,89.175,0.0,0.0,2.062,25290384.0,875889.0,1540300970.000
