"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Middleware1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n -d -g -y --output dstat_mw1_ratio_1:1_vc_2_worker_64_rep_1_sharded_false.csv -T 1 30",,,,"Date:","21 Nov 2018 10:45:43 UTC"

"total cpu usage",,,,,,"net/total",,"dsk/total",,"paging",,"system",,"epoch"
"usr","sys","idl","wai","hiq","siq","recv","send","read","writ","in","out","int","csw","epoch"
2.917,0.745,94.730,1.352,0.0,0.255,0.0,0.0,154673.671,1903558.551,0.0,0.0,1175.606,3149.421,1542797143.272
31.198,3.203,63.510,0.0,0.0,2.089,7122517.0,10173054.0,0.0,8192.0,0.0,0.0,3895.0,10461.0,1542797144.273
29.103,2.759,65.379,0.0,0.0,2.759,9131013.0,13013847.0,0.0,0.0,0.0,0.0,4633.0,12412.0,1542797145.273
10.982,4.134,82.558,0.0,0.0,2.326,16849443.0,23928254.0,0.0,0.0,0.0,0.0,7832.0,21631.0,1542797146.273
8.519,3.539,85.321,0.0,0.0,2.621,16639105.0,23610048.0,0.0,0.0,0.0,0.0,8378.0,22131.0,1542797147.273
3.329,3.585,90.525,0.0,0.0,2.561,19678748.0,27920846.0,0.0,0.0,0.0,0.0,9641.0,25898.0,1542797148.273
3.680,3.934,89.086,0.0,0.0,3.299,19997579.0,28355247.0,0.0,16384.0,0.0,0.0,9814.0,26059.0,1542797149.273
3.657,4.792,89.155,0.0,0.0,2.396,20078049.0,28474508.0,0.0,0.0,0.0,0.0,10027.0,26570.0,1542797150.273
3.418,4.430,89.620,0.0,0.0,2.532,19587597.0,27782734.0,0.0,0.0,0.0,0.0,9640.0,25664.0,1542797151.273
3.177,4.320,90.089,0.0,0.0,2.414,18761957.0,26626454.0,0.0,0.0,0.0,0.0,9435.0,24691.0,1542797152.273
3.359,4.005,90.956,0.0,0.0,1.680,20900704.0,29639126.0,0.0,0.0,0.0,0.0,10454.0,27399.0,1542797153.273
3.089,3.732,90.605,0.0,0.0,2.574,20142215.0,28549979.0,0.0,0.0,0.0,0.0,10111.0,26397.0,1542797154.273
3.308,4.707,90.458,0.0,0.0,1.527,19361161.0,27458689.0,0.0,0.0,0.0,0.0,9578.0,25285.0,1542797155.273
3.553,4.061,89.975,0.0,0.0,2.411,19124588.0,27124187.0,0.0,0.0,0.0,0.0,9461.0,24829.0,1542797156.273
2.817,3.585,90.781,0.0,0.0,2.817,19633380.0,27868280.0,0.0,0.0,0.0,0.0,9707.0,25523.0,1542797157.273
4.082,4.082,89.286,0.0,0.0,2.551,20016150.0,28370363.0,0.0,0.0,0.0,0.0,10042.0,26560.0,1542797158.273
3.439,3.949,90.191,0.382,0.0,2.038,17171041.0,24377712.0,0.0,73728.0,0.0,0.0,8629.0,22814.0,1542797159.273
3.011,4.893,89.335,0.0,0.0,2.760,18542750.0,26318238.0,0.0,0.0,0.0,0.0,9231.0,24299.0,1542797160.273
3.185,4.331,90.573,0.0,0.0,1.911,18267056.0,25891697.0,0.0,0.0,0.0,0.0,9048.0,23817.0,1542797161.273
2.941,4.092,90.537,0.0,0.0,2.430,19315172.0,27417310.0,0.0,0.0,0.0,0.0,9654.0,25589.0,1542797162.273
3.924,3.671,90.0,0.0,0.0,2.405,20019182.0,28375360.0,0.0,0.0,0.0,0.0,9932.0,26436.0,1542797163.273
3.439,3.694,89.682,0.0,0.0,3.185,19615956.0,27830501.0,0.0,0.0,0.0,0.0,9877.0,26060.0,1542797164.273
4.459,4.331,89.172,0.0,0.0,2.038,20137544.0,28549147.0,0.0,8192.0,0.0,0.0,9984.0,26259.0,1542797165.273
3.979,3.594,90.244,0.0,0.0,2.182,21491169.0,30491992.0,0.0,0.0,0.0,0.0,10444.0,27703.0,1542797166.272
2.706,3.479,91.753,0.0,0.0,2.062,18580967.0,26350212.0,0.0,0.0,0.0,0.0,9113.0,24247.0,1542797167.273
3.562,3.944,90.331,0.0,0.0,2.163,19446660.0,27583125.0,0.0,0.0,0.0,0.0,9590.0,25421.0,1542797168.273
2.692,3.846,91.410,0.0,0.0,2.051,18246962.0,25889415.0,0.0,0.0,0.0,0.0,9203.0,24027.0,1542797169.273
2.839,3.097,91.613,0.0,0.0,2.452,19688667.0,27913473.0,0.0,0.0,0.0,0.0,9622.0,25667.0,1542797170.273
3.562,4.198,90.076,0.0,0.0,2.163,19683248.0,27928693.0,0.0,0.0,0.0,0.0,9711.0,25920.0,1542797171.273
4.046,4.425,89.507,0.0,0.0,2.023,19714626.0,27970906.0,0.0,0.0,0.0,0.0,9696.0,25730.0,1542797172.273
2.561,4.866,90.269,0.0,0.0,2.305,20070332.0,28450124.0,0.0,0.0,0.0,0.0,9830.0,26230.0,1542797173.273
