"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Middleware1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n -d -g -y --output dstat_mw1_ratio_1:6_vc_2_worker_64_rep_2_sharded_true.csv -T 1 30",,,,"Date:","21 Nov 2018 10:35:49 UTC"

"total cpu usage",,,,,,"net/total",,"dsk/total",,"paging",,"system",,"epoch"
"usr","sys","idl","wai","hiq","siq","recv","send","read","writ","in","out","int","csw","epoch"
2.663,0.715,94.680,1.716,0.0,0.225,0.0,0.0,196737.124,2400415.499,0.0,0.0,1030.364,2741.975,1542796549.372
33.060,3.552,61.202,0.0,0.0,2.186,7927142.0,8788260.0,0.0,0.0,0.0,0.0,3774.0,10576.0,1542796550.373
24.066,3.043,71.093,0.0,0.0,1.798,11787736.0,13011573.0,0.0,0.0,0.0,0.0,4685.0,14699.0,1542796551.373
15.293,1.862,80.984,0.0,0.0,1.862,8716441.0,9586881.0,0.0,0.0,0.0,0.0,3893.0,10733.0,1542796552.373
14.683,2.249,81.349,0.0,0.0,1.720,11645444.0,12836376.0,0.0,0.0,0.0,0.0,5428.0,14367.0,1542796553.373
3.161,3.287,91.656,0.0,0.0,1.896,15113952.0,16626645.0,0.0,0.0,0.0,0.0,6827.0,18446.0,1542796554.373
3.295,2.915,92.142,0.0,0.0,1.648,15086453.0,16594789.0,0.0,0.0,0.0,0.0,6921.0,18579.0,1542796555.373
2.059,2.574,93.951,0.0,0.0,1.416,14755264.0,16242359.0,0.0,0.0,0.0,0.0,6701.0,17858.0,1542796556.373
3.177,2.795,92.122,0.0,0.0,1.906,15423172.0,16957549.0,0.0,0.0,0.0,0.0,7027.0,18882.0,1542796557.373
4.010,2.329,92.497,0.0,0.0,1.164,15059657.0,16558970.0,0.0,0.0,0.0,0.0,6794.0,18355.0,1542796558.373
2.308,2.179,93.462,0.0,0.0,2.051,15107773.0,16634919.0,0.0,0.0,0.0,0.0,6719.0,18473.0,1542796559.373
2.668,3.177,92.503,0.0,0.0,1.652,15188439.0,16712026.0,0.0,0.0,0.0,0.0,6899.0,18608.0,1542796560.373
5.297,2.455,91.214,0.0,0.0,1.034,14815448.0,16308854.0,0.0,0.0,0.0,0.0,6772.0,18155.0,1542796561.373
2.911,3.418,92.278,0.0,0.0,1.392,14931961.0,16413268.0,0.0,0.0,0.0,0.0,6796.0,18114.0,1542796562.373
2.930,2.930,92.357,0.0,0.0,1.783,15279433.0,16811783.0,0.0,0.0,0.0,0.0,6898.0,18695.0,1542796563.373
2.430,2.941,93.223,0.0,0.0,1.407,15234947.0,16750642.0,0.0,0.0,0.0,0.0,7003.0,18731.0,1542796564.373
1.554,2.850,94.041,0.259,0.0,1.295,15300082.0,16846874.0,0.0,73728.0,0.0,0.0,6938.0,18730.0,1542796565.373
2.886,3.890,91.593,0.0,0.0,1.631,15392027.0,16934503.0,0.0,0.0,0.0,0.0,6938.0,18702.0,1542796566.373
3.540,2.908,92.162,0.0,0.0,1.391,15156874.0,16663606.0,0.0,0.0,0.0,0.0,6906.0,18655.0,1542796567.373
3.509,3.008,91.353,0.0,0.0,2.130,15286986.0,16824744.0,0.0,0.0,0.0,0.0,6938.0,18655.0,1542796568.373
3.413,3.413,91.277,0.0,0.0,1.896,15041972.0,16546915.0,0.0,0.0,0.0,0.0,6924.0,18531.0,1542796569.373
3.435,2.290,92.748,0.0,0.0,1.527,15238574.0,16771848.0,0.0,0.0,0.0,0.0,6878.0,18603.0,1542796570.373
3.275,3.526,91.940,0.0,0.0,1.259,14954271.0,16444955.0,0.0,12288.0,0.0,0.0,6831.0,18483.0,1542796571.373
2.937,3.193,92.593,0.0,0.0,1.277,15223627.0,16740058.0,0.0,0.0,0.0,0.0,6970.0,18773.0,1542796572.373
3.413,2.781,92.035,0.0,0.0,1.770,15405145.0,16967540.0,0.0,0.0,0.0,0.0,7032.0,18787.0,1542796573.373
3.050,2.922,92.757,0.0,0.0,1.271,15399239.0,16929075.0,0.0,0.0,0.0,0.0,7006.0,18828.0,1542796574.373
2.427,3.065,93.103,0.0,0.0,1.405,14785827.0,16284485.0,0.0,0.0,0.0,0.0,6791.0,18143.0,1542796575.373
2.302,3.325,93.223,0.0,0.0,1.151,15637484.0,17182287.0,0.0,0.0,0.0,0.0,7040.0,18900.0,1542796576.373
3.177,2.541,92.630,0.0,0.0,1.652,15399583.0,16936207.0,0.0,0.0,0.0,0.0,7019.0,18941.0,1542796577.373
2.685,2.685,93.223,0.0,0.0,1.407,15437308.0,16986270.0,0.0,0.0,0.0,0.0,6981.0,18755.0,1542796578.373
2.792,2.665,92.766,0.0,0.0,1.777,14676807.0,16159342.0,0.0,0.0,0.0,0.0,6668.0,18065.0,1542796579.373
