"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Client1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n --output dstat_client1_ratio_1:1_vc_2_worker_64_rep_3_sharded_true.csv -T 1 30",,,,"Date:","21 Nov 2018 10:26:17 UTC"

"total cpu usage",,,,,,"net/total",,"epoch"
"usr","sys","idl","wai","hiq","siq","recv","send","epoch"
6.705,3.054,83.513,5.991,0.0,0.737,0.0,0.0,1542795977.609
2.538,1.015,94.416,0.0,0.0,2.030,2878533.0,2798394.0,1542795978.610
1.515,2.020,92.929,0.0,0.0,3.535,3909403.0,3802230.0,1542795979.610
2.551,2.041,91.837,0.0,0.0,3.571,4950567.0,4816038.0,1542795980.610
2.513,3.518,90.452,0.0,0.0,3.518,5184885.0,5053050.0,1542795981.610
1.554,2.591,92.746,0.0,0.0,3.109,5638534.0,5488039.0,1542795982.610
4.082,4.082,88.776,0.0,0.0,3.061,6406737.0,6231097.0,1542795983.610
3.077,5.128,88.718,0.0,0.0,3.077,6524385.0,6339775.0,1542795984.610
3.518,4.523,88.945,0.0,0.0,3.015,6411622.0,6239816.0,1542795985.610
4.0,3.500,88.500,0.0,0.0,4.0,5897543.0,5735785.0,1542795986.610
2.551,4.082,89.286,0.0,0.0,4.082,6430481.0,6252711.0,1542795987.610
3.518,5.025,87.940,0.0,0.0,3.518,6210482.0,6031642.0,1542795988.614
1.554,4.145,90.674,0.0,0.0,3.627,6287651.0,6113588.0,1542795989.610
3.077,3.590,90.256,0.0,0.0,3.077,6238888.0,6074943.0,1542795990.610
2.564,4.615,89.744,0.0,0.0,3.077,6353059.0,6178604.0,1542795991.610
2.525,3.535,89.899,0.0,0.0,4.040,6022794.0,5857532.0,1542795992.610
3.553,3.046,88.325,0.0,0.0,5.076,6546684.0,6365931.0,1542795993.610
3.141,3.665,90.052,0.0,0.0,3.141,6818057.0,6630793.0,1542795994.610
4.211,4.211,87.368,0.0,0.0,4.211,5905857.0,5742775.0,1542795995.610
3.061,4.592,88.265,0.0,0.0,4.082,6528706.0,6339849.0,1542795996.610
2.538,4.569,89.848,0.0,0.0,3.046,6098812.0,5939872.0,1542795997.610
3.109,3.109,90.155,1.554,0.0,2.073,5848633.0,5688092.0,1542795998.610
2.604,3.646,90.104,0.0,0.0,3.646,6654329.0,6470089.0,1542795999.610
2.577,3.608,90.206,0.0,0.0,3.608,6545872.0,6382837.0,1542796000.610
3.015,2.513,89.447,0.0,0.0,5.025,5857650.0,5696746.0,1542796001.610
2.591,3.109,90.155,0.0,0.0,4.145,6461690.0,6283224.0,1542796002.610
3.483,4.975,87.562,0.0,0.0,3.980,6348971.0,6170347.0,1542796003.610
1.562,2.604,91.146,0.0,0.0,4.688,6107589.0,5944235.0,1542796004.610
2.041,4.082,89.796,0.0,0.0,4.082,6224961.0,6048506.0,1542796005.610
3.571,3.061,90.306,0.0,0.0,3.061,6170366.0,6005188.0,1542796006.610
1.500,4.0,90.0,0.0,0.0,4.500,5039488.0,4888726.0,1542796007.610
