"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Middleware1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n -d --output dstat_mw1_ratio_0:1_vc_8_worker_32_rep_3.csv -T 1 90",,,,"Date:","04 Nov 2018 09:47:54 UTC"

"total cpu usage",,,,,,"net/total",,"dsk/total",,"epoch"
"usr","sys","idl","wai","hiq","siq","recv","send","read","writ","epoch"
1.312,1.043,97.351,0.075,0.0,0.218,0.0,0.0,7554.963,184490.304,1541324874.084
45.733,6.0,45.867,0.0,0.0,2.400,10556678.0,10237428.0,0.0,0.0,1541324875.085
37.875,5.041,54.632,0.0,0.0,2.452,13199708.0,12824261.0,0.0,0.0,1541324876.086
11.499,4.005,83.075,0.0,0.0,1.421,13127892.0,12729001.0,0.0,0.0,1541324877.085
3.959,4.215,90.677,0.0,0.0,1.149,13138764.0,12754387.0,0.0,8192.0,1541324878.086
3.929,4.056,90.241,0.0,0.0,1.774,13338696.0,12956061.0,0.0,0.0,1541324879.086
3.448,3.448,91.443,0.0,0.0,1.660,13142456.0,12752541.0,0.0,0.0,1541324880.086
3.718,3.718,91.282,0.0,0.0,1.282,13132845.0,12747155.0,0.0,0.0,1541324881.086
4.551,3.034,90.771,0.0,0.0,1.643,13130471.0,12740953.0,0.0,0.0,1541324882.086
3.822,3.567,91.338,0.0,0.0,1.274,13142230.0,12755037.0,0.0,0.0,1541324883.086
3.778,4.534,90.428,0.0,0.0,1.259,13348544.0,12953550.0,0.0,0.0,1541324884.086
4.625,4.0,89.0,0.375,0.0,2.0,13128624.0,12743187.0,0.0,94208.0,1541324885.086
3.073,3.585,91.549,0.0,0.0,1.793,13138062.0,12751105.0,0.0,0.0,1541324886.086
2.937,4.087,91.443,0.0,0.0,1.533,13350554.0,12953502.0,0.0,0.0,1541324887.085
4.370,3.985,90.231,0.0,0.0,1.414,13100503.0,12692321.0,0.0,0.0,1541324888.086
3.435,4.071,91.349,0.0,0.0,1.145,13154060.0,12788583.0,0.0,0.0,1541324889.086
3.812,3.558,90.978,0.0,0.0,1.652,13135716.0,12751144.0,0.0,0.0,1541324890.086
3.699,3.571,91.582,0.0,0.0,1.148,13338224.0,12941608.0,0.0,0.0,1541324891.085
4.557,4.051,90.380,0.0,0.0,1.013,13339491.0,12946947.0,0.0,0.0,1541324892.085
3.312,3.439,91.338,0.0,0.0,1.911,13134968.0,12749354.0,0.0,0.0,1541324893.086
3.475,3.346,92.278,0.0,0.0,0.901,13548009.0,13148922.0,0.0,0.0,1541324894.086
3.422,4.056,91.001,0.0,0.0,1.521,13134788.0,12745379.0,0.0,0.0,1541324895.086
4.198,4.580,89.822,0.0,0.0,1.399,13135176.0,12747686.0,0.0,0.0,1541324896.086
2.703,3.089,92.407,0.0,0.0,1.802,13340637.0,12947624.0,0.0,0.0,1541324897.086
2.584,3.488,92.894,0.0,0.0,1.034,13137162.0,12747721.0,0.0,0.0,1541324898.085
3.242,4.115,90.025,0.0,0.0,2.618,13135761.0,12751198.0,0.0,0.0,1541324899.088
3.836,3.325,91.560,0.0,0.0,1.279,13131011.0,12716339.0,0.0,0.0,1541324900.085
2.821,3.718,92.051,0.0,0.0,1.410,13140192.0,12773816.0,0.0,0.0,1541324901.086
3.426,4.188,91.244,0.0,0.0,1.142,13135576.0,12748697.0,0.0,0.0,1541324902.086
3.181,3.053,91.476,0.0,0.0,2.290,13134272.0,12747116.0,0.0,36864.0,1541324903.086
3.576,4.087,90.932,0.0,0.0,1.405,13135806.0,12745947.0,0.0,0.0,1541324904.086
3.439,3.567,91.592,0.0,0.0,1.401,13340050.0,12947932.0,0.0,0.0,1541324905.085
4.326,3.817,90.712,0.0,0.0,1.145,13139691.0,12751923.0,0.0,0.0,1541324906.086
3.885,3.885,90.100,0.0,0.0,2.130,13141175.0,12753151.0,0.0,0.0,1541324907.086
3.316,3.699,91.709,0.0,0.0,1.276,13135581.0,12744895.0,0.0,9609216.0,1541324908.086
3.053,4.326,91.094,0.0,0.0,1.527,13137025.0,12752429.0,0.0,0.0,1541324909.086
3.185,3.439,91.592,0.0,0.0,1.783,12987533.0,12603777.0,0.0,0.0,1541324910.086
3.304,4.193,91.487,0.0,0.0,1.017,13286683.0,12893954.0,0.0,0.0,1541324911.086
3.050,2.922,91.614,0.0,0.0,2.414,13136958.0,12750743.0,0.0,0.0,1541324912.086
3.181,4.198,91.730,0.0,0.0,0.891,13129951.0,12744898.0,0.0,0.0,1541324913.086
2.831,3.089,92.021,0.0,0.0,2.059,13138991.0,12747609.0,0.0,0.0,1541324914.086
2.795,4.066,91.487,0.254,0.0,1.398,13134654.0,12749121.0,0.0,32768.0,1541324915.086
3.444,3.571,91.199,0.0,0.0,1.786,13335641.0,12944011.0,0.0,0.0,1541324916.086
3.275,4.030,90.806,0.0,0.0,1.889,13138200.0,12747548.0,0.0,0.0,1541324917.086
3.338,3.338,91.784,0.0,0.0,1.540,13135383.0,12748224.0,0.0,0.0,1541324918.086
