"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Client1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n --output dstat_client1_ratio_0:1_vc_1_worker_32_rep_1.csv -T 1 90",,,,"Date:","04 Nov 2018 08:02:47 UTC"

"total cpu usage",,,,,,"net/total",,"epoch"
"usr","sys","idl","wai","hiq","siq","recv","send","epoch"
0.496,0.418,98.707,0.195,0.0,0.183,0.0,0.0,1541318567.960
0.505,2.020,95.960,0.0,0.0,1.515,2420933.0,88019.0,1541318568.961
2.500,1.500,94.500,0.0,0.0,1.500,3047129.0,106016.0,1541318569.961
1.531,1.531,95.408,0.0,0.0,1.531,3427958.0,118735.0,1541318570.961
1.026,0.513,95.897,0.0,0.0,2.564,3754330.0,135119.0,1541318571.961
2.500,4.500,92.0,0.0,0.0,1.0,4138036.0,143672.0,1541318572.961
1.036,0.518,95.337,1.554,0.0,1.554,3857151.0,135035.0,1541318573.961
2.030,2.030,93.909,0.0,0.0,2.030,3940205.0,140997.0,1541318574.961
0.515,2.577,95.876,0.0,0.0,1.031,4311350.0,150205.0,1541318575.961
1.531,1.531,95.408,0.0,0.0,1.531,3861043.0,134071.0,1541318576.961
1.531,2.041,93.878,0.0,0.0,2.551,3806586.0,137287.0,1541318577.961
1.523,2.030,94.416,0.0,0.0,2.030,4285584.0,149542.0,1541318578.961
1.515,2.020,94.949,0.0,0.0,1.515,3583910.0,124304.0,1541318579.962
0.510,3.061,94.898,0.0,0.0,1.531,4069691.0,145382.0,1541318580.961
1.020,2.551,94.898,0.0,0.0,1.531,3934200.0,136421.0,1541318581.961
1.042,2.083,95.312,0.0,0.0,1.562,4358736.0,151295.0,1541318582.961
2.051,1.026,95.385,0.0,0.0,1.538,3680495.0,132108.0,1541318583.961
1.515,2.525,94.444,0.0,0.0,1.515,3999414.0,139170.0,1541318584.961
3.0,1.500,93.500,0.0,0.0,2.0,3752544.0,130270.0,1541318585.961
2.062,1.546,95.361,0.0,0.0,1.031,4200112.0,149965.0,1541318586.961
1.015,2.538,93.401,0.0,0.0,3.046,4090204.0,142359.0,1541318587.961
1.026,1.538,95.897,0.0,0.0,1.538,3774282.0,130831.0,1541318588.961
2.564,2.051,94.359,0.0,0.0,1.026,4023094.0,145137.0,1541318589.961
1.020,2.551,94.898,0.0,0.0,1.531,4094760.0,142476.0,1541318590.961
0.510,2.041,95.408,0.0,0.0,2.041,3929873.0,136273.0,1541318591.961
3.046,1.523,93.401,0.0,0.0,2.030,3693534.0,132474.0,1541318592.961
1.015,2.030,94.924,0.0,0.0,2.030,4215804.0,146509.0,1541318593.961
1.523,2.030,94.924,0.0,0.0,1.523,3765495.0,130675.0,1541318594.961
1.538,1.026,95.897,0.0,0.0,1.538,4091981.0,146599.0,1541318595.961
0.521,1.562,96.354,0.0,0.0,1.562,4051312.0,140781.0,1541318596.961
0.521,2.604,95.833,0.0,0.0,1.042,4306974.0,149992.0,1541318597.961
3.077,1.026,95.385,0.0,0.0,0.513,3692817.0,128986.0,1541318598.961
1.020,2.551,94.388,0.0,0.0,2.041,4220844.0,150144.0,1541318599.961
0.0,2.551,95.408,0.0,0.0,2.041,4103270.0,142304.0,1541318600.961
1.531,2.041,94.388,0.0,0.0,2.041,4120863.0,143834.0,1541318601.961
1.015,3.046,92.893,0.0,0.0,3.046,4312566.0,153926.0,1541318602.961
0.521,1.042,97.396,0.0,0.0,1.042,3739649.0,130071.0,1541318603.961
1.026,2.564,94.359,1.026,0.0,1.026,3938801.0,136899.0,1541318604.961
1.554,1.554,94.819,0.0,0.0,2.073,4282482.0,153281.0,1541318605.961
0.505,2.525,94.444,0.0,0.0,2.525,4025364.0,139901.0,1541318606.961
1.026,2.564,95.385,0.0,0.0,1.026,3873607.0,134323.0,1541318607.961
2.051,1.538,94.872,0.0,0.0,1.538,4044225.0,144776.0,1541318608.961
1.500,2.500,93.500,0.0,0.0,2.500,3782915.0,131407.0,1541318609.961
1.500,3.0,93.0,0.0,0.0,2.500,4133862.0,143919.0,1541318610.961
2.083,1.042,95.833,0.0,0.0,1.042,3901515.0,140036.0,1541318611.961
1.500,4.0,93.0,0.0,0.0,1.500,4293916.0,149307.0,1541318612.961
0.510,2.041,94.898,0.0,0.0,2.551,3916882.0,135968.0,1541318613.961
1.515,3.030,93.434,0.0,0.0,2.020,4070129.0,145598.0,1541318614.962
0.513,2.051,95.897,0.0,0.0,1.538,4146761.0,144054.0,1541318615.961
2.041,1.020,94.898,0.0,0.0,2.041,4267664.0,148521.0,1541318616.961
2.041,2.041,93.367,0.0,0.0,2.551,4321285.0,154304.0,1541318617.961
1.508,2.513,93.970,0.0,0.0,2.010,3722837.0,130063.0,1541318618.961
1.010,2.525,94.444,0.0,0.0,2.020,4038635.0,140690.0,1541318619.962
2.041,2.041,94.898,0.0,0.0,1.020,4260685.0,152199.0,1541318620.961
1.523,2.538,94.924,0.0,0.0,1.015,4029546.0,139730.0,1541318621.961
2.041,1.531,94.388,0.0,0.0,2.041,3782926.0,131418.0,1541318622.961
2.020,3.030,93.434,0.0,0.0,1.515,4234780.0,151673.0,1541318623.961
0.518,1.036,96.891,0.0,0.0,1.554,3847817.0,133790.0,1541318624.961
1.020,4.592,93.367,0.0,0.0,1.020,4045432.0,145865.0,1541318625.961
2.020,3.535,93.434,0.0,0.0,1.010,4104696.0,147028.0,1541318626.961
2.551,1.020,94.388,0.0,0.0,2.041,4250564.0,147872.0,1541318627.961
0.513,2.564,96.410,0.0,0.0,0.513,3493014.0,121211.0,1541318628.961
2.538,2.538,93.401,0.0,0.0,1.523,4143919.0,148334.0,1541318629.961
1.515,3.030,93.939,0.0,0.0,1.515,4021237.0,140290.0,1541318630.961
1.020,1.531,95.408,0.0,0.0,2.041,3770292.0,131382.0,1541318631.961
