"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Middleware1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n -d --output dstat_mw1_ratio_0:1_vc_1_worker_64_rep_1.csv -T 1 90",,,,"Date:","04 Nov 2018 08:09:01 UTC"

"total cpu usage",,,,,,"net/total",,"dsk/total",,"epoch"
"usr","sys","idl","wai","hiq","siq","recv","send","read","writ","epoch"
0.482,0.343,99.049,0.085,0.0,0.041,0.0,0.0,8937.625,157730.081,1541318941.920
34.877,3.542,60.627,0.0,0.0,0.954,6950354.0,6755852.0,0.0,0.0,1541318942.921
32.806,2.635,63.636,0.0,0.0,0.922,7484117.0,7250874.0,0.0,8192.0,1541318943.921
9.233,2.731,86.996,0.0,0.0,1.040,11591542.0,11249136.0,0.0,0.0,1541318944.921
6.615,3.243,89.494,0.0,0.0,0.649,10543000.0,10240562.0,0.0,0.0,1541318945.922
5.476,3.129,91.134,0.0,0.0,0.261,11548737.0,11203013.0,0.0,0.0,1541318946.921
3.342,3.342,92.416,0.0,0.0,0.900,11246063.0,10929322.0,0.0,0.0,1541318947.921
3.866,3.093,92.655,0.0,0.0,0.387,11496013.0,11157949.0,0.0,0.0,1541318948.921
3.974,3.718,91.667,0.256,0.0,0.385,12615266.0,12238758.0,0.0,86016.0,1541318949.921
3.243,4.021,92.218,0.0,0.0,0.519,13147237.0,12758596.0,0.0,0.0,1541318950.921
2.817,3.841,92.830,0.0,0.0,0.512,11336585.0,11002758.0,0.0,0.0,1541318951.921
3.594,3.723,92.426,0.0,0.0,0.257,11419910.0,11079875.0,0.0,0.0,1541318952.921
4.118,3.604,91.763,0.0,0.0,0.515,12553197.0,12182112.0,0.0,69632.0,1541318953.921
3.222,2.964,93.041,0.0,0.0,0.773,11442661.0,11113777.0,0.0,0.0,1541318954.921
3.493,3.622,92.367,0.0,0.0,0.517,12646996.0,12272676.0,0.0,0.0,1541318955.921
3.608,2.964,92.784,0.0,0.0,0.644,11572473.0,11231546.0,0.0,0.0,1541318956.923
3.737,3.351,92.526,0.0,0.0,0.387,12675491.0,12279653.0,0.0,0.0,1541318957.921
3.222,3.222,92.784,0.0,0.0,0.773,11622689.0,11301375.0,0.0,0.0,1541318958.921
3.089,4.118,92.149,0.0,0.0,0.644,13136158.0,12740657.0,0.0,0.0,1541318959.921
3.351,3.222,92.912,0.0,0.0,0.515,11897862.0,11549666.0,0.0,0.0,1541318960.921
4.609,3.073,92.061,0.0,0.0,0.256,12408781.0,12049071.0,0.0,0.0,1541318961.921
2.846,2.717,93.790,0.0,0.0,0.647,11623861.0,11279980.0,0.0,0.0,1541318962.921
