"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Middleware1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n -d -g -y --output dstat_mw1_ratio_1:0_vc_1_worker_32_rep_1.csv -T 1 80",,,,"Date:","07 Dec 2018 08:40:01 UTC"

"total cpu usage",,,,,,"net/total",,"dsk/total",,"paging",,"system",,"epoch"
"usr","sys","idl","wai","hiq","siq","recv","send","read","writ","in","out","int","csw","epoch"
3.766,3.071,92.287,0.094,0.0,0.781,0.0,0.0,12744.541,358233.675,0.0,0.0,3032.516,9670.004,1544172001.212
29.843,2.225,66.754,0.0,0.0,1.178,4286075.0,4168820.0,0.0,0.0,0.0,0.0,2446.0,7118.0,1544172002.214
28.439,1.852,67.989,0.0,0.0,1.720,5244717.0,5104159.0,0.0,0.0,0.0,0.0,2159.0,7066.0,1544172003.213
4.987,2.046,92.327,0.0,0.0,0.639,6678586.0,6486880.0,0.0,0.0,0.0,0.0,2573.0,8615.0,1544172004.213
2.567,1.926,94.865,0.0,0.0,0.642,7126725.0,6917446.0,0.0,0.0,0.0,0.0,2995.0,9092.0,1544172005.213
11.240,2.196,85.659,0.0,0.0,0.904,6719089.0,6521513.0,0.0,0.0,0.0,0.0,3143.0,8843.0,1544172006.213
2.934,2.041,94.260,0.0,0.0,0.765,7143482.0,6940504.0,0.0,0.0,0.0,0.0,3228.0,9335.0,1544172007.213
2.033,2.795,94.409,0.254,0.0,0.508,7309746.0,7081678.0,0.0,77824.0,0.0,0.0,3194.0,9389.0,1544172008.213
2.041,1.786,95.663,0.0,0.0,0.510,6933447.0,6741321.0,0.0,65536.0,0.0,0.0,3069.0,8888.0,1544172009.213
1.671,1.799,96.015,0.0,0.0,0.514,7165809.0,6957190.0,0.0,0.0,0.0,0.0,3089.0,9187.0,1544172010.213
2.036,2.036,95.293,0.0,0.0,0.636,7006549.0,6804370.0,0.0,0.0,0.0,0.0,3015.0,8976.0,1544172011.213
2.423,1.531,95.408,0.0,0.0,0.638,7429032.0,7208612.0,0.0,0.0,0.0,0.0,3147.0,9540.0,1544172012.213
1.540,1.797,95.892,0.0,0.0,0.770,7152487.0,6943737.0,0.0,0.0,0.0,0.0,2982.0,9231.0,1544172013.213
2.287,2.287,94.536,0.0,0.0,0.889,7404006.0,7192711.0,0.0,0.0,0.0,0.0,3180.0,9548.0,1544172014.213
2.049,1.665,95.775,0.0,0.0,0.512,7165427.0,6956941.0,0.0,0.0,0.0,0.0,3036.0,9288.0,1544172015.213
2.028,2.028,95.184,0.0,0.0,0.760,6794782.0,6585053.0,0.0,0.0,0.0,0.0,2880.0,8824.0,1544172016.213
1.911,2.038,95.414,0.0,0.0,0.637,6885838.0,6693728.0,0.0,0.0,0.0,0.0,2836.0,8896.0,1544172017.213
2.038,2.038,95.159,0.0,0.0,0.764,6652077.0,6461255.0,0.0,0.0,0.0,0.0,2801.0,8648.0,1544172018.213
1.911,1.911,95.541,0.0,0.0,0.637,6767813.0,6575477.0,0.0,0.0,0.0,0.0,2876.0,8603.0,1544172019.213
1.788,1.916,95.658,0.0,0.0,0.639,6577396.0,6373484.0,0.0,0.0,0.0,0.0,2812.0,8570.0,1544172020.213
2.276,2.149,94.943,0.0,0.0,0.632,6808296.0,6612936.0,0.0,0.0,0.0,0.0,2889.0,8727.0,1544172021.213
1.781,2.036,95.293,0.0,0.0,0.891,6799376.0,6601903.0,0.0,0.0,0.0,0.0,2822.0,8791.0,1544172022.213
1.916,2.043,95.275,0.0,0.0,0.766,7131643.0,6935478.0,0.0,0.0,0.0,0.0,3012.0,9260.0,1544172023.213
2.038,1.911,95.414,0.0,0.0,0.637,7018187.0,6814965.0,0.0,8192.0,0.0,0.0,2939.0,9028.0,1544172024.213
2.516,2.264,94.591,0.0,0.0,0.629,6888936.0,6687950.0,0.0,0.0,0.0,0.0,2842.0,8828.0,1544172025.213
2.149,2.149,94.943,0.0,0.0,0.759,6550308.0,6356377.0,0.0,0.0,0.0,0.0,2693.0,8393.0,1544172026.213
2.538,2.030,94.797,0.0,0.0,0.635,7085401.0,6878639.0,0.0,0.0,0.0,0.0,3020.0,9178.0,1544172027.213
1.793,1.665,95.775,0.0,0.0,0.768,6986874.0,6780580.0,0.0,0.0,0.0,0.0,3003.0,8975.0,1544172028.213
2.284,1.777,95.178,0.0,0.0,0.761,7099902.0,6892017.0,0.0,4096.0,0.0,0.0,3049.0,9109.0,1544172029.213
1.654,2.163,95.420,0.0,0.0,0.763,6933610.0,6736357.0,0.0,0.0,0.0,0.0,2962.0,8904.0,1544172030.213
2.278,1.772,95.063,0.0,0.0,0.886,6973484.0,6767527.0,0.0,0.0,0.0,0.0,2919.0,9035.0,1544172031.213
2.541,1.525,94.917,0.0,0.0,1.017,7287917.0,7083464.0,0.0,0.0,0.0,0.0,3029.0,9423.0,1544172032.213
2.535,2.028,94.423,0.0,0.0,1.014,7340035.0,7126673.0,0.0,0.0,0.0,0.0,3193.0,9632.0,1544172033.213
2.149,1.896,94.943,0.0,0.0,1.011,6808229.0,6607272.0,0.0,4874240.0,0.0,0.0,3009.0,8852.0,1544172034.213
1.790,2.046,95.652,0.0,0.0,0.512,6970656.0,6771726.0,0.0,0.0,0.0,0.0,3029.0,8968.0,1544172035.213
2.057,1.928,95.373,0.0,0.0,0.643,7424519.0,7205601.0,0.0,0.0,0.0,0.0,3046.0,9640.0,1544172036.213
2.554,1.788,95.275,0.0,0.0,0.383,7286181.0,7072262.0,0.0,0.0,0.0,0.0,3021.0,9417.0,1544172037.213
2.813,1.790,94.629,0.128,0.0,0.639,7426373.0,7212842.0,0.0,36864.0,0.0,0.0,3198.0,9528.0,1544172038.213
2.281,2.281,94.804,0.0,0.0,0.634,7165806.0,6962167.0,0.0,0.0,0.0,0.0,3134.0,9140.0,1544172039.213
1.931,1.287,96.268,0.0,0.0,0.515,7308372.0,7089610.0,0.0,0.0,0.0,0.0,3062.0,9241.0,1544172040.213
2.682,1.660,95.019,0.0,0.0,0.639,7252481.0,7041908.0,0.0,0.0,0.0,0.0,3238.0,9551.0,1544172041.213
1.793,1.921,95.903,0.0,0.0,0.384,7719628.0,7498558.0,0.0,0.0,0.0,0.0,3287.0,9975.0,1544172042.213
1.777,2.284,95.431,0.0,0.0,0.508,7255162.0,7038645.0,0.0,0.0,0.0,0.0,3108.0,9306.0,1544172043.213
2.281,2.535,94.550,0.0,0.0,0.634,7622775.0,7401520.0,0.0,0.0,0.0,0.0,3164.0,9894.0,1544172044.213
2.281,1.521,95.564,0.0,0.0,0.634,7138727.0,6926630.0,0.0,0.0,0.0,0.0,2915.0,9178.0,1544172045.213
2.174,1.918,95.269,0.0,0.0,0.639,7755432.0,7530494.0,0.0,0.0,0.0,0.0,3223.0,10035.0,1544172046.213
1.783,1.911,95.669,0.0,0.0,0.637,7390311.0,7182234.0,0.0,0.0,0.0,0.0,3190.0,9615.0,1544172047.213
