"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Client1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n --output dstat_client1_ratio_0:1_vc_4_worker_64_rep_1.csv -T 1 80",,,,"Date:","07 Dec 2018 09:11:10 UTC"

"total cpu usage",,,,,,"net/total",,"epoch"
"usr","sys","idl","wai","hiq","siq","recv","send","epoch"
1.663,2.011,94.932,0.195,0.0,1.199,0.0,0.0,1544173870.552
1.523,2.030,95.431,0.0,0.0,1.015,4310681.0,150377.0,1544173871.547
1.010,1.010,96.465,0.0,0.0,1.515,4215388.0,146015.0,1544173872.547
1.523,1.523,95.939,0.0,0.0,1.015,4368325.0,155427.0,1544173873.547
1.005,2.513,95.477,0.0,0.0,1.005,4270083.0,147829.0,1544173874.547
1.005,1.508,95.477,0.0,0.0,2.010,4340884.0,150352.0,1544173875.547
1.523,2.030,95.939,0.0,0.0,0.508,4299086.0,153034.0,1544173876.547
0.995,2.488,94.527,0.0,0.0,1.990,4336535.0,150178.0,1544173877.547
0.510,1.020,96.939,0.0,0.0,1.531,4332182.0,150006.0,1544173878.547
1.015,2.538,95.431,0.0,0.0,1.015,4286092.0,152571.0,1544173879.547
1.015,1.015,96.447,0.0,0.0,1.523,4293271.0,148699.0,1544173880.547
1.0,1.500,95.500,0.0,0.0,2.0,4288938.0,148538.0,1544173881.547
1.515,2.020,95.455,0.0,0.0,1.010,4242802.0,151066.0,1544173882.547
1.015,1.523,94.416,1.523,0.0,1.523,4241334.0,146894.0,1544173883.547
1.010,2.525,95.455,0.0,0.0,1.010,4176418.0,144816.0,1544173884.547
1.531,1.020,96.429,0.0,0.0,1.020,4242841.0,151103.0,1544173885.547
1.493,2.488,94.527,0.0,0.0,1.493,4180747.0,144799.0,1544173886.547
1.020,2.041,96.939,0.0,0.0,0.0,4306264.0,149155.0,1544173887.547
1.010,1.515,95.455,0.0,0.0,2.020,4385653.0,156041.0,1544173888.547
1.531,1.531,96.429,0.0,0.0,0.510,4288936.0,148538.0,1544173889.547
0.990,2.970,94.059,0.0,0.0,1.980,4304692.0,149016.0,1544173890.547
2.0,3.0,94.500,0.0,0.0,0.500,4303396.0,153167.0,1544173891.547
1.015,1.015,96.954,0.0,0.0,1.015,4297582.0,148829.0,1544173892.547
1.010,1.515,95.960,0.0,0.0,1.515,4301869.0,148936.0,1544173893.547
1.515,2.525,94.949,0.0,0.0,1.010,4255775.0,151503.0,1544173894.547
1.015,1.015,96.447,0.0,0.0,1.523,4236989.0,146729.0,1544173895.547
1.015,2.030,96.447,0.0,0.0,0.508,4345190.0,150477.0,1544173896.547
1.990,2.985,93.035,0.0,0.0,1.990,4267147.0,157406.0,1544173897.547
0.508,1.523,96.447,0.0,0.0,1.523,4401458.0,152433.0,1544173898.547
1.538,0.513,96.923,0.0,0.0,1.026,4288931.0,148533.0,1544173899.547
1.010,2.020,95.455,0.0,0.0,1.515,4372671.0,155593.0,1544173900.547
1.015,2.030,96.447,0.0,0.0,0.508,4277371.0,148136.0,1544173901.547
1.010,1.515,95.960,0.0,0.0,1.515,4258645.0,147492.0,1544173902.547
2.010,2.513,94.975,0.0,0.0,0.503,4273132.0,152150.0,1544173903.547
0.510,2.041,96.429,0.0,0.0,1.020,4379866.0,151729.0,1544173904.547
