"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Middleware1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n -d -g -y --output dstat_mw1_ratio_1:0_vc_1_worker_32_rep_2.csv -T 1 80",,,,"Date:","07 Dec 2018 08:42:05 UTC"

"total cpu usage",,,,,,"net/total",,"dsk/total",,"paging",,"system",,"epoch"
"usr","sys","idl","wai","hiq","siq","recv","send","read","writ","in","out","int","csw","epoch"
3.762,3.066,92.298,0.094,0.0,0.780,0.0,0.0,12704.478,357426.732,0.0,0.0,3029.294,9658.588,1544172125.578
28.628,2.530,67.909,0.0,0.0,0.932,4389028.0,4272273.0,0.0,0.0,0.0,0.0,2484.0,7242.0,1544172126.579
26.913,1.847,70.317,0.0,0.0,0.923,5441150.0,5285954.0,0.0,0.0,0.0,0.0,2240.0,7124.0,1544172127.579
8.205,1.795,89.359,0.0,0.0,0.641,7116389.0,6913015.0,0.0,0.0,0.0,0.0,2854.0,9100.0,1544172128.579
2.679,2.423,94.388,0.0,0.0,0.510,7305548.0,7087718.0,0.0,0.0,0.0,0.0,2942.0,9400.0,1544172129.579
8.108,1.287,90.219,0.0,0.0,0.386,4973608.0,4829377.0,0.0,0.0,0.0,0.0,2177.0,6724.0,1544172130.579
3.069,1.790,94.885,0.0,0.0,0.256,6340826.0,6170059.0,0.0,0.0,0.0,0.0,2810.0,8229.0,1544172131.579
2.020,2.525,94.949,0.0,0.0,0.505,6985149.0,6768131.0,0.0,0.0,0.0,0.0,3075.0,9107.0,1544172132.579
2.652,2.273,93.687,0.253,0.0,1.136,7800368.0,7583935.0,0.0,73728.0,0.0,0.0,3361.0,9918.0,1544172133.579
2.278,2.278,94.684,0.0,0.0,0.759,7707504.0,7470834.0,0.0,0.0,0.0,0.0,3283.0,9847.0,1544172134.579
2.922,1.906,94.917,0.0,0.0,0.254,7506850.0,7297155.0,0.0,0.0,0.0,0.0,3187.0,9628.0,1544172135.579
2.655,2.023,94.564,0.0,0.0,0.759,7706134.0,7481074.0,0.0,0.0,0.0,0.0,3359.0,9846.0,1544172136.579
1.916,2.427,94.891,0.0,0.0,0.766,8144229.0,7900173.0,0.0,0.0,0.0,0.0,3602.0,10479.0,1544172137.579
2.033,2.160,94.917,0.0,0.0,0.889,7573661.0,7350670.0,0.0,0.0,0.0,0.0,3242.0,9767.0,1544172138.579
2.041,1.913,95.536,0.0,0.0,0.510,7509558.0,7294568.0,0.0,0.0,0.0,0.0,3294.0,9545.0,1544172139.579
2.284,1.523,95.685,0.0,0.0,0.508,6593756.0,6389770.0,0.0,0.0,0.0,0.0,2796.0,8417.0,1544172140.579
2.522,2.270,94.830,0.0,0.0,0.378,7296676.0,7091629.0,0.0,0.0,0.0,0.0,3135.0,9396.0,1544172141.579
2.028,2.155,95.184,0.0,0.0,0.634,7299865.0,7091533.0,0.0,0.0,0.0,0.0,2952.0,9346.0,1544172142.579
1.918,1.918,95.652,0.0,0.0,0.512,7411386.0,7196366.0,0.0,0.0,0.0,0.0,3095.0,9461.0,1544172143.579
2.519,2.771,93.955,0.0,0.0,0.756,7381526.0,7160593.0,0.0,0.0,0.0,0.0,3239.0,9538.0,1544172144.579
1.774,2.408,95.311,0.0,0.0,0.507,6893035.0,6686051.0,0.0,0.0,0.0,0.0,2963.0,8753.0,1544172145.579
1.918,1.918,95.780,0.0,0.0,0.384,7286611.0,7087535.0,0.0,0.0,0.0,0.0,3161.0,9317.0,1544172146.579
1.916,1.788,95.785,0.0,0.0,0.511,7109151.0,6899122.0,0.0,12288.0,0.0,0.0,3033.0,9037.0,1544172147.579
2.043,2.299,95.147,0.0,0.0,0.511,7884945.0,7654415.0,0.0,0.0,0.0,0.0,3409.0,10001.0,1544172148.579
1.916,1.660,96.041,0.0,0.0,0.383,7120864.0,6914020.0,0.0,0.0,0.0,0.0,3133.0,9172.0,1544172149.579
1.660,2.043,95.530,0.0,0.0,0.766,7466149.0,7247844.0,0.0,0.0,0.0,0.0,3264.0,9586.0,1544172150.579
3.405,2.900,93.064,0.0,0.0,0.631,7629967.0,7403433.0,0.0,0.0,0.0,0.0,3410.0,9813.0,1544172151.579
2.813,1.535,95.013,0.0,0.0,0.639,7192582.0,6985004.0,0.0,0.0,0.0,0.0,3207.0,9284.0,1544172152.579
1.799,1.928,95.630,0.0,0.0,0.643,7801724.0,7572629.0,0.0,0.0,0.0,0.0,3477.0,9983.0,1544172153.579
1.527,2.290,95.420,0.0,0.0,0.763,7428846.0,7200326.0,0.0,0.0,0.0,0.0,3244.0,9394.0,1544172154.579
1.901,1.901,95.437,0.0,0.0,0.760,6585274.0,6409362.0,0.0,0.0,0.0,0.0,2911.0,8450.0,1544172155.579
1.923,1.795,95.897,0.0,0.0,0.385,7573776.0,7352073.0,0.0,0.0,0.0,0.0,3283.0,9776.0,1544172156.579
2.296,1.658,95.408,0.0,0.0,0.638,7482774.0,7260597.0,0.0,4841472.0,0.0,0.0,3167.0,9773.0,1544172157.579
2.645,2.267,94.081,0.0,0.0,1.008,7397700.0,7187139.0,0.0,0.0,0.0,0.0,3179.0,9640.0,1544172158.579
3.165,2.152,93.924,0.0,0.0,0.759,7301415.0,7086460.0,0.0,0.0,0.0,0.0,3067.0,9500.0,1544172159.579
1.274,1.274,97.197,0.0,0.0,0.255,5338544.0,5184323.0,0.0,0.0,0.0,0.0,2159.0,6940.0,1544172160.579
1.015,1.904,96.701,0.0,0.0,0.381,5037910.0,4894555.0,0.0,0.0,0.0,0.0,2026.0,6606.0,1544172161.579
2.276,2.023,95.070,0.0,0.0,0.632,7006898.0,6807777.0,0.0,0.0,0.0,0.0,2677.0,9135.0,1544172162.579
