"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Middleware1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n -d -g -y --output dstat_mw1_ratio_0:1_vc_40_worker_16_rep_3.csv -T 1 80",,,,"Date:","07 Dec 2018 13:14:29 UTC"

"total cpu usage",,,,,,"net/total",,"dsk/total",,"paging",,"system",,"epoch"
"usr","sys","idl","wai","hiq","siq","recv","send","read","writ","in","out","int","csw","epoch"
3.673,2.890,92.646,0.070,0.0,0.720,0.0,0.0,8990.467,314673.989,0.0,0.0,2884.909,9274.382,1544188469.521
37.551,3.129,58.095,0.0,0.0,1.224,6255152.0,6133950.0,0.0,0.0,0.0,0.0,1676.0,4872.0,1544188470.522
17.202,1.926,80.103,0.0,0.0,0.770,6540675.0,6446242.0,0.0,0.0,0.0,0.0,1041.0,3886.0,1544188471.522
3.553,1.777,93.782,0.0,0.0,0.888,6213658.0,6119284.0,0.0,0.0,0.0,0.0,850.0,3770.0,1544188472.522
3.266,1.884,94.095,0.0,0.0,0.754,6587145.0,6491585.0,0.0,0.0,0.0,0.0,947.0,3803.0,1544188473.522
6.658,1.152,91.421,0.0,0.0,0.768,6467434.0,6404562.0,0.0,0.0,0.0,0.0,957.0,3793.0,1544188474.522
1.380,1.631,95.859,0.0,0.0,1.129,6367452.0,6418231.0,0.0,0.0,0.0,0.0,897.0,3807.0,1544188475.522
1.889,1.385,96.348,0.0,0.0,0.378,6297361.0,6300637.0,0.0,0.0,0.0,0.0,987.0,3745.0,1544188476.522
1.142,1.142,96.827,0.0,0.0,0.888,6593960.0,6578207.0,0.0,0.0,0.0,0.0,954.0,3750.0,1544188477.522
1.387,1.765,96.217,0.0,0.0,0.631,6614148.0,6543170.0,0.0,0.0,0.0,0.0,1105.0,3885.0,1544188478.522
2.788,1.774,95.057,0.0,0.0,0.380,6506415.0,6442882.0,0.0,0.0,0.0,0.0,1168.0,3876.0,1544188479.522
1.259,1.763,96.096,0.0,0.0,0.882,6294273.0,6219203.0,0.0,0.0,0.0,0.0,1050.0,3694.0,1544188480.522
1.519,1.139,96.582,0.0,0.0,0.759,6594276.0,6494204.0,0.0,0.0,0.0,0.0,1053.0,3793.0,1544188481.522
1.748,1.623,95.256,0.0,0.0,1.373,6451209.0,6357569.0,0.0,0.0,0.0,0.0,1053.0,3785.0,1544188482.522
0.891,1.145,96.947,0.254,0.0,0.763,6640766.0,6542964.0,0.0,73728.0,0.0,0.0,985.0,3812.0,1544188483.522
1.387,1.387,96.343,0.0,0.0,0.883,6606208.0,6507416.0,0.0,0.0,0.0,0.0,981.0,3748.0,1544188484.522
2.005,1.378,95.363,0.0,0.0,1.253,6618247.0,6520855.0,0.0,0.0,0.0,0.0,1099.0,3817.0,1544188485.522
1.261,1.387,96.595,0.0,0.0,0.757,6324138.0,6229636.0,0.0,0.0,0.0,0.0,1012.0,3689.0,1544188486.522
1.277,0.766,97.190,0.0,0.0,0.766,6495764.0,6407248.0,0.0,0.0,0.0,0.0,1103.0,3925.0,1544188487.522
1.266,1.013,96.835,0.0,0.0,0.886,6410692.0,6317772.0,0.0,0.0,0.0,0.0,1072.0,3739.0,1544188488.522
1.995,1.621,95.387,0.0,0.0,0.998,6442256.0,6354567.0,0.0,0.0,0.0,0.0,1066.0,3747.0,1544188489.522
