"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Middleware1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n -d -g -y --output dstat_mw1_ratio_0:1_vc_24_worker_8_rep_3.csv -T 1 80",,,,"Date:","07 Dec 2018 11:27:23 UTC"

"total cpu usage",,,,,,"net/total",,"dsk/total",,"paging",,"system",,"epoch"
"usr","sys","idl","wai","hiq","siq","recv","send","read","writ","in","out","int","csw","epoch"
3.686,2.938,92.564,0.078,0.0,0.734,0.0,0.0,10158.021,324181.029,0.0,0.0,2973.104,9473.632,1544182043.560
37.017,2.397,58.589,0.0,0.0,1.997,6064575.0,5946490.0,0.0,0.0,0.0,0.0,1945.0,5612.0,1544182044.561
18.782,1.554,78.368,0.0,0.0,1.295,6678036.0,6577766.0,0.0,0.0,0.0,0.0,989.0,4461.0,1544182045.561
4.337,1.148,94.005,0.0,0.0,0.510,6834805.0,6732472.0,0.0,0.0,0.0,0.0,783.0,4515.0,1544182046.561
3.788,1.389,93.308,0.0,0.0,1.515,6818349.0,6719048.0,0.0,0.0,0.0,0.0,985.0,4676.0,1544182047.561
6.250,1.531,91.199,0.255,0.0,0.765,6883785.0,6780806.0,0.0,73728.0,0.0,0.0,990.0,4714.0,1544182048.561
1.635,1.509,95.849,0.0,0.0,1.006,6855277.0,6752525.0,0.0,0.0,0.0,0.0,878.0,4553.0,1544182049.561
2.136,1.633,95.101,0.0,0.0,1.131,6645202.0,6547193.0,0.0,0.0,0.0,0.0,963.0,4463.0,1544182050.561
2.753,1.377,94.493,0.0,0.0,1.377,6609410.0,6512060.0,0.0,0.0,0.0,0.0,1040.0,4447.0,1544182051.561
2.390,1.258,95.472,0.0,0.0,0.881,6745159.0,6644321.0,0.0,0.0,0.0,0.0,1107.0,4637.0,1544182052.561
1.761,1.509,95.723,0.0,0.0,1.006,6689808.0,6591008.0,0.0,0.0,0.0,0.0,1171.0,4506.0,1544182053.561
1.631,1.380,95.734,0.0,0.0,1.255,6662948.0,6565096.0,0.0,0.0,0.0,0.0,1073.0,4435.0,1544182054.561
1.635,1.635,95.723,0.0,0.0,1.006,6601657.0,6502860.0,0.0,0.0,0.0,0.0,954.0,4563.0,1544182055.561
1.136,1.641,96.212,0.0,0.0,1.010,6591161.0,6493871.0,0.0,0.0,0.0,0.0,1060.0,4464.0,1544182056.561
1.752,1.752,95.494,0.0,0.0,1.001,6555405.0,6459060.0,0.0,0.0,0.0,0.0,1032.0,4352.0,1544182057.561
1.396,1.015,96.447,0.0,0.0,1.142,6630113.0,6529521.0,0.0,0.0,0.0,0.0,1072.0,4503.0,1544182058.561
1.382,1.256,95.854,0.0,0.0,1.508,6595750.0,6498532.0,0.0,0.0,0.0,0.0,967.0,4447.0,1544182059.561
1.261,1.387,96.343,0.0,0.0,1.009,6583808.0,6485262.0,0.0,0.0,0.0,0.0,1046.0,4456.0,1544182060.561
1.405,0.766,97.063,0.0,0.0,0.766,6707676.0,6608837.0,0.0,0.0,0.0,0.0,1129.0,4481.0,1544182061.561
1.509,1.509,96.101,0.0,0.0,0.881,6702998.0,6604186.0,0.0,0.0,0.0,0.0,980.0,4458.0,1544182062.561
1.521,1.141,96.324,0.0,0.0,1.014,6567411.0,6472050.0,0.0,0.0,0.0,0.0,1083.0,4560.0,1544182063.561
1.135,1.513,96.217,0.0,0.0,1.135,6627069.0,6524881.0,0.0,0.0,0.0,0.0,967.0,4448.0,1544182064.561
1.508,1.382,95.980,0.0,0.0,1.131,6669028.0,6573757.0,0.0,0.0,0.0,0.0,1014.0,4359.0,1544182065.561
1.380,1.757,95.734,0.0,0.0,1.129,6739001.0,6639667.0,0.0,0.0,0.0,0.0,964.0,4388.0,1544182066.561
1.261,1.261,96.217,0.0,0.0,1.261,6624107.0,6525048.0,0.0,0.0,0.0,0.0,1011.0,4423.0,1544182067.561
1.754,1.629,95.489,0.0,0.0,1.128,6595977.0,6498755.0,0.0,0.0,0.0,0.0,1104.0,4515.0,1544182068.561
1.010,1.263,96.465,0.0,0.0,1.263,6672127.0,6573790.0,0.0,4096.0,0.0,0.0,1168.0,4419.0,1544182069.561
