"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Server1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n --output dstat_server1_ratio_1:0_vc_4_worker_16_rep_3.csv -T 1 80",,,,"Date:","07 Dec 2018 09:27:57 UTC"

"total cpu usage",,,,,,"net/total",,"epoch"
"usr","sys","idl","wai","hiq","siq","recv","send","epoch"
3.272,6.548,88.809,0.282,0.0,1.089,0.0,0.0,1544174877.859
9.278,11.340,77.320,0.0,0.0,2.062,22961357.0,742000.0,1544174878.859
6.667,21.111,71.111,0.0,0.0,1.111,32022928.0,1035860.0,1544174879.860
9.302,27.907,58.140,2.326,0.0,2.326,35312897.0,1146469.0,1544174880.860
5.952,30.952,60.714,0.0,0.0,2.381,38846810.0,1254540.0,1544174881.863
9.756,25.610,62.195,0.0,0.0,2.439,37518344.0,1216040.0,1544174882.860
10.976,26.829,57.317,0.0,0.0,4.878,38965091.0,1264909.0,1544174883.860
8.974,26.923,60.256,0.0,0.0,3.846,38476123.0,1245554.0,1544174884.860
14.943,25.287,54.023,0.0,0.0,5.747,38500651.0,1242986.0,1544174885.860
8.974,29.487,58.974,0.0,0.0,2.564,37082675.0,1204643.0,1544174886.860
9.091,32.955,51.136,0.0,0.0,6.818,37847509.0,1223106.0,1544174887.860
12.658,22.785,59.494,0.0,0.0,5.063,38163448.0,1235714.0,1544174888.860
17.284,24.691,53.086,0.0,0.0,4.938,37134821.0,1205269.0,1544174889.860
12.500,25.0,57.500,0.0,0.0,5.0,37991481.0,1231658.0,1544174890.860
8.235,30.588,58.824,0.0,0.0,2.353,38678284.0,1250826.0,1544174891.860
14.943,26.437,51.724,0.0,0.0,6.897,36767073.0,1194143.0,1544174892.860
10.390,25.974,61.039,0.0,0.0,2.597,38509709.0,1245440.0,1544174893.860
10.526,25.0,60.526,0.0,0.0,3.947,37691676.0,1216460.0,1544174894.867
15.584,25.974,54.545,0.0,0.0,3.896,36187328.0,1175029.0,1544174895.861
13.580,24.691,54.321,0.0,0.0,7.407,35618759.0,1154506.0,1544174896.860
7.229,28.916,59.036,0.0,0.0,4.819,38003257.0,1227174.0,1544174897.860
17.284,22.222,55.556,0.0,0.0,4.938,36118055.0,1174469.0,1544174898.860
15.854,26.829,53.659,0.0,0.0,3.659,37704631.0,1221360.0,1544174899.860
12.048,30.120,53.012,0.0,0.0,4.819,37211277.0,1203160.0,1544174900.860
14.103,25.641,55.128,0.0,0.0,5.128,36048803.0,1170129.0,1544174901.860
10.843,30.120,55.422,0.0,0.0,3.614,37847349.0,1224860.0,1544174902.860
12.195,29.268,54.878,0.0,0.0,3.659,37189546.0,1202880.0,1544174903.860
14.103,25.641,56.410,0.0,0.0,3.846,37074270.0,1202749.0,1544174904.860
19.048,27.381,50.0,0.0,0.0,3.571,36055826.0,1168020.0,1544174905.860
14.458,33.735,46.988,0.0,0.0,4.819,35975038.0,1167330.0,1544174906.860
16.049,27.160,53.086,0.0,0.0,3.704,36178430.0,1176083.0,1544174907.860
11.392,31.646,50.633,0.0,0.0,6.329,35051826.0,1130780.0,1544174908.862
18.987,21.519,53.165,0.0,0.0,6.329,35943292.0,1163746.0,1544174909.860
15.294,34.118,40.0,7.059,0.0,3.529,35460179.0,1150323.0,1544174910.864
16.667,24.359,53.846,0.0,0.0,5.128,36605380.0,1187620.0,1544174911.860
15.190,29.114,51.899,0.0,0.0,3.797,36761089.0,1186080.0,1544174912.860
12.0,30.667,53.333,0.0,0.0,4.0,33936833.0,1101949.0,1544174913.860
15.190,30.380,50.633,0.0,0.0,3.797,36215720.0,1174274.0,1544174914.860
14.458,30.120,53.012,0.0,0.0,2.410,37756303.0,1218980.0,1544174915.865
12.821,25.641,55.128,0.0,0.0,6.410,36285788.0,1175598.0,1544174916.860
8.861,32.911,54.430,0.0,0.0,3.797,36970009.0,1202323.0,1544174917.860
10.588,31.765,54.118,0.0,0.0,3.529,38124407.0,1232420.0,1544174918.860
11.538,26.923,57.692,0.0,0.0,3.846,38358018.0,1242080.0,1544174919.860
13.158,30.263,52.632,0.0,0.0,3.947,34720079.0,1125609.0,1544174920.860
13.580,29.630,54.321,0.0,0.0,2.469,36341398.0,1174320.0,1544174921.864
8.235,34.118,54.118,0.0,0.0,3.529,38885936.0,1260840.0,1544174922.860
10.667,26.667,60.0,0.0,0.0,2.667,35330355.0,1146469.0,1544174923.860
